% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.456347795e+009 +5.456347795e+009 +5.456347174e+009 +5.456347174e+009 -4.2886e+000 -3.3211e+000 +3.2725e+000 +4.1135e+000 -3.0075e+000 -6.2281e+000 -6.2560e+000 +3.4854e+000 +1.6087e+000 -3.2290e+000 +5.2437e+000 -1.5684e+000 -8.8471e-001 +3.5439e+000 +3.2023e+000 -1.9922e+000 +2.3264e+000 -9.1159e-001 +6.7061e+000 -7.1121e-001
3 +3.100818972e+009 +3.100818972e+009 +3.100818351e+009 +3.100818351e+009 +2.3980e+000 +1.0320e+000 +2.3399e+000 +3.9395e+000 -1.2732e-001 -4.1729e+000 -6.4966e+000 +2.1251e+000 +8.4777e-001 -2.8372e+000 +2.2406e+000 -3.6326e+000 +5.9718e-001 +5.8561e+000 +2.8537e+000 -4.8148e+000 +3.0545e+000 -3.5765e+000 +4.4503e-001 -3.6898e-001
4 +1.132735486e+009 +1.132735486e+009 +1.132734865e+009 +1.132734865e+009 +8.4076e-001 -1.4394e+000 +1.2569e-001 +3.2831e+000 +2.4205e+000 -6.6200e+000 -3.6158e+000 +2.7905e+000 +5.6636e-001 +5.9883e-001 -1.8101e+000 -1.8198e+000 +1.6510e+000 +2.9787e+000 +3.1651e+000 -2.8441e+000 +1.5615e+000 -3.4564e+000 +7.1924e+000 +1.6505e+000
26 +8.034199552e+008 +8.034199552e+008 +8.034193341e+008 +8.034193341e+008 +1.2939e+000 -3.2107e+000 -1.7643e+000 +2.8428e+000 -5.1245e+000 -2.1299e+000 -3.5323e+000 -4.5456e-001 +2.3840e+000 +4.3072e-001 +2.1381e+000 -1.7581e-001 +2.9649e+000 +6.4169e+000 +3.1664e+000 -4.5695e+000 +4.3958e+000 -3.6437e+000 +1.3316e+000 -1.4082e+000
38 +6.377095375e+008 +6.377095375e+008 +6.377089164e+008 +6.377089164e+008 -9.3706e-001 +7.3004e-001 +5.9443e+000 -7.4950e+000 -6.4977e+000 -5.1087e+000 -3.8764e+000 +8.2958e+000 +2.4490e+000 -2.9022e+000 +4.7521e+000 +6.4672e+000 +3.1285e+000 +1.4414e+000 +3.4846e+000 -7.4604e-001 -8.9229e-001 -1.3138e+000 +1.6659e+000 -5.2400e+000
117 +4.007866658e+008 +4.007866658e+008 +4.007860447e+008 +4.007860447e+008 +2.0178e+000 +4.6367e+000 -8.5452e-001 -1.9947e+000 -5.6884e-001 -3.6240e+000 -2.9635e+000 +8.4575e-001 +3.3440e+000 +8.8917e-001 +1.3124e-002 +6.7653e+000 -2.4777e+000 +1.6822e+000 +6.8005e+000 -8.1967e+000 +4.4156e-001 -1.8897e+000 +7.8912e-001 -2.7381e-001
122 +2.752364955e+008 +2.752364955e+008 +2.752358744e+008 +2.752358744e+008 +1.4408e+000 +2.6703e+000 +3.2621e+000 +2.0081e+000 +5.4760e-001 -3.9221e+000 -3.1287e+000 +6.2598e+000 +2.4269e+000 -1.8882e+000 +9.6279e-001 +2.0844e+000 +3.0739e+000 +3.4303e+000 +5.6390e+000 -5.2160e+000 +2.5434e+000 -9.4048e-001 +6.9152e+000 -1.4755e+000
264 +2.644240674e+008 +2.644240674e+008 +2.644234463e+008 +2.644234463e+008 +7.7620e-001 -7.6549e-001 +1.5133e-001 +6.8409e-001 -2.7017e+000 -6.9169e+000 +2.8730e+000 +3.0356e+000 +5.8678e+000 +2.6499e+000 -9.4211e-001 +2.4615e+000 +4.7752e+000 +1.6448e+000 +5.1947e+000 -3.4732e+000 +3.4530e+000 -5.3777e-001 +1.8045e+000 +1.5160e+000
290 +2.569652895e+008 +2.569652895e+008 +2.569646683e+008 +2.569646683e+008 +1.9563e+000 +1.7839e+000 +1.0126e+000 +6.0239e-001 -1.5022e+000 -6.6784e+000 -9.5050e-001 +5.9609e+000 +9.6597e-001 +3.8775e+000 +4.4684e-001 -8.1728e-001 +7.5605e+000 +3.2894e+000 +4.0191e+000 -5.4068e+000 +3.8271e+000 +4.5669e+000 +3.5060e+000 -2.9614e+000
304 +2.200875298e+008 +2.200875298e+008 +2.200869087e+008 +2.200869087e+008 -6.2206e-001 +2.1276e+000 +3.1434e-001 +2.9194e+000 -1.6543e-001 -6.1569e-001 -2.6604e+000 +5.0794e+000 +6.2487e-002 +3.8285e-001 +2.3221e-001 +3.0137e+000 +4.6086e+000 +2.9987e+000 +4.7007e+000 -3.3021e+000 +1.3921e+000 -1.0421e+000 +7.0229e+000 -1.6505e+000
