% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.858015616e+003 +4.858015616e+003 +4.395925616e+003 +4.395925616e+003 +6.6749e-001 +8.6466e+000 -6.0574e+000 -1.8379e+000 +1.0798e-001 +1.8367e+000 +1.2136e+000 +2.1477e+000 -2.7851e+000 -9.3041e-001 +4.8632e+000 -5.0494e+000 +1.3631e+000 +5.9367e+000 +1.6076e+000 +9.3987e-002 +1.2964e+000 -6.9491e+000 +1.7138e+000 +2.1789e+000
2 +2.481958446e+003 +2.481958446e+003 +2.019868446e+003 +2.019868446e+003 +2.3999e+000 +3.3248e+000 -7.2206e+000 -1.0267e+000 -4.1124e+000 +1.2402e+000 +1.2273e+000 +6.4579e+000 +3.2275e+000 +1.2276e+000 +3.7548e+000 +1.2501e+000 +9.8625e-001 +7.9259e-001 -6.4359e-001 +8.7917e-001 -2.5094e-001 -1.2631e+000 +1.5286e+000 +4.1637e+000
6 +1.768575005e+003 +1.768575005e+003 +1.306485005e+003 +1.306485005e+003 -9.1351e-001 +2.2137e+000 -4.1622e+000 -1.1876e+000 -9.3066e-001 -6.3549e-001 +5.7467e+000 +1.5665e+000 -2.3926e+000 -3.4795e+000 -7.7597e-001 +6.3288e-002 +7.0974e-001 -2.0735e+000 -2.3752e+000 +1.4636e+000 -2.4177e-001 -1.9933e+000 +1.3372e+000 +2.8170e+000
20 +1.453558101e+003 +1.453558101e+003 +9.914681011e+002 +9.914681011e+002 -1.6062e+000 +4.4951e+000 -3.7061e+000 -2.1680e+000 -1.3360e+000 +1.7838e+000 +4.4923e-001 -8.0719e-002 +7.3983e-001 +5.9933e+000 +2.4837e+000 -2.7502e+000 +8.6379e-001 -3.3549e-001 -6.0013e+000 -4.8390e-001 -6.8097e-002 -3.1773e+000 -7.6753e-001 +1.7956e-001
71 +1.424051237e+003 +1.424051237e+003 +9.619612369e+002 +9.619612369e+002 -1.3927e+000 +1.3819e+000 +1.0703e-001 -3.8616e+000 -2.9315e-001 +1.7100e-001 +5.2862e+000 -8.7412e-001 -1.1856e+000 +8.7105e-001 +1.9408e+000 -9.7576e-001 +3.9397e+000 -2.4384e+000 +1.9038e+000 +1.3861e+000 -5.3187e-001 +3.1999e-001 -1.2568e+000 +3.4795e+000
77 +1.122736921e+003 +1.122736921e+003 +6.606469213e+002 +6.606469213e+002 +3.0204e-001 +7.6536e+000 -4.1545e+000 -2.7289e+000 +1.4772e+000 +2.0405e+000 +3.5694e+000 -2.8054e+000 +2.3471e+000 +8.0429e-001 -9.9385e-001 -1.8931e-001 +9.5791e-001 +6.9395e-001 -5.8494e-001 -4.7937e+000 -1.0316e+000 -2.2818e+000 +1.0816e+000 +2.2725e+000
104 +9.822102719e+002 +9.822102719e+002 +5.201202719e+002 +5.201202719e+002 -3.2482e+000 +3.5779e+000 -5.1447e-001 -3.8608e+000 +6.4164e-001 -4.6087e+000 +2.1800e+000 -1.6642e+000 -1.3399e-002 +2.5122e+000 -1.2232e+000 +4.5145e-001 -1.4708e-001 -1.8367e+000 -3.2875e+000 -1.4324e+000 -3.1852e+000 -3.0463e+000 -3.0150e+000 +2.9220e+000
120 +8.441990864e+002 +8.441990864e+002 +3.821090864e+002 +3.821090864e+002 -4.7726e+000 +2.3427e+000 -8.7916e-001 -7.4082e-002 +3.1880e+000 +7.8116e-001 +8.1581e-001 -4.9276e+000 +2.2855e+000 -1.0200e-001 +4.5917e-002 -2.0946e+000 +3.0756e+000 -2.5859e+000 -3.6052e-001 -1.1832e+000 -1.5620e+000 -1.2454e+000 +9.2962e-002 +2.7927e+000
121 +8.294066904e+002 +8.294066904e+002 +3.673166904e+002 +3.673166904e+002 +4.8653e-001 +4.3026e+000 -1.9502e+000 -3.4868e+000 -1.5953e+000 +9.8689e-001 +9.3707e-001 -5.4929e-001 +1.4164e+000 +7.4666e-001 +8.0878e-001 -1.4781e+000 +9.5363e-001 -6.6975e-001 +2.3654e+000 -1.0893e+000 -1.6590e+000 +1.8289e+000 -5.5607e+000 +3.1946e+000
144 +8.046640663e+002 +8.046640663e+002 +3.425740663e+002 +3.425740663e+002 -1.1896e+000 +4.1590e+000 -2.7926e+000 -2.4756e+000 -2.0431e+000 +2.8557e+000 +2.4935e+000 -1.2887e+000 +1.9029e+000 +3.0919e+000 -1.9226e+000 -5.7046e-001 +2.7380e+000 +3.0243e-001 +5.6638e-001 -1.0802e+000 -1.5040e+000 +1.0005e+000 -4.7328e-001 +1.7212e+000
226 +6.990647276e+002 +6.990647276e+002 +2.369747276e+002 +2.369747276e+002 -2.8863e+000 +3.6916e+000 -1.2471e+000 -1.1703e+000 +7.2581e-002 +8.5118e-001 -1.2596e+000 -5.5464e-001 +2.7794e+000 -1.5904e+000 +5.1097e-001 -6.8717e-001 -7.4978e-001 -5.6887e-001 -1.1669e+000 -1.6776e+000 -1.0391e+000 -1.5727e+000 -3.0756e+000 +2.5629e+000
241 +6.338068904e+002 +6.338068904e+002 +1.717168904e+002 +1.717168904e+002 -1.6128e+000 +3.5440e+000 -2.1013e+000 -1.7617e+000 -8.9170e-001 +1.2586e+000 +4.2755e+000 -1.3628e+000 -2.0805e+000 -5.2353e-002 -1.1103e+000 -1.2176e+000 +1.4126e-001 -1.0898e+000 -3.4536e+000 -1.8047e+000 -1.0722e+000 +1.8206e+000 -4.8148e-001 -8.1827e-001
385 +4.195582095e+002 +4.195582095e+002 -4.253179052e+001 -4.253179052e+001 +5.8369e-002 +1.9437e+000 -3.5814e+000 -1.7786e+000 +2.2008e+000 -2.0399e-001 +2.4924e+000 +3.1702e-001 +1.0434e+000 +8.2230e-001 +7.9708e-001 -8.4913e-001 -2.6856e+000 -1.8678e+000 -1.7206e+000 -2.4199e+000 +5.0764e-001 +1.8716e+000 -1.3411e+000 +2.5492e+000
600 +4.001464615e+002 +4.001464615e+002 -6.194353854e+001 -6.194353854e+001 +1.7607e-001 +4.2325e+000 -1.0120e+000 -4.9844e-001 +1.2970e+000 -7.2200e-001 +1.9451e+000 +4.1612e-001 +3.3280e-001 +3.3389e-001 -1.7952e+000 -3.9819e-001 -1.0805e+000 -1.9424e+000 -1.8986e+000 -3.5017e+000 -4.8302e-001 +1.1179e+000 -2.5967e+000 +2.4719e+000
646 +3.202794758e+002 +3.202794758e+002 -1.418105242e+002 -1.418105242e+002 -6.0258e-001 -2.6097e-001 -3.3128e+000 +4.4458e-001 +2.8998e+000 +1.3703e+000 +2.2087e+000 +3.8082e-001 +1.5553e+000 -9.9096e-001 -1.1964e+000 -4.5258e+000 -2.1810e+000 -2.1193e+000 -8.6510e-001 -3.5782e+000 +7.4866e-001 +4.2407e+000 -3.1952e+000 +1.9116e+000
652 +3.000561651e+002 +3.000561651e+002 -1.620338349e+002 -1.620338349e+002 -4.1211e-001 +5.1820e+000 -2.5069e+000 -1.7058e-001 +3.4666e+000 -2.2977e+000 +6.3854e-001 -1.0674e+000 +2.4772e+000 +6.1323e-001 -2.8902e+000 -2.1797e+000 -8.0345e-001 -2.1937e+000 -1.7506e+000 -4.8229e+000 -7.6940e-001 +3.2975e+000 -3.2848e+000 +2.8348e+000
