% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.589209463e+001 +7.589209463e+001 +1.472420946e+002 +1.472420946e+002 -2.3680e+000 +1.5576e+000 -3.4880e+000 -4.6693e-001 -2.7927e+000 -4.7993e+000 +1.2356e+000 -2.1349e+000 +2.6297e-001 +1.1442e+000 -2.9690e+000 -3.0580e+000 -2.6698e+000 -2.7013e+000 +5.1090e+000 +6.7322e-001 -4.0127e+000 -4.0612e+000 +3.7292e+000 -3.8700e+000
3 +5.985678781e+001 +5.985678781e+001 +1.312067878e+002 +1.312067878e+002 -2.3442e+000 +1.0439e+000 -4.1725e+000 -8.1788e-001 -1.5101e+000 -4.2748e+000 +1.7259e+000 -2.2531e+000 -2.9122e-001 +1.0892e+000 -4.0975e+000 -2.7481e+000 -2.6064e+000 -2.5377e+000 +5.0021e+000 -1.8735e-001 -4.1022e+000 -3.8844e+000 +2.8213e+000 -4.3225e+000
6 +5.280970240e+001 +5.280970240e+001 +1.241597024e+002 +1.241597024e+002 -2.6644e+000 +1.4438e+000 -3.3922e+000 -1.2492e+000 -2.1199e+000 -5.1001e+000 -2.6371e-001 -2.2976e+000 -1.8969e-001 +5.4295e-001 -3.4350e+000 -2.3789e+000 -2.8536e+000 -9.6333e-001 +5.1466e+000 +5.3016e-001 -4.1515e+000 -4.3159e+000 +3.9100e+000 -3.6565e+000
14 +4.924146547e+001 +4.924146547e+001 +1.205914655e+002 +1.205914655e+002 -2.4845e+000 +1.3520e+000 -4.4201e+000 -8.6964e-001 -2.1720e+000 -5.1248e+000 +8.0549e-001 -1.8157e+000 -1.2548e-001 +3.1049e-001 -3.2656e+000 -3.7499e+000 -2.1276e+000 -4.1001e+000 +4.8494e+000 +3.6321e-001 -3.9101e+000 -3.7472e+000 +3.4424e+000 -4.6520e+000
44 +4.732616091e+001 +4.732616091e+001 +1.186761609e+002 +1.186761609e+002 -1.9371e+000 +8.0006e-001 -2.6125e+000 -1.2824e+000 -2.4238e+000 -4.6941e+000 +9.6606e-001 -3.7784e+000 +1.6368e+000 +2.4506e-001 -3.3890e+000 -3.2574e+000 -3.5397e+000 -2.7156e+000 +4.7934e+000 +5.5750e-001 -4.4903e+000 -3.2093e+000 +3.4431e+000 -4.6466e+000
76 +4.448160665e+001 +4.448160665e+001 +1.158316066e+002 +1.158316066e+002 -9.6267e-001 +4.1740e-001 -3.4756e+000 -1.6371e+000 -3.5282e+000 -4.2953e+000 +1.1782e+000 -2.1954e+000 +4.2670e-001 +2.2071e-002 -3.0326e+000 -2.1852e+000 -3.0891e+000 -2.3809e+000 +4.6489e+000 +5.7138e-002 -4.2850e+000 -4.1644e+000 +3.5016e+000 -4.8753e+000
189 +4.310542152e+001 +4.310542152e+001 +1.144554215e+002 +1.144554215e+002 -1.9761e+000 +9.6690e-001 -2.9996e+000 -1.1693e+000 -2.4292e+000 -5.0657e+000 +1.3387e+000 -2.8079e+000 -8.4151e-002 +5.1393e-001 -2.8458e+000 -2.3910e+000 -2.7668e+000 -3.3985e+000 +5.3697e+000 +2.8712e-001 -3.8037e+000 -3.6587e+000 +2.1908e+000 -4.1171e+000
226 +3.830132261e+001 +3.830132261e+001 +1.096513226e+002 +1.096513226e+002 -2.2969e+000 +1.1034e+000 -2.3053e+000 +8.6220e-002 -4.0207e+000 -4.1781e+000 +2.7578e+000 -3.6560e+000 +8.0184e-001 +4.5601e-001 -3.9188e+000 -3.7615e+000 -2.7960e+000 -2.6703e+000 +5.0040e+000 +8.1690e-001 -3.8991e+000 -4.5957e+000 +3.8777e+000 -3.7063e+000
281 +3.425498128e+001 +3.425498128e+001 +1.056049813e+002 +1.056049813e+002 -1.4821e+000 +1.2130e+000 -2.5205e-001 -8.5808e-001 -2.8599e+000 -4.5556e+000 +7.6245e-001 -3.3258e+000 +6.6261e-001 +4.5976e-001 -3.1599e+000 -2.3482e+000 -2.4601e+000 -3.5656e+000 +4.5393e+000 -8.6309e-002 -3.9833e+000 -3.6075e+000 +2.7535e+000 -3.4566e+000
414 +2.894554514e+001 +2.894554514e+001 +1.002955451e+002 +1.002955451e+002 -1.9615e+000 +6.1459e-001 -2.6749e+000 -9.7725e-001 -2.8573e+000 -4.9811e+000 +1.0313e+000 -1.7299e+000 +4.8241e-001 +7.9394e-001 -2.4881e+000 -3.2921e+000 -4.6509e+000 -2.1385e+000 +5.2893e+000 +7.3691e-002 -3.8214e+000 -4.7744e+000 +3.1399e+000 -4.1019e+000
1292 +2.868629965e+001 +2.868629965e+001 +1.000362996e+002 +1.000362996e+002 -3.7098e+000 +9.5247e-001 -1.6826e+000 -4.7108e+000 -3.7999e+000 -8.6922e-001 +6.1130e-001 -2.7525e+000 +3.3348e+000 +4.5564e-001 -2.7961e+000 +5.6444e+000 -2.9452e+000 +4.6940e-001 +2.1282e+000 -4.0545e-001 -2.5084e+000 -3.1676e+000 +1.1910e+000 -2.3839e+000
2034 +2.379226605e+001 +2.379226605e+001 +9.514226605e+001 +9.514226605e+001 +2.1251e+000 +5.8058e-001 -1.3717e+000 -1.1962e+000 +1.9806e+000 +3.9182e-001 -1.4120e+000 -3.1602e+000 -3.7150e+000 +3.0808e+000 -4.7854e+000 -1.3816e+000 -1.2691e+000 -1.7226e-001 +3.3470e+000 +2.0271e+000 -4.0249e+000 -1.5979e+000 -3.3140e+000 -2.1552e+000
33900 +2.293698167e+001 +2.293698167e+001 +9.428698167e+001 +9.428698167e+001 -3.4980e+000 -3.2616e+000 -1.5045e+000 +9.1087e-001 +1.4135e+000 -5.8118e+000 +2.6958e-001 -5.5334e+000 -5.8576e-001 -2.4027e+000 -1.1474e+000 -1.1903e+000 -4.6068e+000 +2.3042e+000 -1.0112e+000 +3.9827e+000 -4.6098e+000 -2.3720e+000 -4.6736e-001 -5.0042e+000
136623 +2.127007479e+001 +2.127007479e+001 +9.262007479e+001 +9.262007479e+001 -6.9866e-002 -6.4198e+000 +1.9933e+000 +6.1162e-001 +3.9856e-001 -4.3242e-001 +1.5039e+000 +4.7805e+000 -2.5809e-001 +2.6493e-001 +6.0072e-001 +2.6776e+000 -2.8059e+000 -1.3465e+000 +4.9971e-001 -1.3295e+000 -1.6640e+000 -5.3008e-001 +2.1462e+000 -2.4273e-001
287574 +2.002343357e+001 +2.002343357e+001 +9.137343357e+001 +9.137343357e+001 -1.7901e+000 -7.1970e-001 +8.2210e-001 +6.3332e-001 +3.3562e+000 -2.0668e+000 -4.7710e+000 -3.7608e+000 +3.3071e+000 -6.5682e+000 -1.0120e+000 -3.3059e+000 -1.8023e-001 -2.6665e+000 +3.3635e-001 +1.2372e+000 +1.1332e+000 -6.6158e-001 -1.3033e-001 -1.1317e+000
895170 +1.979640133e+001 +1.979640133e+001 +9.114640133e+001 +9.114640133e+001 -5.6458e+000 -6.8932e-001 +9.5964e-001 -3.1326e+000 -2.6163e-001 -7.2185e+000 -2.3346e+000 -8.5859e-001 +9.3385e-001 +1.9352e+000 +4.8632e-001 +5.4344e+000 +3.1296e+000 +3.9631e+000 +2.7676e+000 +3.8723e+000 +2.0642e+000 -5.3343e+000 +3.0969e+000 +6.5111e-001
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.576547691e+001 +6.576547691e+001 -2.894545231e+002 -2.894545231e+002 -5.8181e-001 -2.8106e+000 +1.4019e+000 -1.7758e+000 -8.2298e-001 +4.3365e+000 +2.0888e+000 -3.5674e+000 -7.2354e-001 +3.7685e+000 -1.0929e+000 +2.0904e+000 +2.1406e+000 -1.8452e+000 +2.6163e+000 -4.3110e+000 -1.7939e+000 +2.1454e+000 +1.4619e+000 -3.7997e+000
3 +5.663281559e+001 +5.663281559e+001 -2.985871844e+002 -2.985871844e+002 -7.1138e-001 -3.1310e+000 +5.3845e-001 -2.7419e+000 +3.1857e-001 +4.5577e+000 +2.6247e+000 -3.2207e+000 -1.8748e+000 +3.4751e+000 -2.0820e+000 +1.8528e+000 +2.0261e+000 -2.3403e+000 +3.0356e+000 -5.6474e+000 -3.0728e+000 +2.5207e+000 +2.0295e+000 -3.0380e+000
9 +4.724920280e+001 +4.724920280e+001 -3.079707972e+002 -3.079707972e+002 -2.6100e-001 -2.7147e+000 +1.2194e+000 -2.3086e+000 -1.0901e+000 +5.1259e+000 +1.9951e+000 -4.2849e+000 -1.5809e+000 +4.3855e+000 -5.1584e+000 +2.8780e+000 +1.2717e+000 -2.3385e+000 +1.7199e+000 -4.1254e+000 -2.8370e+000 +1.5969e+000 +2.0443e+000 -4.0087e+000
12 +4.602081827e+001 +4.602081827e+001 -3.091991817e+002 -3.091991817e+002 -5.4392e-001 -2.1689e+000 +3.4562e+000 -2.4470e+000 -5.4867e-001 +7.2116e+000 +8.0021e-001 -4.4433e+000 -9.5659e-001 +3.7421e+000 -2.5633e+000 +3.0077e+000 +2.1080e+000 -3.3081e+000 +3.7633e+000 -3.9884e+000 -2.7853e+000 +2.9006e+000 +2.1752e+000 -2.8126e+000
