% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.368558839e+004 +9.368558839e+004 +9.372148839e+004 +9.372148839e+004 +1.7788e+000 +4.3238e+000 +1.1144e+000 -1.0726e+000 -3.0110e+000 +9.2918e-001 +2.7340e+000 -1.2918e+000 -2.1532e+000 +2.9062e+000
2 +6.497415061e+004 +6.497415061e+004 +6.501005061e+004 +6.501005061e+004 +1.9791e+000 +3.7103e+000 +4.2601e+000 +1.1423e+000 -3.1637e+000 +7.6182e-001 +1.8174e+000 -2.7627e+000 -2.2658e+000 +1.8299e+000
3 +2.409938110e+004 +2.409938110e+004 +2.413528110e+004 +2.413528110e+004 +1.6599e+000 +5.5113e+000 +3.6673e+000 +2.7903e-001 -3.0330e+000 +5.4056e-002 +2.9646e+000 -2.1110e+000 -2.2849e+000 +2.6989e+000
9 +1.560819575e+004 +1.560819575e+004 +1.564409575e+004 +1.564409575e+004 +1.0200e+000 +3.5544e+000 +4.6471e+000 -3.8601e-001 -3.3368e+000 +7.9219e-001 +2.7060e+000 -2.0345e+000 -3.5916e+000 +2.6124e+000
18 +1.158592076e+004 +1.158592076e+004 +1.162182076e+004 +1.162182076e+004 +1.8907e+000 +3.2132e+000 +5.1452e+000 -6.7094e-001 -1.5350e+000 +1.0852e+000 +3.1138e+000 -4.1608e-001 -2.9466e+000 +2.9979e+000
26 +1.138726603e+004 +1.138726603e+004 +1.142316603e+004 +1.142316603e+004 +1.3117e+000 +4.0346e+000 +4.3606e+000 -4.0916e-001 -3.1339e+000 +5.4113e-001 +2.5694e+000 -1.9166e+000 -2.3050e+000 +2.8691e+000
55 +2.004725623e+003 +2.004725623e+003 +2.040625623e+003 +2.040625623e+003 +1.1845e+000 +3.5888e+000 +3.8163e+000 -1.2425e+000 -6.3546e+000 -2.9705e-001 +3.2705e+000 -1.5976e+000 -2.7896e+000 +2.7753e+000
100 +1.729157226e+002 +1.729157226e+002 +2.088157226e+002 +2.088157226e+002 +1.7188e+000 +3.1319e+000 +5.9910e+000 -1.4714e+000 -1.0860e+000 -6.0468e-003 +1.1148e+000 -2.2461e+000 -2.8610e+000 +2.8871e+000
129 +1.692130871e+002 +1.692130871e+002 +2.051130871e+002 +2.051130871e+002 +1.7531e+000 +2.9546e+000 +4.9726e+000 -1.5037e+000 -3.2561e+000 +5.5104e-002 +2.4815e+000 -1.2672e+000 -2.9903e+000 +2.7779e+000
147 +1.647868645e+002 +1.647868645e+002 +2.006868645e+002 +2.006868645e+002 +1.6703e+000 +4.2046e+000 +4.8171e+000 -6.2091e-001 -1.5522e+000 -4.7526e-001 +3.0101e+000 -1.8607e+000 -2.5747e+000 +3.0310e+000
154 +1.200380198e+002 +1.200380198e+002 +1.559380198e+002 +1.559380198e+002 +2.0831e+000 +5.3693e+000 +4.1987e+000 -6.7929e-001 -2.5288e+000 -5.5613e-001 +7.1659e-001 -1.5416e+000 -3.2479e+000 +1.8217e+000
191 +1.147628207e+002 +1.147628207e+002 +1.506628207e+002 +1.506628207e+002 +2.0024e+000 +4.3282e+000 +4.6712e+000 -7.4058e-001 -2.8583e+000 -1.5580e+000 +1.1876e+000 -1.6330e+000 -2.8578e+000 +1.3773e+000
