% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.838776443e+004 +1.838776443e+004 +1.792567443e+004 +1.792567443e+004 -3.9351e+000 +3.6265e+000 +8.8638e-001 +9.7542e-001 -4.1208e+000 +4.2647e+000 +4.8803e+000 -3.4699e+000 -3.8919e+000 -2.3997e+000 +4.2082e+000 -3.4677e-001 +8.0757e-001 -2.6320e+000 -1.6624e+000 +1.9139e+000 +4.4244e+000 +4.6545e+000 +4.8355e+000 -3.1747e+000
5 +1.712825473e+004 +1.712825473e+004 +1.666616473e+004 +1.666616473e+004 -3.6067e+000 +3.5608e+000 +9.4070e-001 +1.1220e+000 -3.9613e+000 +3.0735e+000 +5.2361e+000 -2.0797e+000 -3.6428e+000 -1.3744e+000 +4.8498e+000 -3.6451e-001 +6.9177e-001 -3.2560e+000 -1.6338e+000 +4.3450e+000 +4.2758e+000 +5.5587e+000 +4.3229e+000 -2.7589e+000
15 +1.218881217e+004 +1.218881217e+004 +1.172672217e+004 +1.172672217e+004 -5.0778e+000 +3.4617e+000 +6.0206e-002 +8.5960e-001 -2.4942e+000 +3.9118e+000 +4.8095e+000 -2.4205e+000 -3.9163e+000 -2.6840e+000 +4.9177e+000 -3.8263e-001 +1.1599e+000 -2.8022e+000 -1.9507e+000 +3.6447e+000 +3.6489e+000 +4.2917e+000 +3.4680e+000 -3.1458e+000
103 +1.198512827e+004 +1.198512827e+004 +1.152303827e+004 +1.152303827e+004 -3.3449e+000 +3.9632e+000 +1.0926e+000 +1.0621e+000 -3.5920e+000 +4.6987e+000 +4.1736e+000 -2.3001e+000 -3.9894e+000 -6.4272e-001 +4.0970e+000 +1.5287e-001 +1.5228e-001 -2.1546e+000 -1.8528e+000 +4.3151e+000 +3.1534e+000 +4.8288e+000 +4.9254e+000 -2.0508e+000
105 +1.125719024e+004 +1.125719024e+004 +1.079510024e+004 +1.079510024e+004 -4.7402e+000 +3.0155e+000 +8.1182e-001 +1.3224e+000 -4.7451e+000 +4.6959e+000 +4.7782e+000 -3.1348e+000 -4.3586e+000 -2.0664e+000 +4.2675e+000 -2.7479e-001 +6.8689e-001 -2.6736e+000 -1.2715e+000 +4.0715e+000 +2.8997e+000 +4.2082e+000 +4.7328e+000 -3.2582e+000
107 +9.806774209e+003 +9.806774209e+003 +9.344684209e+003 +9.344684209e+003 -3.2365e+000 +3.2941e+000 -7.4112e-001 +7.2871e-001 -4.3448e+000 +4.5322e+000 +5.1381e+000 -3.3722e+000 -3.6228e+000 -2.0000e+000 +4.2212e+000 +2.0761e-001 -4.3784e-001 -4.4193e+000 -9.5049e-001 +3.2427e+000 +2.9768e+000 +5.9233e+000 +3.8715e+000 -3.9907e+000
117 +7.782496967e+003 +7.782496967e+003 +7.320406967e+003 +7.320406967e+003 -3.7394e+000 +3.4761e+000 +1.3795e+000 +9.1444e-001 -2.3138e+000 +4.9027e+000 +4.7725e+000 -4.6180e+000 -4.1222e+000 -3.1241e+000 +4.4379e+000 -3.7516e-001 +6.0556e-001 -1.9590e+000 -1.6831e+000 +4.8099e+000 +2.5091e+000 +4.9106e+000 +3.8121e+000 -3.5599e+000
118 +6.140076836e+003 +6.140076836e+003 +5.677986836e+003 +5.677986836e+003 -4.0458e+000 +1.8353e+000 -5.2222e-001 +1.0757e+000 -2.1788e+000 +4.2636e+000 +4.6085e+000 -3.2594e+000 -3.9294e+000 -2.1455e+000 +3.7530e+000 -1.7688e-001 +7.2263e-001 -2.6442e+000 -8.5099e-001 +4.2743e+000 +2.0732e+000 +4.5278e+000 +4.2384e+000 -3.0874e+000
133 +2.890375728e+003 +2.890375728e+003 +2.428285728e+003 +2.428285728e+003 -3.8121e+000 +2.3929e+000 +6.7170e-001 +1.3379e+000 -1.6037e+000 +4.1774e+000 +4.8939e+000 -3.1436e+000 -3.8810e+000 -1.7725e+000 +2.6747e+000 -3.8466e-001 +3.6474e-001 -1.6362e+000 -1.7790e+000 +3.7065e+000 -6.8389e-001 +4.3082e+000 +3.4827e+000 -3.3567e+000
320 +2.766607142e+003 +2.766607142e+003 +2.304517142e+003 +2.304517142e+003 -3.0463e+000 +4.3397e+000 -3.2771e+000 +6.7972e-001 -1.3709e+000 +4.8695e+000 +3.9072e+000 -4.8791e+000 -2.6196e+000 -1.6314e+000 +4.3181e+000 -1.5002e-001 -7.4747e-001 -1.5710e+000 -2.6290e-001 +4.9290e+000 +3.3967e-001 +4.1017e+000 +3.5341e+000 -3.4900e+000
