% function evaluation | noise-free fitness - Fopt (1.026100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.087139326e+002 +7.087139326e+002 +8.113239326e+002 +8.113239326e+002 -4.6953e+000 +2.2981e-001 -6.9388e-001 +3.5955e+000 -4.5135e+000 +4.9606e+000 +2.8177e+000 -2.8530e-001 +3.4521e+000 -1.9714e+000 +3.0906e+000 +8.9979e-001 +3.4841e+000 -3.3702e+000 -1.1323e+000 -1.1925e+000 -2.0695e-001 +1.4249e+000 +1.6875e+000 +3.9579e-001
21 +6.266887485e+002 +6.266887485e+002 +7.292987485e+002 +7.292987485e+002 -3.8934e+000 -4.2735e+000 +2.8390e+000 -2.9767e+000 -2.0636e+000 +3.5180e+000 +1.0131e+000 -1.2383e+000 +4.7053e+000 -4.6900e+000 +3.4071e+000 -3.2273e-001 +3.2244e-001 -4.4727e+000 -1.6837e+000 -2.0317e+000 -1.9567e+000 +1.7473e+000 +3.2700e-001 +8.3758e-001
288 +6.044928544e+002 +6.044928544e+002 +7.071028544e+002 +7.071028544e+002 -1.0607e+000 -2.5578e+000 +2.0062e+000 -4.7892e+000 -3.2061e+000 +3.2570e+000 -1.4050e+000 +5.9332e-001 +4.5896e+000 -2.7817e+000 +2.4308e+000 -9.5581e-001 -5.1926e-001 -1.6325e+000 -3.6144e+000 -2.2437e-001 +1.3701e+000 +1.2406e+000 -1.0050e+000 -8.8635e-001
290 +5.542662549e+002 +5.542662549e+002 +6.568762549e+002 +6.568762549e+002 -3.9556e+000 -2.0765e+000 +7.7431e-001 -2.7217e+000 -3.9551e+000 -5.0926e-001 -7.1841e-001 -6.2487e-001 +2.2269e+000 -2.9294e+000 +2.2036e+000 -1.7035e+000 +1.2687e+000 -3.7464e+000 -1.1314e+000 -1.9563e+000 +1.0233e+000 -2.1960e-001 +4.5989e-001 +2.5344e+000
390 +5.292041784e+002 +5.292041784e+002 +6.318141784e+002 +6.318141784e+002 -2.4864e+000 -3.9761e+000 +2.7216e+000 -1.2279e+000 -2.1286e+000 +6.4015e-001 +1.0672e+000 -1.8274e+000 +1.3795e+000 -2.7152e+000 +9.4558e-001 +1.8986e+000 +2.3442e+000 -2.5363e+000 +2.9003e+000 -2.6378e+000 +4.2262e+000 +1.7331e+000 -1.8007e+000 +2.0961e+000
428 +4.486632483e+002 +4.486632483e+002 +5.512732483e+002 +5.512732483e+002 -3.0725e+000 -3.2500e+000 -4.4072e-001 +3.6633e-002 -2.4608e+000 +2.6704e+000 +1.4583e-001 -6.2811e-001 +4.9573e-001 -2.0713e+000 +2.5341e+000 -2.0696e+000 +9.9833e-001 -4.1310e-001 -6.1281e-001 -2.4918e+000 +9.0652e-001 +1.9773e+000 -4.3021e-001 -3.1127e-001
631 +4.445998763e+002 +4.445998763e+002 +5.472098763e+002 +5.472098763e+002 -1.9236e+000 -3.9632e-001 +1.9086e+000 -1.0597e+000 -3.3144e-001 +7.5991e-001 +7.0868e-001 -1.8030e+000 -1.1460e+000 -2.6351e+000 +1.6944e+000 -1.6358e+000 -1.9783e-001 -1.1635e+000 -9.5518e-001 -2.4420e+000 -2.7208e-001 -7.1101e-001 +2.7961e+000 -1.7219e+000
729 +4.264579192e+002 +4.264579192e+002 +5.290679192e+002 +5.290679192e+002 -2.7668e+000 +3.1471e-001 +2.0546e+000 -9.4342e-001 -1.8493e-001 +2.9406e+000 +4.2233e+000 -1.1781e+000 +1.6103e+000 -4.9901e+000 +1.1711e+000 +1.3825e+000 +1.0341e+000 -2.2169e+000 -1.2967e-001 -3.1772e+000 +6.3730e-001 -3.7074e-001 -9.7713e-001 +3.3157e-001
848 +4.164542278e+002 +4.164542278e+002 +5.190642278e+002 +5.190642278e+002 -4.5283e-001 -2.1344e+000 -6.6121e-001 -1.0224e+000 -2.0074e+000 +1.8810e+000 -6.6404e-002 -4.2245e-001 -7.0710e-001 -3.1221e+000 +2.1764e+000 -2.9722e+000 -1.3013e+000 -1.6594e+000 +1.3064e+000 -1.1274e+000 -4.0940e-001 -9.0334e-001 +1.1209e+000 +9.9798e-001
1011 +3.740549353e+002 +3.740549353e+002 +4.766649353e+002 +4.766649353e+002 -2.8670e+000 -4.2132e-001 +1.7975e+000 +8.1505e-001 -1.4274e+000 -3.5115e+000 -1.4977e+000 -9.5408e-001 -8.4738e-001 -2.0546e+000 +1.1393e+000 -8.6635e-002 -5.0273e-001 -1.5513e+000 +4.8735e-001 -1.1402e+000 -1.6451e-001 -2.1448e-001 -4.6496e-001 +8.8193e-001
1216 +3.441183961e+002 +3.441183961e+002 +4.467283961e+002 +4.467283961e+002 -2.4114e+000 -1.5181e+000 +1.6537e+000 +4.5731e-001 -5.7611e-001 +9.0544e-001 -6.4190e-001 +1.7627e-001 -7.9847e-001 -2.9540e+000 +1.2006e+000 -3.3578e-001 -9.0285e-001 -1.1221e+000 -1.8116e+000 -1.0005e+000 +4.7197e-001 +1.5849e+000 -1.4037e+000 +6.9106e-001
