% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.516015952e+002 +8.516015952e+002 +8.346615952e+002 +8.346615952e+002 +1.6119e+000 +7.7707e+000 -7.9006e+000 +8.9509e-001 -2.3426e+000 -2.4673e-001 -6.4122e+000 +5.3726e+000 +8.6254e+000 -6.3441e-001 +9.1626e+000 -4.1264e+000 -2.3982e-002 -6.2695e+000 +6.7863e+000 +3.8060e+000 -1.1978e+000 -4.4235e+000 +5.2123e+000 +6.2358e+000
2 +6.527772138e+002 +6.527772138e+002 +6.358372138e+002 +6.358372138e+002 +1.2609e+000 +8.3826e+000 +3.6736e+000 -6.0896e-001 -1.8372e+000 +1.9607e+000 -8.6143e+000 +8.0774e+000 +6.5797e+000 +1.0480e+000 +5.7597e-001 -3.0852e+000 +5.6745e+000 -4.5822e+000 -3.0710e+000 +2.2581e+000 +4.6575e+000 +1.4047e-001 +4.3069e+000 -2.1100e+000
4 +1.872117839e+002 +1.872117839e+002 +1.702717839e+002 +1.702717839e+002 +5.3606e+000 +5.5911e+000 +3.7649e+000 -4.9838e+000 -2.5493e+000 -3.0239e+000 -4.9360e+000 +3.2294e+000 +5.7027e+000 +1.3629e+000 +2.0279e+000 -3.8459e+000 +4.6902e+000 -1.7242e+000 +5.4439e+000 +7.4372e+000 +6.5248e+000 -6.1226e-001 +3.8525e+000 -1.3421e-001
12 +1.233806197e+002 +1.233806197e+002 +1.064406197e+002 +1.064406197e+002 +3.0213e+000 -5.5384e+000 +2.2903e+000 -3.7800e+000 -3.2186e+000 -1.5972e+000 -3.0552e+000 +4.3355e+000 +4.7663e+000 +3.8632e+000 +1.8067e+000 +4.8534e-002 +1.5485e+000 -5.7510e+000 +3.5009e+000 +3.3854e+000 +2.8161e+000 -1.0040e-002 +2.7431e-001 -1.3732e+000
13 +3.414866036e+001 +3.414866036e+001 +1.720866036e+001 +1.720866036e+001 -3.3307e-001 +5.0942e+000 +3.0399e+000 -4.4021e+000 -1.6334e-001 -5.9185e-001 -1.4190e+000 +3.0932e+000 +4.5840e+000 +6.7796e-001 +2.9599e+000 -2.5436e+000 +4.6285e+000 -3.2224e+000 +4.4920e+000 +4.2694e+000 +5.6754e+000 +1.4239e+000 +2.7819e+000 -3.5555e+000
70 +3.196106919e+001 +3.196106919e+001 +1.502106919e+001 +1.502106919e+001 +1.8897e+000 +2.0975e+000 +4.3530e+000 -4.3353e+000 -2.0292e+000 -2.9242e+000 -2.9225e+000 +4.2007e-001 +4.6359e+000 -4.3236e-001 +5.3104e+000 -2.9710e+000 -1.7449e+000 -2.8030e+000 +1.2117e+000 +4.8752e+000 +5.3612e+000 +3.8715e+000 +3.8068e+000 -9.4216e-001
138 +2.988126502e+001 +2.988126502e+001 +1.294126502e+001 +1.294126502e+001 +5.4059e+000 -6.4493e-001 -2.1932e+000 -3.0436e+000 +2.7659e+000 -1.4457e+000 -5.2967e+000 +1.0175e+000 -3.3192e+000 -1.5091e+000 +2.4533e+000 -1.9040e+000 +1.8857e+000 -3.1745e+000 +3.3393e+000 +5.9738e+000 +4.0122e-001 +2.1146e+000 +3.2256e+000 -8.7567e-001
243 +1.924313189e+001 +1.924313189e+001 +2.303131886e+000 +2.303131886e+000 +2.8899e-001 +1.1428e+000 +2.5196e-001 -4.2865e+000 +3.9258e-002 -5.5170e-001 -3.6039e+000 +2.2691e+000 +6.2773e-001 -1.3576e+000 +1.7989e+000 -2.6313e+000 +1.7003e+000 -2.8956e+000 +3.3263e+000 +2.4467e+000 +3.4291e+000 +2.1100e+000 +3.8039e+000 -3.1874e+000
408 +1.421229071e+001 +1.421229071e+001 -2.727709291e+000 -2.727709291e+000 +3.2879e+000 +5.0425e+000 -2.7749e+000 -2.7742e+000 +3.1895e-001 -2.0003e+000 -1.0505e-001 +4.3269e+000 +1.7701e+000 -2.5496e+000 +3.6729e-001 -2.6188e+000 +3.4292e-001 -1.8146e+000 -6.8680e-001 +1.0816e+000 +4.3467e+000 -1.9282e+000 +4.2812e+000 +2.4624e+000
519 +1.226487133e+001 +1.226487133e+001 -4.675128672e+000 -4.675128672e+000 -3.6961e-001 +8.7402e-001 -8.7253e-001 -3.5669e+000 +1.2972e+000 -7.5908e-001 +2.2273e+000 +1.8903e+000 +8.4662e-001 -1.6595e-001 +3.5749e+000 -2.1793e+000 +1.1520e+000 -2.5085e+000 +1.8647e+000 +3.2717e+000 +3.2671e+000 +5.4476e-001 -6.9348e-001 -9.8427e-001
601 +1.199514668e+001 +1.199514668e+001 -4.944853319e+000 -4.944853319e+000 +4.7296e+000 +1.9585e+000 -1.9176e+000 -3.3324e+000 +4.2252e+000 +9.9826e-001 -1.8217e+000 +6.2026e-001 +2.6446e+000 +1.7199e+000 +2.8427e+000 -4.8244e+000 -2.5437e+000 -5.2920e-001 -1.1206e+000 +2.0723e+000 +3.3719e+000 +8.7882e-001 +2.7600e-001 -3.9833e-001
836 +1.103778757e+001 +1.103778757e+001 -5.902212428e+000 -5.902212428e+000 +3.1590e+000 +4.1467e-001 -2.3294e-001 -3.4426e+000 +4.2791e+000 -1.5409e+000 -1.7412e+000 -3.3001e-001 +3.1677e-001 +4.9976e-001 +3.3725e-001 -5.0687e-001 +9.3436e-001 -1.5320e+000 +1.8894e+000 +2.5582e+000 +2.3913e+000 +5.7399e-001 +1.8650e+000 -1.0291e+000
879 +9.199647070e+000 +9.199647070e+000 -7.740352930e+000 -7.740352930e+000 +9.9486e-001 +1.2632e+000 -1.6991e+000 -3.6570e+000 +2.1689e+000 +1.7337e-001 +1.8501e+000 +1.6042e+000 -1.7626e+000 +1.5811e+000 +2.8861e+000 -3.4345e+000 -3.9579e+000 -1.4303e+000 +1.9942e+000 +2.8277e+000 +2.6857e+000 +9.5855e-001 +2.6136e+000 -4.4679e+000
976 +8.386101638e+000 +8.386101638e+000 -8.553898362e+000 -8.553898362e+000 +1.2341e+000 +2.9832e+000 -6.9347e-001 -1.2655e+000 +4.1179e-001 -8.8961e-001 +3.1778e+000 +6.1678e-001 +1.9803e+000 -2.0412e+000 +3.4006e+000 -2.0668e+000 -1.0011e+000 -3.1810e-001 +3.0714e+000 +3.4346e+000 +1.7228e+000 +4.9428e-001 +1.2884e-001 -7.8192e-001
1119 +8.294180516e+000 +8.294180516e+000 -8.645819484e+000 -8.645819484e+000 +1.6711e+000 +1.9663e+000 -3.6664e+000 -1.1768e+000 +1.5047e+000 -3.8845e-001 +1.3475e+000 +2.7179e+000 -2.4141e-001 -8.4929e-001 +2.8346e+000 -2.7127e+000 +3.3960e-002 -1.8505e+000 +3.1038e+000 +3.3114e+000 +2.1686e+000 -9.1946e-001 +1.4813e+000 +2.3245e-003
1147 +7.786463064e+000 +7.786463064e+000 -9.153536936e+000 -9.153536936e+000 +2.4846e+000 +3.5100e+000 -1.9742e+000 -1.2904e+000 +9.7499e-001 -1.3000e+000 +1.3863e+000 +1.6881e+000 -2.1970e-001 -2.5829e+000 +4.1691e+000 -1.1886e+000 -1.2259e+000 +6.7826e-001 +2.0091e+000 +2.8647e+000 +3.9469e+000 -1.0303e-001 +1.9135e+000 -1.2288e+000
1189 +6.932256988e+000 +6.932256988e+000 -1.000774301e+001 -1.000774301e+001 +9.7272e-001 +2.5808e+000 -1.0400e+000 -2.1066e+000 +6.4186e-001 -2.1851e+000 +2.8247e+000 +6.7597e-001 +1.5585e+000 -2.1024e+000 +2.6036e+000 -2.6526e+000 +1.7635e+000 -2.1636e+000 +2.4566e+000 +4.3585e+000 +3.4265e+000 -9.8364e-001 +1.2759e+000 +2.1868e+000
1224 +6.754138010e+000 +6.754138010e+000 -1.018586199e+001 -1.018586199e+001 +1.4621e+000 -6.4774e-002 +6.3770e-001 +2.8482e+000 +1.5157e+000 -1.0226e+000 +3.0047e+000 +1.2402e+000 +1.2571e-001 -2.0909e+000 +3.2097e+000 +2.1987e-001 +3.0396e-001 -1.9405e+000 +1.6317e+000 +3.6180e+000 +3.0958e+000 +4.4843e-001 -7.7125e-001 +1.0628e+000
1311 +5.267682339e+000 +5.267682339e+000 -1.167231766e+001 -1.167231766e+001 +2.5089e+000 +1.9649e+000 -3.9624e+000 -1.2426e+000 +1.2227e+000 -9.9600e-001 +3.2380e+000 +1.5089e+000 -3.3112e-001 -1.4678e+000 +3.6378e+000 +1.2903e+000 -1.7161e+000 -1.2401e+000 +1.9418e+000 +4.0076e+000 +3.3640e+000 +7.9031e-001 +1.9160e+000 +2.1954e-001
1535 +4.713944015e+000 +4.713944015e+000 -1.222605598e+001 -1.222605598e+001 +2.8633e+000 +2.8024e+000 -2.4182e+000 -9.4248e-001 -3.8348e-002 -1.8992e+000 +4.3793e+000 +5.3601e-001 -8.8167e-001 -1.0804e+000 +3.1163e+000 -6.0871e-001 -2.0410e+000 -7.6944e-001 +1.7374e+000 +1.9064e+000 +3.3470e+000 +3.3170e-001 +1.1723e+000 +5.6350e-001
2017 +4.267363857e+000 +4.267363857e+000 -1.267263614e+001 -1.267263614e+001 +2.0071e+000 +2.8191e+000 -2.9213e+000 -5.7116e-001 +1.7400e+000 -1.5203e+000 +4.2508e+000 -1.2281e+000 -1.9268e+000 -2.7809e+000 +3.1296e+000 +6.7585e-001 -1.9366e+000 -5.4350e-001 +2.7485e+000 +4.0902e+000 +4.1558e+000 -9.7195e-001 -1.4548e+000 +2.6288e-001
2124 +3.862779619e+000 +3.862779619e+000 -1.307722038e+001 -1.307722038e+001 +3.1919e+000 +1.8350e+000 -2.2509e+000 +2.7981e-002 +2.3436e+000 -2.5796e+000 +3.8038e+000 -1.8774e+000 -6.3271e-001 -1.7952e+000 +3.1761e+000 -5.8961e-001 -1.8487e+000 -9.1851e-001 +2.0741e+000 +3.3175e+000 +3.7637e+000 +6.7366e-001 +8.2170e-001 +1.7684e+000
2275 +3.397974634e+000 +3.397974634e+000 -1.354202537e+001 -1.354202537e+001 +4.6398e+000 +1.4697e+000 -2.7848e-001 -2.2787e-002 +2.5378e+000 -1.5661e+000 +3.7415e+000 -1.3130e+000 +2.0497e+000 -2.0442e+000 +3.1589e+000 -1.1075e+000 -2.2529e+000 -1.0127e+000 +2.7104e+000 +2.5783e+000 +1.6963e+000 -1.3748e+000 +1.4633e+000 +1.1795e+000
2276 +3.219293334e+000 +3.219293334e+000 -1.372070667e+001 -1.372070667e+001 +3.0361e+000 +1.4161e+000 -1.5935e+000 -3.7930e-001 +1.9089e+000 -1.9298e+000 +3.0310e+000 -1.2737e+000 -7.2646e-001 -2.4019e+000 +2.7700e+000 +4.0004e-001 -1.3755e+000 -1.3362e+000 +2.2455e+000 +3.3501e+000 +3.1177e+000 +1.2254e+000 +3.8232e-002 +1.5420e+000
2383 +3.101348869e+000 +3.101348869e+000 -1.383865113e+001 -1.383865113e+001 +2.6440e+000 +3.2488e+000 -1.8441e+000 +7.8089e-002 +2.0606e+000 -2.0640e+000 +3.3278e+000 -1.2249e+000 -1.1814e+000 -2.2487e+000 +2.7857e+000 +2.9164e-001 -2.7941e+000 -8.9986e-001 +1.8772e+000 +3.1123e+000 +3.0662e+000 -3.1252e-001 +2.3215e-001 +1.0328e+000
2442 +2.562426985e+000 +2.562426985e+000 -1.437757302e+001 -1.437757302e+001 +4.6115e+000 +1.7770e+000 -1.5209e+000 +5.2813e-001 +1.5529e+000 -1.5588e+000 +2.9229e+000 -1.3163e+000 -8.5290e-001 -1.9853e+000 +3.1408e+000 -6.4040e-001 -9.8344e-001 -1.5293e+000 +2.8683e+000 +3.3533e+000 +3.5075e+000 -3.0917e-001 +7.2567e-001 +3.4403e+000
2570 +2.431212908e+000 +2.431212908e+000 -1.450878709e+001 -1.450878709e+001 +3.7295e+000 +1.8876e+000 -8.1258e-001 +5.0582e-001 +3.4084e+000 -1.3595e+000 +2.7995e+000 -1.5838e+000 -2.7689e-001 -2.3030e+000 +2.7509e+000 +6.7287e-001 -2.3724e+000 -1.2092e+000 +1.6792e+000 +3.3308e+000 +3.8192e+000 -7.2599e-001 +1.8323e-001 +2.0593e+000
2597 +2.110456239e+000 +2.110456239e+000 -1.482954376e+001 -1.482954376e+001 +2.9799e+000 +2.0997e+000 -1.4791e+000 +1.4662e+000 +2.4952e+000 -1.9566e+000 +2.4694e+000 -2.0422e+000 -9.9250e-001 -2.5664e+000 +3.0260e+000 -4.8248e-001 -3.2404e+000 -1.0359e+000 +2.2733e+000 +3.0587e+000 +3.5462e+000 +6.4185e-001 +1.4647e+000 +2.7039e+000
2825 +2.062779130e+000 +2.062779130e+000 -1.487722087e+001 -1.487722087e+001 +2.6586e+000 +2.5404e+000 -1.1162e+000 +1.1230e+000 +2.1382e+000 -1.7117e+000 +4.4585e+000 -1.6921e+000 -6.3440e-001 -2.2721e+000 +4.5803e+000 +4.0984e-001 -2.5490e+000 -8.4951e-001 +2.3346e+000 +2.5596e+000 +3.9501e+000 -7.2811e-001 -3.3510e-003 +1.7433e+000
2955 +1.561090416e+000 +1.561090416e+000 -1.537890958e+001 -1.537890958e+001 +3.3883e+000 +1.7621e+000 -1.1622e+000 +1.2486e+000 +2.0185e+000 -1.7096e+000 +3.4044e+000 -1.7356e+000 -4.0294e-001 -2.0955e+000 +3.3354e+000 +3.6369e-001 -2.2925e+000 -1.2469e+000 +2.2946e+000 +2.7898e+000 +2.8731e+000 -6.8769e-001 +4.0178e-001 +1.9619e+000
3013 +1.544760385e+000 +1.544760385e+000 -1.539523962e+001 -1.539523962e+001 +3.4644e+000 +2.6030e+000 -1.8851e+000 +7.4972e-001 +1.4526e+000 -2.4127e+000 +3.5438e+000 -2.2702e+000 -8.5416e-001 -2.2046e+000 +2.7452e+000 -1.0196e-001 -1.9002e+000 -1.4592e+000 +2.7223e+000 +3.1309e+000 +4.3843e+000 -1.2374e-001 +3.5240e-001 +2.0413e+000
3289 +1.481866093e+000 +1.481866093e+000 -1.545813391e+001 -1.545813391e+001 +4.0211e+000 +2.3762e+000 -1.5213e+000 +7.8621e-001 +1.6371e+000 -1.5862e+000 +3.1319e+000 -1.8280e+000 +1.3407e-001 -1.7059e+000 +3.3478e+000 +6.4430e-002 -1.4810e+000 -2.2995e+000 +2.7483e+000 +2.9863e+000 +3.5204e+000 -4.1471e-001 +2.0090e-001 +1.7192e+000
3338 +1.376938953e+000 +1.376938953e+000 -1.556306105e+001 -1.556306105e+001 +3.8711e+000 +2.9182e+000 -1.7731e+000 +1.1396e+000 +1.5337e+000 -2.2713e+000 +3.2450e+000 -2.0953e+000 -6.7965e-001 -2.6112e+000 +3.5033e+000 +1.2048e+000 -2.1342e+000 -1.2998e+000 +2.3851e+000 +2.9921e+000 +3.5940e+000 -2.4337e-001 +2.8746e-002 +2.2979e+000
3464 +1.231614286e+000 +1.231614286e+000 -1.570838571e+001 -1.570838571e+001 +3.8283e+000 +2.8034e+000 -1.9594e+000 +1.2364e+000 +1.4797e+000 -2.0220e+000 +2.6153e+000 -2.5241e+000 -5.8657e-001 -2.1963e+000 +3.4371e+000 +2.2286e-001 -2.0711e+000 -1.5416e+000 +2.1730e+000 +3.5437e+000 +3.5862e+000 +4.0746e-002 +5.1577e-001 +2.6042e+000
3631 +1.042174247e+000 +1.042174247e+000 -1.589782575e+001 -1.589782575e+001 +3.5120e+000 +2.7927e+000 -1.1216e+000 +1.4779e+000 +1.5254e+000 -1.5458e+000 +2.8710e+000 -2.0749e+000 -5.5163e-001 -2.3394e+000 +3.4745e+000 +1.3777e-001 -1.9789e+000 -1.4430e+000 +2.6601e+000 +3.0074e+000 +3.5683e+000 -2.7416e-001 +2.9477e-001 +2.2987e+000
3828 +8.966359152e-001 +8.966359152e-001 -1.604336408e+001 -1.604336408e+001 +3.5896e+000 +2.1851e+000 -1.5673e+000 +1.4941e+000 +1.0660e+000 -1.7838e+000 +3.3023e+000 -2.1855e+000 -6.9664e-001 -2.2226e+000 +3.6129e+000 +2.3169e-001 -2.2931e+000 -1.3340e+000 +2.7161e+000 +3.0258e+000 +4.0768e+000 -3.1816e-001 +2.3030e-001 +2.3403e+000
3902 +8.883112342e-001 +8.883112342e-001 -1.605168877e+001 -1.605168877e+001 +3.3223e+000 +2.6498e+000 -1.3858e+000 +1.4191e+000 +7.6584e-001 -1.8883e+000 +3.4216e+000 -1.6459e+000 -5.6828e-001 -2.1783e+000 +4.2617e+000 +6.5501e-001 -2.4896e+000 -1.2764e+000 +2.6236e+000 +2.6271e+000 +3.6452e+000 -4.1250e-001 +3.2204e-002 +2.0592e+000
4063 +8.508270588e-001 +8.508270588e-001 -1.608917294e+001 -1.608917294e+001 +2.9868e+000 +2.5739e+000 -1.5693e+000 +1.4835e+000 +1.5501e+000 -1.7188e+000 +3.7319e+000 -2.4356e+000 -5.5433e-001 -1.8078e+000 +3.7212e+000 +3.4243e-001 -2.2395e+000 -1.5274e+000 +2.2076e+000 +2.7788e+000 +3.6014e+000 -3.2699e-001 +1.4153e-002 +2.1262e+000
4170 +8.184881338e-001 +8.184881338e-001 -1.612151187e+001 -1.612151187e+001 +3.6131e+000 +2.4329e+000 -1.7539e+000 +1.6533e+000 +1.6129e+000 -1.9520e+000 +3.2053e+000 -2.2234e+000 -4.2628e-001 -2.1744e+000 +4.2248e+000 +2.0361e-001 -2.1667e+000 -9.9563e-001 +2.4820e+000 +3.0187e+000 +3.5287e+000 -4.2904e-001 +2.9101e-001 +2.3607e+000
4205 +7.066165002e-001 +7.066165002e-001 -1.623338350e+001 -1.623338350e+001 +3.8832e+000 +2.5305e+000 -1.5511e+000 +1.6064e+000 +1.1053e+000 -2.0184e+000 +3.2319e+000 -2.1665e+000 -5.7454e-001 -2.1553e+000 +3.8965e+000 +1.6271e-001 -2.3967e+000 -1.3100e+000 +2.1054e+000 +2.9129e+000 +3.5383e+000 -2.8725e-001 +3.0978e-001 +2.0991e+000
4383 +5.511243726e-001 +5.511243726e-001 -1.638887563e+001 -1.638887563e+001 +3.6607e+000 +2.5872e+000 -1.5400e+000 +1.3810e+000 +1.2569e+000 -1.8365e+000 +3.2816e+000 -2.2582e+000 -3.5018e-001 -2.2179e+000 +4.1999e+000 -2.9473e-002 -2.3461e+000 -1.5348e+000 +2.5284e+000 +3.0368e+000 +3.8394e+000 -2.8462e-001 +2.3490e-001 +2.2361e+000
4735 +5.225749723e-001 +5.225749723e-001 -1.641742503e+001 -1.641742503e+001 +3.4097e+000 +2.3053e+000 -1.4154e+000 +1.4577e+000 +1.4321e+000 -1.9601e+000 +3.3295e+000 -2.3610e+000 -5.4305e-001 -2.2528e+000 +3.7461e+000 +1.6080e-001 -2.3933e+000 -1.2782e+000 +2.6207e+000 +3.1549e+000 +3.6089e+000 -4.5625e-001 +2.8289e-001 +2.2915e+000
4779 +5.126572042e-001 +5.126572042e-001 -1.642734280e+001 -1.642734280e+001 +3.5076e+000 +2.4668e+000 -1.5832e+000 +1.4477e+000 +1.0727e+000 -1.9885e+000 +3.3950e+000 -2.4275e+000 -4.0913e-001 -2.1562e+000 +3.9721e+000 +1.9892e-001 -2.5370e+000 -1.2239e+000 +2.5658e+000 +2.8622e+000 +3.6088e+000 -3.4895e-001 +3.1608e-002 +2.3661e+000
4977 +3.936627333e-001 +3.936627333e-001 -1.654633727e+001 -1.654633727e+001 +3.5084e+000 +2.7092e+000 -1.4315e+000 +1.5063e+000 +1.4389e+000 -1.8406e+000 +3.4553e+000 -2.4180e+000 -3.8327e-001 -1.9637e+000 +3.9415e+000 +1.6463e-001 -2.6250e+000 -1.3383e+000 +2.5944e+000 +3.0069e+000 +3.5951e+000 -4.8692e-001 +1.3157e-001 +2.3106e+000
5023 +3.159926290e-001 +3.159926290e-001 -1.662400737e+001 -1.662400737e+001 +3.7694e+000 +2.4776e+000 -1.5611e+000 +1.4895e+000 +1.3041e+000 -1.9317e+000 +3.5270e+000 -2.3115e+000 -4.5852e-001 -2.1088e+000 +3.9045e+000 +1.0804e-001 -2.4111e+000 -1.2298e+000 +2.5049e+000 +3.0312e+000 +3.7267e+000 -4.5074e-001 +2.3983e-001 +2.0647e+000
5223 +2.203454760e-001 +2.203454760e-001 -1.671965452e+001 -1.671965452e+001 +3.6554e+000 +2.6308e+000 -1.5062e+000 +1.4937e+000 +1.3733e+000 -1.8876e+000 +3.5170e+000 -2.3383e+000 -4.2152e-001 -2.0657e+000 +3.9300e+000 +1.2033e-001 -2.5236e+000 -1.3302e+000 +2.6289e+000 +3.1301e+000 +3.7777e+000 -4.1510e-001 +2.6739e-001 +2.2415e+000
5618 +2.164343383e-001 +2.164343383e-001 -1.672356566e+001 -1.672356566e+001 +3.6282e+000 +2.4626e+000 -1.5207e+000 +1.4602e+000 +1.3845e+000 -1.8536e+000 +3.4437e+000 -2.3970e+000 -2.1630e-001 -2.0576e+000 +3.9455e+000 +2.2571e-001 -2.5003e+000 -1.4162e+000 +2.5480e+000 +3.1388e+000 +3.7961e+000 -4.2066e-001 +2.7094e-001 +2.2493e+000
5799 +1.694329497e-001 +1.694329497e-001 -1.677056705e+001 -1.677056705e+001 +3.6782e+000 +2.5926e+000 -1.5246e+000 +1.4841e+000 +1.4417e+000 -1.9542e+000 +3.4595e+000 -2.3822e+000 -3.1059e-001 -1.9511e+000 +3.9537e+000 +1.3772e-001 -2.5712e+000 -1.3153e+000 +2.5422e+000 +3.0878e+000 +3.8341e+000 -4.9835e-001 +2.6037e-001 +2.1484e+000
5841 +1.422890756e-001 +1.422890756e-001 -1.679771092e+001 -1.679771092e+001 +3.6433e+000 +2.5326e+000 -1.5141e+000 +1.3902e+000 +1.4251e+000 -1.9144e+000 +3.4548e+000 -2.3803e+000 -3.0141e-001 -2.0174e+000 +3.9867e+000 +6.5666e-002 -2.5773e+000 -1.3179e+000 +2.6193e+000 +3.0904e+000 +3.8165e+000 -5.0877e-001 +2.3478e-001 +2.2808e+000
6550 +1.378578458e-001 +1.378578458e-001 -1.680214215e+001 -1.680214215e+001 +3.6646e+000 +2.5763e+000 -1.5361e+000 +1.4854e+000 +1.5026e+000 -1.8952e+000 +3.4634e+000 -2.3744e+000 -3.4529e-001 -1.9586e+000 +3.9475e+000 +1.6946e-001 -2.4763e+000 -1.3083e+000 +2.5725e+000 +3.0690e+000 +3.8243e+000 -4.9103e-001 +2.6037e-001 +2.2610e+000
6557 +1.318871985e-001 +1.318871985e-001 -1.680811280e+001 -1.680811280e+001 +3.6667e+000 +2.5797e+000 -1.5239e+000 +1.4508e+000 +1.4100e+000 -1.9184e+000 +3.4446e+000 -2.4110e+000 -3.4524e-001 -1.9834e+000 +3.9716e+000 +1.9725e-001 -2.5305e+000 -1.3214e+000 +2.5386e+000 +3.1135e+000 +3.8258e+000 -4.3159e-001 +2.5505e-001 +2.1883e+000
6640 +1.249619192e-001 +1.249619192e-001 -1.681503808e+001 -1.681503808e+001 +3.6295e+000 +2.5279e+000 -1.5195e+000 +1.5197e+000 +1.4113e+000 -1.9274e+000 +3.4732e+000 -2.4278e+000 -3.2403e-001 -1.9630e+000 +3.8955e+000 +1.4085e-001 -2.5171e+000 -1.3353e+000 +2.5355e+000 +3.1193e+000 +3.8822e+000 -4.6616e-001 +3.1407e-001 +2.2189e+000
6704 +1.134054449e-001 +1.134054449e-001 -1.682659456e+001 -1.682659456e+001 +3.6834e+000 +2.5399e+000 -1.5201e+000 +1.5201e+000 +1.4158e+000 -1.9165e+000 +3.4425e+000 -2.3578e+000 -3.7327e-001 -2.0526e+000 +3.9285e+000 +1.4225e-001 -2.5013e+000 -1.3179e+000 +2.5433e+000 +3.1049e+000 +3.8599e+000 -4.6030e-001 +2.4434e-001 +2.2197e+000
