% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.586939208e+003 +1.586939208e+003 +2.586939208e+003 +2.586939208e+003 -2.0520e+000 +1.6467e+000 +3.4164e+000 +8.8492e+000 +7.6858e+000 +2.4743e+000 -1.3397e+000 -5.0289e+000 -1.8139e+000 -2.7075e+000 -6.7463e+000 -9.3032e-001 +5.1623e+000 -2.0436e+000 -1.0909e+000 -4.2159e+000 -6.9116e-001 -3.0258e+000 +5.7548e-002 -3.3738e+000
4 +1.420430868e+003 +1.420430868e+003 +2.420430868e+003 +2.420430868e+003 -1.6872e+000 +1.5757e+000 +1.2814e+000 +4.8346e+000 +3.9083e+000 +4.6627e+000 +2.2828e+000 -3.3984e+000 -8.4711e+000 +2.2676e+000 -1.6279e+000 +3.6093e-001 +3.2474e+000 -2.4477e+000 -2.3071e-001 -1.1655e+000 +2.4539e+000 -6.4549e+000 +5.2644e+000 -4.3318e+000
11 +1.321060537e+003 +1.321060537e+003 +2.321060537e+003 +2.321060537e+003 -2.4215e-001 -1.6064e+000 -3.2250e+000 +3.8989e+000 +6.0469e+000 +9.1966e-001 -2.6575e+000 +6.5333e-001 +2.2811e-001 -8.6846e+000 -3.9148e+000 -1.4963e+000 +1.9190e+000 +2.0539e+000 -1.3747e+000 -1.1358e+000 -1.7847e+000 -5.3976e-001 +1.9263e+000 -2.8502e+000
28 +1.248142993e+003 +1.248142993e+003 +2.248142993e+003 +2.248142993e+003 -1.7871e+000 -1.7438e+000 -1.8674e+000 +2.3738e+000 -2.5132e-001 +3.8496e+000 -2.6542e+000 -2.1005e+000 -2.1449e+000 -7.2493e+000 -3.6251e+000 +2.5877e-001 +1.4533e+000 -1.0563e+001 +4.0299e+000 +3.3718e-001 +4.9556e+000 -3.5476e+000 +8.0498e+000 -3.8635e+000
38 +1.204443878e+003 +1.204443878e+003 +2.204443878e+003 +2.204443878e+003 -3.2555e+000 +6.3161e-001 -1.1334e+000 +5.6294e+000 +6.7590e+000 +5.5532e+000 -1.6701e+000 -3.5783e+000 -1.2232e+000 -1.2259e+000 -1.5033e+000 -4.6129e-001 +2.6217e+000 -5.6439e-001 -5.5473e-001 -1.1959e+000 +2.2608e-001 -2.4645e+000 +8.4808e-001 -7.0487e+000
44 +9.594292004e+002 +9.594292004e+002 +1.959429200e+003 +1.959429200e+003 +2.5436e-001 -8.0671e-001 -1.3369e+000 +6.4010e+000 +6.1882e+000 -1.1607e+000 -2.7908e+000 -3.5011e+000 -5.4832e+000 -2.1303e+000 -4.6773e+000 -7.2448e-001 -2.4149e-001 -5.9504e-001 +6.0262e-001 -2.5644e+000 +8.8734e-001 -3.6743e+000 +2.3060e+000 -5.4238e+000
197 +9.320602002e+002 +9.320602002e+002 +1.932060200e+003 +1.932060200e+003 -1.3043e+000 +1.1089e+000 +1.4731e+000 +5.7799e+000 -1.0905e-001 -2.3021e+000 +1.5788e+000 -4.7715e+000 -3.2194e+000 +2.8393e+000 +2.1494e+000 +3.3799e-001 +3.9794e+000 -1.4326e+000 -2.3285e-001 -1.1664e+000 +2.4513e+000 -1.1032e+000 +4.8086e+000 -6.7722e+000
204 +7.421448321e+002 +7.421448321e+002 +1.742144832e+003 +1.742144832e+003 -1.1209e+000 +2.7478e+000 +2.3648e-001 +5.3542e+000 +5.3417e+000 -6.6682e-001 +4.0566e-001 -4.8317e+000 -2.2355e+000 -3.6442e-001 -1.5914e+000 -6.4987e-002 +2.6256e+000 -2.6480e+000 +1.7271e+000 -1.1331e+000 +1.6186e+000 -4.1564e+000 -7.7788e-001 -6.3896e+000
229 +7.278753265e+002 +7.278753265e+002 +1.727875326e+003 +1.727875326e+003 +2.3575e+000 +2.3901e+000 -9.2300e-001 +5.0674e+000 +4.6902e+000 +5.1019e+000 -2.1452e+000 +1.2426e+000 +1.0843e-001 -3.0095e-001 -3.8859e+000 -4.9125e+000 +2.7396e+000 -1.0491e+000 -5.0195e-001 -1.0267e+000 +8.8206e-001 -4.4051e+000 -5.7065e-001 -5.8677e+000
247 +6.897626490e+002 +6.897626490e+002 +1.689762649e+003 +1.689762649e+003 +1.2720e-001 +1.9397e+000 -6.4867e-001 +2.5988e+000 +1.0643e+000 +3.7897e+000 -2.4953e+000 -7.1535e-001 -2.4761e+000 -8.1571e-001 -2.7800e+000 -4.2439e+000 +1.2387e+000 -1.7164e+000 +4.0574e+000 +7.3658e-001 +2.2084e+000 -4.6000e+000 +1.6882e+000 -4.9978e+000
