% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.771575376e+003 +3.771575376e+003 +3.801545376e+003 +3.801545376e+003 -5.3249e+000 -3.8740e+000 -6.1426e+000 +1.4809e+000 -9.1725e-001 +1.4266e-001 +4.5709e+000 +7.2595e+000 +1.3937e+000 -9.4250e-001 -2.4871e+000 -1.6824e+000 +1.7069e+000 +6.5454e+000 +8.1293e+000 +4.5723e+000 -8.6320e+000 +6.4627e+000 -3.4342e+000 -6.8637e+000
7 +3.160622875e+003 +3.160622875e+003 +3.190592875e+003 +3.190592875e+003 -4.5799e+000 -1.3902e+000 +4.3063e-002 -4.3116e-001 -2.8550e+000 -1.9116e+000 +6.1705e+000 +5.1328e+000 +7.4999e-001 -3.5690e+000 +5.9947e+000 -4.8374e+000 +2.0987e+000 +3.3646e+000 +5.2048e-001 +2.0733e-001 -2.2999e+000 +2.3377e+000 -2.1575e+000 +1.3065e+000
36 +3.033349763e+003 +3.033349763e+003 +3.063319763e+003 +3.063319763e+003 -1.5228e+000 -2.0912e+000 -2.1315e+000 -3.5982e+000 -4.9247e+000 +6.1514e-002 +8.0909e-001 +5.0157e+000 -1.0336e+000 -4.1284e+000 +1.8307e+000 +1.4658e-001 +2.5283e+000 +4.5392e+000 -1.2261e-001 -9.8840e-002 -3.4567e+000 +5.0690e+000 -2.4467e+000 -1.5099e+000
39 +2.928793160e+003 +2.928793160e+003 +2.958763160e+003 +2.958763160e+003 -3.3996e+000 -2.4689e+000 +1.2380e+000 -2.1307e+000 -1.3747e+000 -3.3455e+000 +2.3985e+000 +1.7755e+000 +8.8606e-002 +3.5325e+000 +4.5932e+000 +4.3759e-001 +1.4059e-001 +2.2911e+000 -2.0642e+000 -4.0772e-001 -2.8661e+000 +3.8750e+000 -1.0840e+000 -2.1345e+000
93 +2.546932954e+003 +2.546932954e+003 +2.576902954e+003 +2.576902954e+003 -1.8906e+000 -1.0380e+000 -1.8577e+000 -1.7311e+000 -9.0228e-001 -2.1511e+000 +1.6010e+000 +1.8266e+000 +2.3694e+000 -5.3777e+000 +4.5240e+000 +3.1905e-001 +1.8138e+000 +3.2674e+000 +7.7294e-001 +2.2393e-001 -1.5835e-001 +6.6229e+000 -6.5501e-001 -4.8861e-001
116 +2.504505125e+003 +2.504505125e+003 +2.534475125e+003 +2.534475125e+003 -3.3473e+000 -3.9551e+000 +3.0979e-001 -1.5453e-001 -1.1824e+000 -4.5026e-001 +3.1044e+000 +2.7221e+000 +3.0470e+000 -4.9833e+000 +4.1195e+000 +1.3412e-001 +4.2600e+000 +3.5977e+000 -1.5464e+000 +1.7667e+000 -3.1923e+000 +2.2898e+000 -3.5677e+000 -1.8678e+000
126 +2.358700693e+003 +2.358700693e+003 +2.388670693e+003 +2.388670693e+003 -2.0437e+000 +3.0744e+000 -1.4176e+000 +1.6979e-001 -3.8086e+000 +9.2435e-001 -1.3125e+000 +1.2080e-001 -4.7936e-001 -1.6105e+000 +3.2239e+000 -3.7389e+000 +4.4302e+000 +4.8795e+000 +2.4478e+000 -3.3118e-002 -5.9059e-001 +4.4631e+000 +1.4352e+000 -2.4241e+000
129 +2.314713126e+003 +2.314713126e+003 +2.344683126e+003 +2.344683126e+003 +7.0193e-001 -1.8686e+000 +2.7308e-002 -4.8012e+000 -3.0716e+000 +1.3332e+000 +2.9546e+000 -5.2307e-001 -2.1354e+000 -4.5110e+000 +3.0273e+000 -2.0208e+000 +8.1655e-001 +2.8347e+000 -9.3097e-001 +1.4143e+000 -1.0911e+000 +2.6845e+000 +1.4758e-001 -5.5644e-001
159 +2.128223150e+003 +2.128223150e+003 +2.158193150e+003 +2.158193150e+003 -2.6523e+000 -3.8307e+000 -5.5464e+000 -1.3205e+000 -8.2907e-001 -2.9028e+000 -1.9185e+000 -3.8762e+000 +1.3748e-001 -3.2388e+000 -2.5487e+000 -6.7970e-001 +4.5133e+000 +4.1706e+000 -2.7493e-001 +3.3080e+000 -7.2914e+000 +3.1020e+000 -3.3932e+000 -6.6933e-001
227 +1.842744730e+003 +1.842744730e+003 +1.872714730e+003 +1.872714730e+003 -3.6296e+000 -2.8288e+000 -1.7387e+000 -2.0218e-001 +1.5076e+000 +1.8557e+000 -4.3412e+000 +1.6473e+000 +2.3960e+000 -3.0994e+000 +2.7380e+000 +2.1218e-002 +6.7107e+000 +4.5646e+000 +2.8746e-001 -1.3857e+000 -6.0005e-001 +2.0960e+000 +1.0247e+000 -2.1808e+000
