% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.340957576e+003 +1.340957576e+003 +2.340957576e+003 +2.340957576e+003 -7.7397e-001 +3.9457e+000 -3.9643e+000 -1.8305e+000 -3.4482e+000 -3.7353e+000 -2.8839e-001 -3.8988e+000 +3.2012e+000 -2.4571e+000 +2.7461e+000 +2.2536e+000 -1.6282e+000 -2.2080e+000 +5.0099e+000 -1.0950e+000 +3.6399e+000 -1.4279e+000 +4.5882e+000 -3.0688e+000
3 +1.230774807e+003 +1.230774807e+003 +2.230774807e+003 +2.230774807e+003 -9.2423e-001 +3.9897e+000 -4.0091e+000 -2.3265e+000 -2.7619e+000 -3.2502e+000 -7.4839e-001 -3.0036e+000 +2.4401e+000 -3.2253e+000 +1.8923e+000 +2.4157e+000 -5.1107e-001 -2.5903e+000 +3.8135e+000 -1.0242e+000 +3.3391e+000 -2.1420e+000 +4.1302e+000 -3.7609e+000
13 +1.206039634e+003 +1.206039634e+003 +2.206039634e+003 +2.206039634e+003 -1.0262e+000 +4.5423e+000 -4.4286e+000 -1.0305e+000 -1.7658e+000 -3.5847e+000 -7.2831e-001 -3.0423e+000 +2.4718e+000 -2.7767e+000 +9.0951e-001 +1.7784e+000 +1.9520e-001 -2.9464e+000 +3.6491e+000 -1.6568e+000 +2.4023e+000 -2.1857e+000 +4.5250e+000 -1.6533e+000
17 +1.173323482e+003 +1.173323482e+003 +2.173323482e+003 +2.173323482e+003 -1.0393e+000 +4.1808e+000 -4.8993e+000 -2.2106e+000 -9.1054e-001 -3.6600e+000 -1.2089e+000 -2.6711e+000 +1.1048e+000 -3.1404e+000 +2.2538e+000 +2.3129e+000 -2.0439e+000 -2.0576e+000 +3.2210e+000 -1.1665e+000 +2.7976e+000 -1.5588e+000 +4.3857e+000 -3.8225e+000
38 +1.105283974e+003 +1.105283974e+003 +2.105283974e+003 +2.105283974e+003 -1.2435e+000 +3.4791e+000 -3.4252e+000 -1.7500e+000 -3.1540e+000 -2.3674e+000 +6.2517e-002 -3.5011e+000 +1.7605e+000 -2.8103e+000 +1.5736e+000 +2.7890e+000 -7.9904e-002 -2.5753e+000 +4.3108e+000 -1.3251e+000 +3.1050e+000 -1.6489e+000 +3.0703e+000 -3.5528e+000
40 +1.091427674e+003 +1.091427674e+003 +2.091427674e+003 +2.091427674e+003 -5.7220e-001 +3.4160e+000 -3.5778e+000 -1.8096e+000 -2.4547e+000 -2.5425e+000 -9.5897e-001 -2.9463e+000 +1.7595e+000 -2.5527e+000 +1.9101e+000 +3.3163e-001 -8.8873e-001 -3.2947e+000 +3.4965e+000 -2.5647e+000 +4.2922e+000 -2.0885e+000 +4.3580e+000 -3.1465e+000
103 +1.062013907e+003 +1.062013907e+003 +2.062013907e+003 +2.062013907e+003 -1.0813e+000 +3.7636e+000 -4.8707e+000 -2.1542e+000 -2.9005e+000 -2.9219e+000 -9.5656e-001 -9.2584e-001 +1.9623e+000 -2.9490e+000 +1.1009e+000 +2.6178e+000 -4.3602e-001 -1.8752e+000 +3.2007e+000 +2.2303e-001 +3.8073e+000 -1.9300e+000 +3.9591e+000 -3.6570e+000
110 +1.021211914e+003 +1.021211914e+003 +2.021211914e+003 +2.021211914e+003 -9.4818e-001 +3.1275e+000 -3.9562e+000 -2.6707e+000 -1.8953e+000 -2.8634e+000 -1.9352e+000 -3.1985e+000 +1.8482e+000 -2.2532e+000 +5.1105e-001 +3.0747e+000 -8.3272e-001 -1.8221e+000 +3.5886e+000 +2.3584e-003 +4.0732e+000 -5.9140e-001 +3.2870e+000 -3.7752e+000
190 +9.895556493e+002 +9.895556493e+002 +1.989555649e+003 +1.989555649e+003 -1.5670e+000 +2.4012e+000 -3.8297e+000 -3.0309e+000 -2.2012e+000 -2.6961e+000 -3.9471e-002 -5.8560e-001 +2.3483e+000 -9.1526e-001 +1.4111e+000 +1.9862e+000 -8.9715e-001 -2.6389e+000 +3.0770e+000 -1.1902e+000 +3.4801e+000 -2.3338e+000 +4.0883e+000 -3.0800e+000
204 +8.321388333e+002 +8.321388333e+002 +1.832138833e+003 +1.832138833e+003 -2.1484e+000 +3.6693e+000 -1.4427e+000 -1.9223e+000 -1.7503e+000 -3.2922e+000 -5.8642e-002 -3.2201e+000 +1.7766e+000 -2.2349e+000 +1.5420e+000 +2.1316e+000 -9.5275e-001 -2.5591e+000 +3.5941e+000 -5.8788e-001 +3.0647e+000 -2.0134e+000 +3.2175e+000 -3.8692e+000
320 +8.149192631e+002 +8.149192631e+002 +1.814919263e+003 +1.814919263e+003 -2.7072e+000 +3.5516e+000 -1.8296e+000 -2.5491e+000 -1.8656e+000 -2.2507e+000 -1.4865e+000 -2.5972e+000 +1.2096e+000 -1.8688e+000 +1.1156e+000 +2.7602e+000 -1.2119e+000 -2.0641e+000 +3.3266e+000 -4.1353e-001 +2.8764e+000 -2.9684e+000 +3.7214e+000 -4.0712e+000
370 +7.380765297e+002 +7.380765297e+002 +1.738076530e+003 +1.738076530e+003 -1.6905e+000 +3.3781e+000 -1.5955e+000 -1.0321e+000 -1.9217e+000 -2.5258e+000 +4.7707e-001 -2.1396e+000 +1.8603e+000 -1.6394e+000 +4.7765e-001 +1.8537e+000 -1.9236e+000 -2.1852e+000 +3.4311e+000 -7.8629e-001 +3.4231e+000 -2.4634e+000 +4.2043e+000 -4.6250e+000
434 +6.745932678e+002 +6.745932678e+002 +1.674593268e+003 +1.674593268e+003 -2.0599e+000 +2.1388e+000 -1.1397e+000 -1.8835e+000 +1.4941e+000 -3.1821e+000 -5.3977e+000 +4.2182e-001 +1.1433e+000 -1.3430e+000 -7.3723e-001 +2.0131e+000 -4.7709e-001 -3.1440e+000 +3.2479e+000 -8.6315e-001 +4.0000e+000 -2.1291e+000 +2.5184e+000 -3.7144e+000
533 +6.220588318e+002 +6.220588318e+002 +1.622058832e+003 +1.622058832e+003 -2.4687e+000 +2.7042e+000 -1.0916e+000 -1.0981e+000 +2.2714e-001 -3.1881e+000 -4.5915e-003 -1.3453e+000 +1.5256e+000 -1.3291e+000 -8.3544e-002 +2.2986e+000 -1.3480e+000 -2.9216e+000 +2.6630e+000 -1.5573e-001 +2.6531e+000 -2.1287e+000 +3.4995e+000 -4.6986e+000
554 +6.016212044e+002 +6.016212044e+002 +1.601621204e+003 +1.601621204e+003 -5.4147e+000 +1.5850e+000 -1.3181e+000 +2.5360e-001 +9.5563e-001 -2.4161e+000 -3.5108e+000 -2.1689e+000 -1.9294e-001 -3.4594e+000 +1.1106e+000 +2.1436e+000 -2.8478e+000 -2.9576e+000 +3.7369e+000 +2.8334e+000 +3.9682e+000 -1.5811e+000 +3.3053e+000 -5.2249e+000
603 +5.387674662e+002 +5.387674662e+002 +1.538767466e+003 +1.538767466e+003 -2.0001e+000 +2.8355e+000 +1.9951e+000 -1.6774e-002 -4.9120e-001 -2.7876e+000 -6.0372e-001 -3.7070e-001 -9.3607e-001 -1.4644e+000 +5.5521e-001 +1.5835e+000 -1.7658e+000 -1.8725e+000 +1.5669e+000 -1.3620e+000 +3.2528e+000 -2.9215e+000 +2.3870e+000 -2.2343e+000
664 +5.326524545e+002 +5.326524545e+002 +1.532652454e+003 +1.532652454e+003 -2.0677e+000 +2.4588e+000 -1.1034e+000 +5.6418e-001 +6.5600e-001 -3.1588e+000 -5.3152e-001 -1.7088e+000 +9.5822e-001 -2.1285e+000 +1.4643e+000 +1.9298e+000 -1.4599e+000 -2.4381e+000 +3.5992e+000 -1.7840e-001 +3.3102e+000 -1.8891e+000 +4.1577e+000 -3.4560e+000
710 +5.117163119e+002 +5.117163119e+002 +1.511716312e+003 +1.511716312e+003 -2.8700e+000 +2.1672e+000 +2.7787e-001 -7.3505e-001 +9.1927e-001 -2.2270e+000 -7.4910e-001 -1.3046e+000 +2.1144e+000 -1.6882e+000 +2.1150e-001 +8.2910e-001 -8.8282e-001 -1.6246e+000 +3.9436e+000 +2.0067e-001 +2.7144e+000 -8.7261e-001 +3.3345e+000 -3.6112e+000
736 +4.833705063e+002 +4.833705063e+002 +1.483370506e+003 +1.483370506e+003 -3.6033e+000 +2.7004e+000 +1.0540e+000 -8.3305e-001 -8.5626e-001 -3.4476e+000 -5.5288e-002 -1.2052e+000 +5.3700e-001 +7.5269e-002 +1.0698e+000 +1.6621e+000 -1.3760e+000 -3.8002e+000 +3.7720e+000 -7.8275e-003 +3.6182e+000 -1.6352e+000 +3.0223e+000 -6.2155e-001
802 +4.205574687e+002 +4.205574687e+002 +1.420557469e+003 +1.420557469e+003 -4.0028e+000 +2.5695e+000 +2.2228e+000 -6.3316e-001 +2.2915e+000 -1.6951e+000 -1.3155e+000 -1.2262e+000 -3.6585e+000 -3.2679e-001 +5.2253e-001 +9.1231e-001 +1.1061e+000 -1.0723e+000 +2.4705e+000 -1.6689e-001 +3.9011e+000 +4.0326e-001 +3.4179e+000 -5.0386e+000
937 +4.152935035e+002 +4.152935035e+002 +1.415293504e+003 +1.415293504e+003 -2.9251e+000 +2.2551e+000 +1.4594e+000 -8.3274e-001 +3.2024e+000 -1.7247e+000 -1.7728e-001 -1.2325e+000 -1.5142e-001 -2.0485e+000 +1.1101e-001 +1.2930e+000 -1.2531e+000 -2.1019e+000 +2.7832e+000 +1.0941e+000 +3.1397e+000 -3.0403e-002 +2.8693e+000 -2.8999e+000
969 +4.059341422e+002 +4.059341422e+002 +1.405934142e+003 +1.405934142e+003 -3.9578e+000 +2.5970e+000 +3.9494e+000 -1.7045e-001 +1.1665e-001 -2.6196e+000 -1.9248e+000 -2.1423e+000 -6.9474e-001 -1.2379e+000 +5.2230e-001 +1.1210e+000 -2.4080e+000 -2.0423e+000 +3.6207e+000 +2.1560e+000 +3.2644e+000 -2.3704e+000 +2.9446e+000 -3.0790e+000
986 +3.850994188e+002 +3.850994188e+002 +1.385099419e+003 +1.385099419e+003 -4.2091e+000 +2.5095e+000 +1.4019e+000 -3.8285e-001 +1.6574e+000 -2.6582e+000 -1.9502e+000 -2.0028e+000 +2.3369e-001 -2.3839e+000 -7.2664e-003 +2.3148e+000 -9.7529e-001 -2.7594e+000 +2.8172e+000 +7.1710e-001 +5.4730e+000 -2.8592e+000 +4.1788e+000 -2.7524e+000
1014 +3.786782205e+002 +3.786782205e+002 +1.378678220e+003 +1.378678220e+003 -2.8309e+000 +2.7049e+000 +2.1886e+000 +4.1290e-001 +2.5317e+000 -3.5620e+000 -6.1476e-001 -1.0670e+000 -2.1510e+000 -1.0399e+000 +7.2369e-002 +2.1642e+000 -1.6227e+000 -1.7492e+000 +2.6389e+000 +9.7617e-001 +3.6130e+000 -2.0226e+000 +3.2912e+000 -2.9544e+000
1028 +3.415751727e+002 +3.415751727e+002 +1.341575173e+003 +1.341575173e+003 -1.1407e+000 +3.5779e+000 +7.1949e-001 +5.0141e-001 +4.1164e+000 -3.0847e+000 -3.5233e-001 -1.1717e+000 -3.9479e+000 +2.0102e+000 +8.7968e-002 -1.3861e-001 -8.4573e-001 -2.0650e+000 +3.4648e+000 +1.1567e+000 +2.1140e+000 -3.1295e+000 +3.5770e+000 -1.3413e+000
1176 +3.386295878e+002 +3.386295878e+002 +1.338629588e+003 +1.338629588e+003 -2.9655e+000 +2.6745e+000 +2.3508e+000 +7.5013e-001 +2.2507e+000 -3.6439e+000 -8.1264e-001 -1.7117e+000 -2.4498e+000 -9.2600e-001 +6.5003e-001 +1.7497e+000 -2.1412e+000 -1.8346e+000 +3.4410e+000 +1.0571e+000 +4.3648e+000 -2.9115e+000 +3.1819e+000 -7.9853e-001
1238 +3.252699654e+002 +3.252699654e+002 +1.325269965e+003 +1.325269965e+003 -3.2564e+000 +2.8681e+000 +1.3922e+000 +4.4817e-001 +2.7091e+000 -3.7238e+000 -1.4058e+000 +1.8886e+000 -1.2132e+000 -8.3472e-001 -1.0067e+000 -8.6389e-002 -8.9748e-001 -4.3554e+000 +2.7390e+000 +1.0323e+000 +4.2206e+000 +9.0962e-002 +3.7883e+000 -4.1554e+000
1306 +2.902023735e+002 +2.902023735e+002 +1.290202373e+003 +1.290202373e+003 -2.3471e+000 +3.5160e+000 +2.0649e+000 +1.5313e+000 +1.6174e+000 -3.3975e+000 -3.7038e-001 -1.4019e+000 +4.0292e-001 -7.2058e-001 -6.4256e-001 +3.6364e-001 -9.9563e-002 -2.7517e+000 +2.9683e+000 +3.5363e+000 +4.3533e+000 -1.4057e+000 +1.1360e+000 -2.8145e+000
1336 +2.819561431e+002 +2.819561431e+002 +1.281956143e+003 +1.281956143e+003 -2.7125e+000 +2.8145e+000 +2.3845e+000 -6.3864e-001 +2.2625e+000 -3.0314e+000 -9.8753e-001 -6.5956e-001 -2.9157e+000 +2.3061e-001 -7.2283e-001 -6.0429e-001 -1.3244e+000 -9.7612e-001 +3.1512e+000 +5.4045e-001 +3.7308e+000 -1.9590e+000 +2.7919e+000 -1.0166e+000
1491 +2.455118076e+002 +2.455118076e+002 +1.245511808e+003 +1.245511808e+003 -2.6834e+000 +1.8084e+000 +2.2823e+000 +6.0473e-002 +2.6328e+000 -3.2552e+000 -7.1337e-001 -6.8770e-001 -4.4386e-002 -9.5271e-001 -6.2254e-001 -1.1356e+000 -1.1850e+000 -1.6768e+000 +2.7954e+000 +1.7239e+000 +4.1152e+000 +3.1360e-001 +2.9816e+000 -7.0213e-001
1840 +2.371121441e+002 +2.371121441e+002 +1.237112144e+003 +1.237112144e+003 -3.4900e+000 +3.0233e+000 +2.0342e+000 +9.3190e-001 +2.2625e+000 -2.8332e+000 -1.5220e+000 -5.4255e-001 -2.5934e+000 -8.2979e-001 -3.4507e-001 +6.2288e-001 -7.0645e-001 -2.3362e+000 +3.1870e+000 +2.5521e+000 +3.9117e+000 -1.0093e+000 +2.9330e+000 +4.1121e-001
1882 +2.286244485e+002 +2.286244485e+002 +1.228624449e+003 +1.228624449e+003 -3.8788e+000 +2.6350e+000 +2.3757e+000 +7.7046e-001 +1.9555e+000 -3.2044e+000 -9.9374e-001 -8.8664e-001 -1.6666e+000 -1.2243e+000 -4.7021e-001 +9.0267e-001 -8.0033e-001 -3.0132e+000 +3.9303e+000 +2.7204e+000 +3.9811e+000 -1.0949e+000 +1.9249e+000 -1.5461e+000
2012 +2.218681153e+002 +2.218681153e+002 +1.221868115e+003 +1.221868115e+003 -3.6367e+000 +2.9772e+000 +1.4101e+000 +1.4089e+000 +2.7313e+000 -3.6447e+000 -1.7868e+000 -6.6232e-001 -2.2110e+000 +2.9902e-001 -5.0586e-001 -9.9078e-001 -1.1815e+000 -2.4374e+000 +3.1107e+000 +1.9031e+000 +3.9104e+000 -7.5175e-001 +1.9604e+000 -2.6461e-001
2061 +2.165063167e+002 +2.165063167e+002 +1.216506317e+003 +1.216506317e+003 -2.2585e+000 +3.4415e+000 +2.8274e+000 +4.9105e-001 +2.3781e+000 -3.1189e+000 -1.1128e+000 -2.4383e+000 -2.5309e+000 -1.3449e+000 -2.3437e-001 -8.7102e-001 -1.0894e+000 -1.9090e+000 +3.6237e+000 +2.7085e+000 +3.0786e+000 -1.5840e+000 +2.1948e+000 -3.0167e+000
2128 +2.033170448e+002 +2.033170448e+002 +1.203317045e+003 +1.203317045e+003 -2.9551e+000 +3.0775e+000 +3.1115e+000 +1.6760e+000 +2.2603e+000 -3.2604e+000 -1.4358e+000 -1.3361e+000 -2.1817e+000 -2.4905e+000 -1.4790e+000 -9.4333e-001 -1.1923e+000 -3.1537e+000 +3.0951e+000 +2.2590e+000 +3.5480e+000 -5.8656e-001 +2.3698e+000 -1.0679e+000
2401 +1.941942458e+002 +1.941942458e+002 +1.194194246e+003 +1.194194246e+003 -3.4233e+000 +2.4503e+000 +2.7629e+000 +1.8637e+000 +2.0911e+000 -3.3441e+000 -1.2531e+000 -2.2555e-001 -2.4132e+000 -1.2021e+000 -7.8370e-001 -7.0884e-001 -1.2880e+000 -3.1222e+000 +3.4053e+000 +3.8070e+000 +4.4743e+000 -1.1291e+000 +1.5618e+000 -2.5613e+000
2654 +1.847281085e+002 +1.847281085e+002 +1.184728108e+003 +1.184728108e+003 -3.6819e+000 +3.6379e+000 +2.9049e+000 +2.7772e+000 +2.7097e+000 -3.2456e+000 -1.0738e+000 -9.2163e-001 -2.7460e+000 -4.4814e-001 -1.1593e+000 -5.4580e-001 -1.0855e+000 -2.6172e+000 +2.0338e+000 +3.1714e+000 +4.0874e+000 -8.2115e-001 +1.3277e+000 -2.2189e+000
2695 +1.806106504e+002 +1.806106504e+002 +1.180610650e+003 +1.180610650e+003 -2.7287e+000 +3.5974e+000 +2.0966e+000 +2.1185e+000 +2.6074e+000 -3.3856e+000 -1.7947e+000 -5.8454e-001 -3.7138e+000 -4.6040e-001 -1.1108e+000 -1.4725e+000 -1.1648e+000 -2.7067e+000 +3.4323e+000 +3.0623e+000 +3.9981e+000 -1.6044e+000 +1.5335e+000 -1.5179e+000
3105 +1.651830079e+002 +1.651830079e+002 +1.165183008e+003 +1.165183008e+003 -2.4648e+000 +2.7848e+000 +3.3770e+000 +2.6830e+000 +2.9233e+000 -3.2253e+000 -1.9392e+000 -2.0684e-001 -2.9305e+000 -9.9513e-001 -1.6496e+000 -1.5760e+000 -7.9328e-001 -2.0809e+000 +3.2369e+000 +3.0978e+000 +3.5989e+000 -5.1562e-001 +1.1432e+000 -1.4199e+000
3499 +1.367435516e+002 +1.367435516e+002 +1.136743552e+003 +1.136743552e+003 -2.2815e+000 +4.6029e+000 +2.0492e+000 +3.4702e+000 +3.2767e+000 -3.6698e+000 -2.1676e+000 -8.7362e-001 -2.6177e+000 -8.1914e-001 -1.2181e+000 -4.8908e-001 -7.4119e-001 -4.2198e+000 +3.3241e+000 +2.5199e+000 +4.3646e+000 -7.8051e-001 +1.6329e-001 -2.4436e+000
3902 +1.205105356e+002 +1.205105356e+002 +1.120510536e+003 +1.120510536e+003 -3.9355e+000 +3.9827e+000 +3.2698e+000 +2.7053e+000 +2.8457e+000 -4.1803e+000 -1.5449e+000 -6.0653e-001 -2.1214e+000 -2.9031e-001 -1.0447e+000 -2.3565e+000 -4.5104e-001 -4.2684e+000 +2.6528e+000 +3.4649e+000 +3.8164e+000 -6.7394e-001 -6.7227e-002 -7.8159e-001
4835 +1.162710033e+002 +1.162710033e+002 +1.116271003e+003 +1.116271003e+003 -3.5155e+000 +3.1161e+000 +3.2196e+000 +2.9134e+000 +2.6477e+000 -3.5105e+000 -1.9060e+000 -8.0320e-001 -2.4028e+000 -1.2740e+000 -7.7633e-001 -1.1648e+000 -9.7036e-001 -3.8038e+000 +3.7032e+000 +3.1749e+000 +3.8163e+000 -1.3311e-001 -7.0945e-001 -6.2493e-001
29793 +1.139662554e+002 +1.139662554e+002 +1.113966255e+003 +1.113966255e+003 -2.8465e+000 +3.1696e+000 +4.0516e+000 +3.0574e+000 +3.0894e+000 -3.6877e+000 -2.4631e+000 -6.9850e-001 -2.8245e+000 -1.0636e+000 -1.7227e+000 -4.5657e-001 -9.3198e-001 -3.7861e+000 +3.6362e+000 +3.5038e+000 +3.7631e+000 +4.9661e-002 -2.0314e-001 -4.5873e-001
31259 +1.076044463e+002 +1.076044463e+002 +1.107604446e+003 +1.107604446e+003 -4.0924e+000 +2.6105e+000 +3.7477e+000 +3.5438e+000 +2.9746e+000 -3.7142e+000 -1.5767e+000 -7.1768e-002 -2.8141e+000 -9.9212e-001 -2.0835e+000 -1.2483e+000 -6.0596e-001 -3.9343e+000 +3.5799e+000 +3.4795e+000 +4.2671e+000 -4.7735e-002 -1.8334e+000 -9.7683e-001
55722 +1.050659800e+002 +1.050659800e+002 +1.105065980e+003 +1.105065980e+003 -2.9876e+000 +2.8908e+000 +4.4942e+000 +3.5179e+000 +3.2953e+000 -3.0714e+000 -2.7940e+000 -4.3029e-001 -2.0227e+000 -1.0541e+000 -2.5862e+000 -1.3239e+000 -1.1746e+000 -3.9045e+000 +2.8926e+000 +3.3405e+000 +3.8245e+000 +5.2551e-001 -1.5147e+000 -1.7047e-001
184137 +9.901556366e+001 +9.901556366e+001 +1.099015564e+003 +1.099015564e+003 -3.9416e+000 +2.5608e+000 +3.5969e+000 +3.5725e+000 +3.3274e+000 -2.2613e+000 -2.0773e+000 +1.3843e-001 -2.3692e+000 -9.5603e-001 -2.9522e+000 -1.1636e+000 -1.1092e+000 -3.9236e+000 +3.1544e+000 +4.0112e+000 +3.4493e+000 -7.2241e-001 -1.5744e+000 -3.1718e-002
185082 +9.503373557e+001 +9.503373557e+001 +1.095033736e+003 +1.095033736e+003 -3.6427e+000 +2.9624e+000 +3.9616e+000 +4.0057e+000 +2.7838e+000 -2.9542e+000 -2.4748e+000 -2.6965e-001 -1.7366e+000 -1.1117e+000 -2.8513e+000 -1.2798e+000 -1.1158e+000 -2.9840e+000 +3.1184e+000 +3.7276e+000 +3.8926e+000 +2.1460e-001 -1.9117e+000 -7.3117e-001
209249 +8.856901469e+001 +8.856901469e+001 +1.088569015e+003 +1.088569015e+003 -2.9839e+000 +2.7377e+000 +3.7642e+000 +3.4474e+000 +2.8895e+000 -3.2623e+000 -2.1635e+000 +3.6241e-001 -3.1550e+000 -8.2642e-001 -2.0060e+000 -1.7247e+000 +2.1636e-001 -3.7811e+000 +2.4278e+000 +3.9684e+000 +3.9029e+000 -4.4980e-001 -1.4572e+000 -4.4626e-001
469878 +8.307726657e+001 +8.307726657e+001 +1.083077267e+003 +1.083077267e+003 -2.9439e+000 +3.8883e+000 +5.1493e+000 +3.6235e+000 +2.5829e+000 -2.1822e+000 -2.2624e+000 -1.5514e-001 -2.2736e+000 -3.7490e-001 -2.1673e+000 -4.1334e-001 +4.6620e-001 -4.3198e+000 +3.2912e+000 +3.7062e+000 +3.4837e+000 -1.0508e+000 -1.3864e+000 -4.1245e-001
827468 +7.967933369e+001 +7.967933369e+001 +1.079679334e+003 +1.079679334e+003 -3.4419e+000 +3.0085e+000 +3.7003e+000 +4.1285e+000 +2.5597e+000 -3.4100e+000 -2.7326e+000 -2.9730e-001 -2.3541e+000 -9.3956e-001 -2.4586e+000 -9.3486e-001 -7.5896e-001 -3.3207e+000 +2.7679e+000 +4.4691e+000 +4.2566e+000 -1.9369e-001 -1.5337e+000 -6.1363e-001
% function evaluation | noise-free fitness - Fopt (7.003000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.864944622e+003 +4.864944622e+003 +4.934974622e+003 +4.934974622e+003 +4.8001e+000 -4.5795e+000 -2.2483e+000 +5.1248e+000 +3.1179e+000 +4.6928e+000 -3.8933e+000 -2.5750e+000 -5.2788e+000 +2.9806e+000 -2.0259e+000 -3.0846e+000 -1.9132e+000 +3.3813e+000 +1.9287e+000 +2.9558e+000 +3.3145e+000 -3.0277e+000 -1.4133e+000 +4.4173e+000
3 +3.947903715e+003 +3.947903715e+003 +4.017933715e+003 +4.017933715e+003 +3.7638e+000 -4.2768e+000 -1.9045e+000 +4.0309e+000 +3.4487e+000 +3.6510e+000 -3.5816e+000 -3.0753e+000 -5.2108e+000 -4.2823e-001 -2.6751e+000 -4.5539e+000 -1.5338e+000 +1.2958e+000 +2.5527e+000 +3.8305e+000 +3.6187e+000 -2.5662e+000 -1.2546e+000 +5.8739e+000
