% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.642624731e+002 +5.642624731e+002 +5.550524731e+002 +5.550524731e+002 +3.6141e+000 +6.3822e+000 +3.4034e+000 -4.2513e+000 -3.8423e-001 -5.7563e+000 -3.4039e+000 +2.4027e+000 +2.7088e-001 +5.0172e+000 -1.1770e+000 +5.8913e+000 -5.9576e+000 -2.7951e+000 -1.9160e+000 +1.0296e+001 -4.0751e+000 +2.6936e-001 -2.1984e+000 -2.9789e+000
2 +4.797877346e+002 +4.797877346e+002 +4.705777346e+002 +4.705777346e+002 +2.4068e+000 +4.1065e+000 +3.8201e+000 +4.7579e-002 -2.9934e+000 -2.0058e+000 -4.7800e+000 +2.0171e+000 -4.5371e+000 +4.9900e+000 +1.5752e-001 +2.7984e+000 -8.0194e+000 -5.2644e+000 +1.2935e+000 -1.9843e+000 -2.5299e-001 -2.2771e+000 -3.6749e+000 -8.8514e-001
5 +4.755896169e+002 +4.755896169e+002 +4.663796169e+002 +4.663796169e+002 -9.5431e-001 +1.1680e+000 -1.4353e+001 -5.7372e+000 +3.2505e-001 -2.4729e+000 -4.2179e+000 +1.1430e+000 -2.5301e+000 -3.3601e+000 +7.9228e+000 +5.1244e+000 -1.6778e+001 -9.5344e-001 -4.9364e+000 -5.0134e+000 +6.0449e+000 -6.6783e+000 -9.5316e+000 -4.2201e-001
6 +4.655546610e+002 +4.655546610e+002 +4.563446610e+002 +4.563446610e+002 +2.5133e+000 +3.3429e+000 +3.0500e-002 -2.1519e+000 +1.4960e+000 -4.0477e+000 -3.6540e+000 +2.3311e+000 +8.0312e-001 +1.5346e+000 +6.1095e+000 +6.2673e+000 -7.7048e+000 -6.5183e+000 -2.1245e+000 -1.2524e+000 +4.7052e+000 -1.9222e+000 +8.4375e-001 +2.4237e+000
9 +4.459237839e+002 +4.459237839e+002 +4.367137839e+002 +4.367137839e+002 +1.0756e+000 +5.9181e+000 +4.3419e+000 -2.9984e+000 -9.3773e-001 -6.3940e+000 -1.7156e+000 +3.9721e+000 +8.8399e+000 -3.1821e-001 +2.8535e+000 +5.6107e+000 +5.9976e-001 -3.2858e+000 -3.1468e+000 +3.6981e-001 -1.1726e+001 -1.0647e+000 -3.9366e+000 +2.0043e+000
10 +4.217776137e+002 +4.217776137e+002 +4.125676137e+002 +4.125676137e+002 +7.4354e-001 +4.0397e+000 +3.5608e+000 -3.8179e+000 -1.1515e+000 -5.7805e+000 +3.5164e+000 +4.6631e+000 -1.1789e-001 +6.2596e-001 +7.8231e+000 +3.7085e+000 -4.2315e+000 -2.6964e+000 -4.0953e+000 -5.6027e-001 +1.3598e+000 -4.1697e+000 +5.3738e-001 +3.9615e+000
11 +3.898120593e+002 +3.898120593e+002 +3.806020593e+002 +3.806020593e+002 +6.7316e+000 +3.8147e+000 +4.9520e+000 +1.1386e+000 -7.9950e+000 -4.0369e+000 -3.4696e+000 +7.4460e-001 +1.0547e+000 +2.3747e+000 +2.0553e+000 +5.0297e+000 -5.8005e+000 -1.9272e+000 +7.8445e-001 -3.2662e+000 -3.6722e+000 +1.7307e+000 -5.6350e+000 +1.3165e+000
15 +3.886312657e+002 +3.886312657e+002 +3.794212657e+002 +3.794212657e+002 -4.9990e+000 +3.2135e+000 +1.5184e+000 -6.7423e+000 -3.4784e+000 -3.0977e+000 -3.7236e+000 +3.3940e+000 -1.3798e+000 +2.3649e+000 +6.8396e+000 +3.6485e+000 -7.6141e-001 +3.6232e+000 -4.7948e+000 -6.1069e-001 -2.0883e+000 +3.2923e-001 -4.5383e+000 -5.3577e-001
26 +3.519066983e+002 +3.519066983e+002 +3.426966983e+002 +3.426966983e+002 +2.5506e+000 +4.5908e+000 +5.9002e+000 -7.6032e+000 +4.0663e+000 -4.3729e+000 -3.0560e+000 +4.1100e+000 +3.6371e+000 +2.3267e+000 +2.0039e+000 +6.0144e+000 -1.7633e+000 -1.7183e+000 -4.5074e+000 -1.7635e+000 +1.3879e+000 -1.5232e+000 -9.3733e+000 +2.0836e+000
42 +3.090308099e+002 +3.090308099e+002 +2.998208099e+002 +2.998208099e+002 +3.9479e-001 +5.1503e+000 +4.3930e+000 +3.3237e+000 +6.6346e-001 -4.3028e+000 -7.2173e-001 +2.4974e+000 +1.5927e-001 -1.9845e+001 +4.7349e+000 -8.4660e+000 -7.0601e+000 -5.8767e+000 -4.1729e+000 -5.0516e+000 -2.3086e+000 -8.2285e-003 -7.7908e+000 +3.6986e+000
