% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.243810568e+003 +5.243810568e+003 +5.336750568e+003 +5.336750568e+003 -2.8287e+000 -1.0614e+001 -1.4374e+000 -8.3086e-002 -7.1593e+000 -1.5239e+000 +7.2599e-001 -4.7069e+000 -2.9418e+000 +1.3641e+000 -3.2810e+000 -3.6369e+000 -1.1073e+000 +8.9827e+000 +8.2039e+000 +6.2577e+000 -7.2202e-002 +3.0113e+000 +3.1940e+000 +1.4340e+000
6 +3.980732685e+003 +3.980732685e+003 +4.073672685e+003 +4.073672685e+003 +1.8145e+000 -4.7449e+000 -4.1059e+000 +3.8236e+000 -6.4416e-001 -3.1555e+000 +6.4610e+000 -6.0572e+000 -6.2723e+000 +3.5978e+000 -2.5633e+000 -1.9274e+000 +1.7148e+000 -7.3924e+000 +1.7106e-001 +7.1185e+000 -8.6997e-001 +2.6894e+000 -7.7664e-001 +2.9496e+000
7 +3.117231029e+003 +3.117231029e+003 +3.210171029e+003 +3.210171029e+003 -9.3830e-001 -4.6519e+000 -3.2700e+000 -7.0868e-001 +4.9849e+000 -4.4720e+000 +6.8222e+000 -1.9417e+000 -5.9721e-001 +3.2525e-001 -5.0050e+000 -2.4805e+000 -4.1091e+000 -4.5219e+000 +2.7689e+000 +4.5867e+000 -1.3258e+000 -5.1797e-001 +2.4239e+000 -5.8601e-001
15 +1.997192077e+003 +1.997192077e+003 +2.090132077e+003 +2.090132077e+003 -1.0679e+000 -8.4923e+000 -4.4020e+000 +1.9479e-002 +7.0261e-001 -1.9951e+000 +4.4934e+000 -1.3369e+000 -1.2500e-001 -7.8653e-001 -4.6789e+000 -6.1554e+000 -3.9724e+000 -3.1199e+000 +4.8885e+000 +2.9290e+000 +1.2884e+000 +6.5377e-001 +6.6190e+000 -1.2677e+000
90 +1.671432775e+003 +1.671432775e+003 +1.764372775e+003 +1.764372775e+003 -3.2317e+000 -4.8947e+000 -3.3044e+000 +6.4400e-002 -5.1346e+000 +2.2088e+000 -2.9610e+000 -3.4298e+000 +8.9387e-001 +8.2720e-001 -3.1866e+000 -8.1825e+000 -1.6811e+000 -3.6636e+000 +3.2644e+000 +1.3528e+000 -1.6778e+000 +6.5392e+000 +3.4508e+000 -7.3740e-001
105 +1.074983431e+003 +1.074983431e+003 +1.167923431e+003 +1.167923431e+003 -2.9442e+000 +4.0132e-001 +1.4467e+000 +7.0804e-001 -5.3036e-001 +1.3862e+000 +4.0406e+000 -2.8805e+000 -1.7256e+000 -1.1391e+000 -4.5948e+000 -4.6657e+000 -8.3258e-001 -2.1986e+000 +4.5762e+000 +3.6447e+000 +1.6735e-001 -1.2499e+000 +5.6046e+000 -3.7299e+000
226 +9.632906218e+002 +9.632906218e+002 +1.056230622e+003 +1.056230622e+003 -1.8421e+000 -8.1557e-001 -1.9102e+000 +3.5844e+000 -3.7094e+000 +3.1397e+000 +7.2860e+000 +1.2841e+000 -1.3937e+000 -4.5370e-001 -3.6812e+000 -5.0052e+000 -3.1386e+000 -5.6181e+000 +5.2862e+000 +4.4985e+000 +5.0283e+000 +2.9279e+000 +6.3303e+000 -3.2109e+000
303 +9.084656527e+002 +9.084656527e+002 +1.001405653e+003 +1.001405653e+003 -4.3312e+000 -1.3635e+000 +3.5858e+000 +1.6765e+000 -1.0738e+000 +5.1874e+000 -8.3067e-001 -2.8413e+000 +3.0426e+000 +2.4813e+000 +1.3860e+000 -4.6112e+000 -3.9925e+000 -7.5323e+000 +4.5249e+000 +3.1118e+000 -2.8974e-001 +2.5461e+000 +6.9272e+000 -4.2790e+000
355 +8.235356671e+002 +8.235356671e+002 +9.164756671e+002 +9.164756671e+002 -2.3761e+000 -3.5964e+000 +9.4846e-001 +4.5426e+000 -1.7132e+000 +9.7229e-001 +5.3458e+000 -2.4246e+000 -1.0517e+000 +3.2309e+000 -4.3102e+000 -6.4585e+000 +1.5810e+000 -2.7386e+000 +2.8027e+000 +3.0288e+000 +1.8400e+000 +2.0707e+000 +5.5391e+000 -1.6941e+000
405 +6.478871435e+002 +6.478871435e+002 +7.408271435e+002 +7.408271435e+002 -1.9620e+000 -1.5296e+000 +1.1389e+000 +4.1974e+000 +1.1010e+000 +7.5912e-001 +1.6571e+000 -7.2701e+000 +4.0132e-001 +1.9039e+000 -4.1302e+000 -3.5074e+000 +1.5182e+000 -2.1910e+000 +2.6657e+000 +3.8844e+000 +7.8510e-001 +3.1683e-001 +5.4677e+000 -6.5403e-001
