% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.437321244e+002 +7.437321244e+002 +8.232121244e+002 +8.232121244e+002 -4.1481e+000 -5.1275e-001 -6.2861e+000 +1.6011e+000 +7.5901e-001 +2.2134e+000 -6.6844e-001 +9.4962e+000 +1.7898e+000 -1.7117e+001 +1.2712e+000 -4.3651e+000 -4.2949e-001 +9.3339e+000 +2.1472e+000 +1.4043e+001 -1.5168e+000 +5.4271e+000 -1.5992e-001 +1.1068e+000
2 +4.987668150e+002 +4.987668150e+002 +5.782468150e+002 +5.782468150e+002 -1.1858e+001 -1.7310e+000 -3.8968e+000 +9.6603e-001 +4.0101e+000 +1.6356e-001 -4.6923e+000 -1.5510e+000 +2.3726e+000 -1.8568e+000 +8.2824e-001 -4.4366e+000 -3.0027e+000 -1.4857e+000 -6.7763e+000 +4.6165e+000 -7.8540e-001 -2.0089e+000 -4.0005e+000 +5.3946e+000
5 +3.221944621e+002 +3.221944621e+002 +4.016744621e+002 +4.016744621e+002 +8.5638e-001 +2.9939e+000 -5.1470e+000 +1.0324e+000 +1.8404e+000 +2.4348e+000 -3.1152e+000 +1.6809e+000 +4.0804e+000 -4.4564e-001 -3.6820e+000 -4.0398e+000 -3.5947e+000 +1.9840e+000 +2.2408e+000 +5.0424e+000 -3.8590e+000 +5.9801e+000 +4.3654e+000 +6.1904e+000
12 +3.160764433e+002 +3.160764433e+002 +3.955564433e+002 +3.955564433e+002 -8.3132e+000 -4.5663e-001 -6.4350e+000 -2.0104e+000 +1.8859e+000 +6.4209e-002 -2.2232e+000 -6.4750e-002 +3.3866e+000 +1.0417e+000 +2.7826e+000 -2.7139e+000 -4.9735e+000 +5.0729e-001 +4.0579e+000 +2.1956e+000 +5.8986e-001 -2.7009e+000 -3.4570e-001 +4.9807e+000
26 +2.217939867e+002 +2.217939867e+002 +3.012739867e+002 +3.012739867e+002 -4.9808e+000 -2.6150e+000 -4.5160e+000 +5.2119e-001 -4.1973e+000 -1.5893e+000 -1.3923e-001 -2.2808e-001 +2.4701e+000 -2.7898e+000 +3.0136e+000 -3.9869e+000 +2.4462e-001 +5.9372e-001 +3.0865e+000 +3.5786e+000 +1.9397e-001 -1.0699e+001 +4.3019e+000 +5.5543e+000
34 +1.931482826e+002 +1.931482826e+002 +2.726282826e+002 +2.726282826e+002 -6.0942e+000 +1.7372e+000 -2.1357e+000 +4.5027e+000 +1.3800e+000 +1.2449e+000 -4.1546e+000 -1.1335e+000 +1.5830e+000 -3.3267e-001 -4.7858e-001 -2.6095e+000 -1.5419e+000 +2.6654e+000 +2.7917e+000 +4.7136e+000 -4.2197e-001 +2.5824e-001 +3.7011e+000 +4.8827e+000
102 +1.613809598e+002 +1.613809598e+002 +2.408609598e+002 +2.408609598e+002 -2.7798e+000 -7.9834e-001 -5.0161e+000 +1.3165e+000 +1.9185e+000 +4.6480e+000 -3.0305e+000 +1.0925e+000 -1.1423e+000 -3.2389e+000 +2.7443e-001 +9.7496e-002 -2.9707e+000 -4.7304e+000 +5.0180e+000 +7.3509e+000 -1.1705e+000 -3.4227e+000 +9.0273e-001 +2.2749e+000
117 +1.461398093e+002 +1.461398093e+002 +2.256198093e+002 +2.256198093e+002 -1.7796e+000 -4.4027e+000 -5.0468e+000 +2.3216e+000 -1.2328e+000 +2.3249e+000 -7.8683e-001 -1.5446e+000 -1.3349e-001 -2.5451e+000 -3.0275e-001 -2.9856e+000 -9.7995e-001 +5.1368e+000 +5.1438e+000 +5.8701e+000 -6.4039e-001 -2.2038e+000 +5.2893e-001 +5.1603e+000
144 +1.391238240e+002 +1.391238240e+002 +2.186038240e+002 +2.186038240e+002 -2.8618e+000 -5.6663e-002 -4.6369e-002 +8.3050e+000 -2.4752e+000 -1.4040e+000 -1.9325e+000 -3.3314e-002 +2.2941e+000 -2.0402e+000 -3.4583e+000 -2.1125e+000 -2.5933e+000 +9.4022e-001 +6.1476e+000 -9.0475e-001 +1.0189e+000 -7.9877e-001 +2.5402e+000 +1.0353e+000
160 +1.139491639e+002 +1.139491639e+002 +1.934291639e+002 +1.934291639e+002 -1.4160e+000 -5.2721e-001 -3.6480e+000 +4.4348e+000 +2.0116e+000 -1.6521e+000 -7.4330e-001 -1.3608e+000 +1.9590e-001 -4.4668e+000 +1.8160e+000 +1.3976e-002 -1.1540e+000 +2.4235e+000 +1.5022e+000 +2.3666e+000 +2.5736e-001 -6.3035e+000 +3.5804e+000 +2.7526e+000
344 +1.012925339e+002 +1.012925339e+002 +1.807725339e+002 +1.807725339e+002 -1.4097e+000 +2.4335e-001 -4.6688e+000 -9.2475e-001 -1.1597e+000 -4.7009e+000 -6.6183e-001 +1.6352e+000 -1.3765e+000 -1.4945e+000 +1.4655e+000 +1.6446e+000 +1.1610e+000 +2.2007e-001 +2.5334e+000 +3.0050e+000 -4.3598e-001 -1.4905e+000 +3.3414e+000 +2.8689e+000
