% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.628965958e+002 +4.628965958e+002 +4.536865958e+002 +4.536865958e+002 -4.2728e+000 +1.5907e-001 +3.8042e+000 -3.9538e+000 +5.6915e+000 -4.5307e+000 +2.6708e+000 -1.5453e-001 +2.7414e+000 +3.8924e+000 +4.2385e+000 -3.0219e+000 +1.6630e-002 -1.2962e-001 -2.3943e+000 +2.7428e+000 -1.2830e+000 +6.1007e-001 +9.8601e-001 -2.1919e+000
3 +4.552627366e+002 +4.552627366e+002 +4.460527366e+002 +4.460527366e+002 -4.5293e+000 +9.5949e-001 +4.9930e+000 -4.0452e+000 +4.5514e+000 -4.0204e+000 +3.1206e+000 -2.4964e+000 +7.0343e-001 +3.9063e+000 +4.2979e+000 -2.3661e+000 +2.8550e-002 -2.8754e-001 -2.5591e+000 +3.9225e+000 -1.8697e-001 +6.6455e-001 +9.9780e-001 -7.3260e-001
8 +4.416536150e+002 +4.416536150e+002 +4.324436150e+002 +4.324436150e+002 -5.3646e+000 +1.0117e+000 +4.8376e+000 -3.5188e+000 +4.9980e+000 -5.2604e+000 +3.0061e+000 -1.3167e+000 +2.3084e+000 +4.2298e+000 +4.9119e+000 -2.3395e+000 +7.9987e-001 +2.5049e-001 -3.3151e+000 +4.1690e+000 -2.7478e-002 +7.3473e-001 +9.0788e-001 -5.0903e-001
27 +3.994610823e+002 +3.994610823e+002 +3.902510823e+002 +3.902510823e+002 -3.6710e+000 +8.3838e-001 +5.1101e+000 -3.4749e+000 +5.6947e+000 -4.5196e+000 +2.8188e+000 -3.1832e+000 +2.1394e+000 +4.8095e+000 +1.1820e+000 -4.1040e+000 +3.4806e-001 +1.0529e+000 -1.9402e+000 +1.1778e+000 -2.2575e-001 +1.0498e+000 -5.5976e-001 -4.1579e-001
119 +3.943737096e+002 +3.943737096e+002 +3.851637096e+002 +3.851637096e+002 -3.8588e+000 +7.0118e-001 +4.2271e+000 -4.2024e+000 +4.7285e+000 -4.6459e+000 +4.2987e+000 -2.7678e+000 +2.0947e+000 +3.8103e+000 +3.1925e+000 -2.8760e+000 +5.0122e-001 +1.3216e+000 -2.3879e+000 +4.1494e+000 +2.1961e-001 +6.6088e-001 +2.0725e-001 +2.7145e+000
159 +3.771423662e+002 +3.771423662e+002 +3.679323662e+002 +3.679323662e+002 -4.9242e+000 +9.2394e-001 +4.6765e+000 -3.8945e+000 +4.5672e+000 -4.5621e+000 +3.8562e+000 -2.8891e+000 +1.7413e+000 +1.7120e+000 +2.9761e+000 -2.7750e+000 +1.2598e-001 +2.8581e-001 -2.4226e+000 +2.5714e+000 +1.6417e-001 +2.5515e+000 -5.3429e-003 +1.9671e+000
232 +3.681917119e+002 +3.681917119e+002 +3.589817119e+002 +3.589817119e+002 -4.4825e+000 +2.2714e+000 +5.2845e+000 -2.9080e+000 +5.3129e+000 -3.0478e+000 +3.2098e+000 -2.2077e+000 +8.9230e+000 +3.5348e+000 +3.2452e+000 -5.2451e+000 +8.5025e-001 +2.2921e+000 -2.5660e+000 +4.5576e+000 -1.9503e-001 +2.7075e+000 -2.0648e+000 -6.0122e-001
314 +3.607164776e+002 +3.607164776e+002 +3.515064776e+002 +3.515064776e+002 -4.6806e+000 +9.2760e-001 +5.0984e+000 -4.4555e+000 +5.3122e+000 -4.1915e+000 +4.4741e+000 -3.5670e+000 +1.5083e+000 +1.3569e+000 +2.9523e+000 -2.8168e+000 +1.4905e+000 +1.2712e+000 -3.5953e+000 +2.8899e+000 -5.9709e-001 +2.5621e+000 -1.3150e+000 +1.4965e+000
322 +3.490145299e+002 +3.490145299e+002 +3.398045299e+002 +3.398045299e+002 -4.5147e+000 +1.1141e+000 +5.8017e+000 -3.6587e+000 +7.1840e+000 -5.0403e+000 +4.5265e+000 -2.5307e+000 +2.1918e+000 +3.8879e+000 +4.3366e+000 -3.0557e+000 +2.9260e+000 +3.0888e+000 -1.5096e+000 +4.2163e+000 +3.4751e-001 +5.8590e+000 -1.1816e+000 +1.6787e+000
340 +3.406221812e+002 +3.406221812e+002 +3.314121812e+002 +3.314121812e+002 -5.6367e+000 +1.0865e+000 +4.0915e+000 -5.6813e+000 +2.9277e+000 -5.1686e+000 +4.8192e+000 -3.4496e+000 +2.0242e+000 +3.4900e+000 +2.6716e+000 -1.5118e+000 +9.5636e-001 +1.5017e+000 -4.2433e+000 +3.1255e+000 -6.4912e-001 +2.8525e+000 -7.4110e+000 +9.2096e-001
359 +3.352114124e+002 +3.352114124e+002 +3.260014124e+002 +3.260014124e+002 -4.2992e+000 +1.1826e+000 +5.1990e+000 -1.9130e+000 +2.6065e+000 -3.9953e+000 +4.3917e+000 -3.0053e+000 +3.7658e+000 +4.0422e+000 +4.2544e+000 -2.6134e+000 +4.3189e-001 +7.2258e-001 -2.5160e+000 +2.1944e+000 +1.5671e-001 +3.8775e+000 -9.6124e-001 +3.3795e+000
414 +3.241565464e+002 +3.241565464e+002 +3.149465464e+002 +3.149465464e+002 -4.5212e+000 -2.3233e-001 +4.5223e+000 -2.4218e+000 +4.6561e+000 -3.8456e+000 +5.3766e+000 -2.7143e+000 +9.1719e-001 +4.1798e+000 +3.8714e+000 -4.8333e+000 -3.8596e-001 +5.5859e-001 -2.7382e+000 +2.3947e+000 +1.3167e+000 +3.3543e+000 -1.3732e+000 +4.4046e+000
415 +2.691693758e+002 +2.691693758e+002 +2.599593758e+002 +2.599593758e+002 -4.7356e+000 -2.5730e+000 +6.6397e+000 -2.3219e+000 +5.1264e+000 -3.8592e+000 +3.9845e+000 -7.9114e-001 +1.4341e+000 +5.5709e+000 +3.4866e+000 -5.4317e+000 +6.5053e+000 +7.9483e+000 -4.7442e+000 +3.3554e+000 +9.6402e-001 +2.5095e+000 -2.4928e+000 +6.2019e+000
546 +2.387097052e+002 +2.387097052e+002 +2.294997052e+002 +2.294997052e+002 -8.8170e+000 +4.8999e+000 +3.6143e+000 +1.9159e+000 +3.0878e+000 -6.2495e-001 +3.7894e+000 -3.1803e+000 +1.9265e+000 +9.8847e-001 +3.5010e+000 -2.6865e+000 +3.5356e+000 -1.8842e-001 -5.3239e+000 -5.8800e+000 +1.6017e+000 +3.0711e+000 -2.3384e+000 +3.3426e+000
675 +2.273278121e+002 +2.273278121e+002 +2.181178121e+002 +2.181178121e+002 -2.6484e+000 +3.8370e+000 +3.2484e+000 -4.9300e+000 +5.4146e+000 -4.0049e+000 +4.1805e+000 -3.2508e+000 +9.1598e+000 +3.0378e+000 +2.7844e+000 -2.8775e+000 +4.6909e+000 +3.7998e+000 -3.6829e+000 +4.8579e-001 +1.2337e+000 +3.2233e+000 -4.8737e+000 +6.6765e+000
