% function evaluation | noise-free fitness - Fopt (4.078000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.345272108e+002 +1.345272108e+002 +1.753072108e+002 +1.753072108e+002 -8.2928e+000 +3.9642e+000 +1.2677e+000 -1.8872e+000 -6.0820e+000 +3.8064e+000 +1.3130e+000 -3.4183e+000 -4.6207e+000 +1.5271e-001 -8.7231e-001 -2.5189e+000 -3.9344e-001 +5.9710e+000 -2.5670e+000 +3.9264e+000 +9.2312e+000 +4.1847e-001 -1.0993e+000 -9.1930e+000
2 +8.313422901e+001 +8.313422901e+001 +1.239142290e+002 +1.239142290e+002 -4.3776e+000 +9.7847e-001 -9.6928e-001 -4.4773e-001 -3.5434e+000 +8.2124e-001 +5.0413e+000 -3.4531e+000 -4.8888e+000 -9.7327e-001 -1.8489e+000 -3.6578e+000 -2.8221e+000 +4.4771e+000 -3.6107e-001 +3.2797e+000 -1.0576e+000 -2.1702e+000 -3.4794e+000 -3.9468e-001
95 +8.094600938e+001 +8.094600938e+001 +1.217260094e+002 +1.217260094e+002 -3.4601e+000 +2.0254e+000 -9.7282e-001 +1.3638e+000 -4.7601e+000 +1.6309e+000 +3.3176e+000 -3.5441e+000 -4.2271e+000 -1.5769e+000 +9.5221e-002 -4.7330e+000 -3.5492e+000 +4.3544e+000 -1.9088e-001 +4.6465e+000 +3.8751e+000 -3.2736e+000 +1.6569e+000 -2.4939e+000
112 +7.523181888e+001 +7.523181888e+001 +1.160118189e+002 +1.160118189e+002 -3.8657e+000 +1.3505e+000 -3.3823e+000 +2.4352e+000 -6.8372e-001 -3.0809e-001 +1.9578e+000 -2.0327e+000 -2.4752e+000 -3.3711e-001 +1.4047e+000 -4.5688e+000 -2.3575e+000 +2.3626e+000 +1.4818e+000 +1.0832e+000 +2.3981e+000 -1.3700e+000 -4.8040e-001 -1.6938e+000
577 +7.204732312e+001 +7.204732312e+001 +1.128273231e+002 +1.128273231e+002 -8.1548e-001 -1.6478e+000 +9.1541e-001 -9.3372e-001 -3.0501e+000 +9.6341e-001 -2.2852e-001 -8.4278e-001 -7.6569e-001 -5.8233e-001 +9.8467e-002 -2.2458e+000 +1.6689e+000 +4.0855e+000 +4.1047e+000 +1.3866e+000 +1.0168e+000 -3.2659e+000 +2.0560e+000 -3.9638e-002
1018 +6.936750207e+001 +6.936750207e+001 +1.101475021e+002 +1.101475021e+002 -1.4304e+000 -1.4178e+000 -1.1084e+000 +8.6541e-001 -1.3231e+000 -3.6612e-001 -4.9564e-001 -3.6905e+000 -1.7663e+000 -3.2686e+000 +2.2640e-001 -4.6952e+000 -8.8383e-001 +2.4325e+000 -5.8015e-003 +1.3435e+000 +4.0476e+000 -2.5962e-001 +6.4225e-001 -7.8380e-001
1035 +6.913305823e+001 +6.913305823e+001 +1.099130582e+002 +1.099130582e+002 -2.4601e-001 -1.5382e+000 -8.4313e-001 +8.2711e-001 -3.4673e-001 -6.6236e-001 -1.5743e+000 -3.8204e+000 -1.5338e+000 -2.7727e+000 +4.4137e-001 -3.5122e+000 +8.4540e-002 +3.0010e+000 +6.7331e-001 +1.1270e+000 +4.4802e+000 -5.3803e-001 +8.0294e-001 -2.1080e-002
1114 +6.435238805e+001 +6.435238805e+001 +1.051323881e+002 +1.051323881e+002 -2.4697e+000 -1.6853e+000 -2.5845e+000 -7.9036e-001 -7.9954e-001 -2.9923e-001 -2.0378e+000 -1.0314e+000 -8.8516e-001 -4.4139e-001 +4.8871e-001 -1.5727e+000 +3.2864e+000 +3.9774e+000 -1.5334e+000 +7.5940e-001 +3.4261e+000 -4.9344e-001 +1.5145e+000 -1.0085e+000
1115 +6.049281354e+001 +6.049281354e+001 +1.012728135e+002 +1.012728135e+002 -9.2613e-001 -1.0684e+000 -2.4615e+000 +2.9445e-001 -1.9643e-001 +5.8641e-001 -6.9580e-001 -1.9796e+000 -1.6349e+000 -2.6801e+000 +2.1485e-001 -3.0915e+000 +1.3498e+000 +4.2310e+000 +4.1862e-001 +1.0217e+000 +4.8488e-001 -4.8316e-001 +1.3146e-001 -7.4154e-001
1277 +5.549187852e+001 +5.549187852e+001 +9.627187852e+001 +9.627187852e+001 -7.0639e-001 -3.5277e+000 -1.3538e+000 -5.4481e-001 -2.3196e+000 +4.9059e-001 -4.7589e-001 -2.1629e+000 -1.5053e+000 -1.1781e+000 -1.0419e-002 -4.1836e+000 -7.1437e-001 +1.3577e+000 +9.5400e-002 +2.1017e+000 +2.7342e+000 -1.5721e+000 +8.0618e-001 -3.9350e-001
1307 +4.711192983e+001 +4.711192983e+001 +8.789192983e+001 +8.789192983e+001 -8.6022e-001 -2.4501e+000 -1.9196e-001 -8.5621e-002 -2.3855e+000 +1.7921e-002 -1.3878e+000 -1.5778e+000 -1.8181e+000 -7.0551e-001 +6.7677e-002 -3.5846e+000 -5.7546e-001 +3.8797e+000 +1.9691e+000 +1.2994e+000 +2.0590e+000 -7.5867e-001 +8.3947e-001 -1.8013e-001
1381 +4.661989176e+001 +4.661989176e+001 +8.739989176e+001 +8.739989176e+001 -8.0139e-001 -3.5008e+000 -8.9521e-001 -5.1599e-001 -1.6441e+000 +3.8657e-001 -7.8377e-001 -2.4464e+000 -1.2912e+000 -1.4504e+000 +4.1713e-001 -3.7085e+000 -1.0023e+000 +3.6026e+000 +1.0246e+000 +1.2231e+000 +1.7300e+000 -6.3427e-001 +1.6371e+000 -7.9314e-001
