% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.167748657e+010 +1.167748657e+010 +1.167748595e+010 +1.167748595e+010 -2.8381e+000 +4.5188e+000 +2.2837e+000 -1.1899e+000 +2.4701e+000 -4.3762e+000 -6.9380e+000 +1.9748e+000 +5.4806e+000 -6.8032e+000 -6.1158e+000 +1.2998e+001 +2.1545e+000 -2.6129e+000 +1.9605e+000 -2.1017e+000 -2.9936e+000 -5.2361e-001 +4.1249e+000 +1.6772e+000
4 +9.055111651e+009 +9.055111651e+009 +9.055111030e+009 +9.055111030e+009 -1.8101e+000 +4.2166e+000 -2.2305e+000 +5.3943e-001 -5.5653e-001 +6.0482e+000 -3.4258e+000 +1.9002e+000 -6.6987e-001 -7.1020e+000 -1.9053e+000 +3.8650e+000 -5.2711e-001 -5.0096e+000 -2.3856e+000 +3.7902e+000 -3.0699e+000 +2.4633e+000 +2.4283e+000 +1.2749e+000
6 +4.741494759e+009 +4.741494759e+009 +4.741494138e+009 +4.741494138e+009 -6.1345e+000 +2.3804e+000 -1.1787e+000 +1.5265e+000 +1.0269e+000 -3.7815e-001 -8.1262e+000 +3.0601e+000 +1.7921e+000 -3.3584e+000 +9.3707e-001 +5.5935e+000 -3.6902e+000 -3.2837e+000 +5.0096e+000 +1.3564e+000 -2.0917e+000 +4.0468e+000 +1.2935e+001 -6.0270e+000
7 +1.920636323e+009 +1.920636323e+009 +1.920635702e+009 +1.920635702e+009 +3.7669e+000 +5.2417e+000 +1.6340e+000 +3.6133e+000 -4.6867e-001 +1.1194e+000 -7.6384e+000 +5.8644e+000 +1.6681e+000 -5.0995e+000 -9.3399e-001 +3.5712e+000 -2.3266e+000 -1.9165e+000 +2.9575e+000 +3.2495e+000 -9.2793e-001 +2.4281e+000 +2.0060e+000 -1.9357e+000
8 +9.722246350e+008 +9.722246350e+008 +9.722240139e+008 +9.722240139e+008 -2.4473e-001 -1.7349e-001 -1.4343e+000 +1.2257e+000 +2.2587e+000 +1.1393e+000 -6.1214e+000 +4.2823e+000 +2.7186e+000 -2.3178e+000 -3.4308e+000 +4.9859e+000 -1.5831e+000 -1.3876e+000 +2.2759e+000 +3.2504e+000 -1.1751e+000 +3.5880e+000 +4.6173e+000 -2.5736e+000
100 +8.389966297e+008 +8.389966297e+008 +8.389960086e+008 +8.389960086e+008 -1.4206e+000 +6.2771e+000 -2.0420e+000 +4.0594e-001 -3.0618e+000 +3.0454e+000 -3.5835e-001 +8.8688e+000 -1.0132e-001 -4.7990e+000 -5.3484e+000 +8.6901e+000 -3.2670e+000 -3.5421e+000 +2.3850e+000 -1.0486e-001 -2.6287e+000 +3.8070e+000 +8.4838e+000 -6.0094e-001
127 +6.150722430e+008 +6.150722430e+008 +6.150716219e+008 +6.150716219e+008 -4.4891e+000 +2.7914e+000 +1.9274e+000 -1.5806e+000 +2.4465e+000 +5.3614e+000 -1.1049e+000 +5.4085e+000 +2.6455e+000 -4.5191e+000 -4.5556e+000 +8.3257e-001 -1.8704e+000 +9.4759e-001 +4.7486e+000 +1.0806e+000 -3.3791e+000 -5.5660e+000 +3.0630e+000 -1.4946e+000
166 +3.151393169e+008 +3.151393169e+008 +3.151386958e+008 +3.151386958e+008 +1.5049e+000 +3.6232e+000 -1.8288e+000 -1.1719e-001 +4.6548e-001 +4.5416e-001 +7.2496e-001 +3.9704e+000 +1.4158e+000 -3.8939e+000 -1.1072e+000 +7.6101e+000 -3.4548e+000 -1.9736e+000 +3.7788e+000 +2.1060e+000 +2.2894e+000 +7.5171e-001 +5.8880e+000 -2.3378e+000
205 +3.026066821e+008 +3.026066821e+008 +3.026060610e+008 +3.026060610e+008 -2.8555e+000 +4.4599e+000 -1.3529e+000 -1.3619e+000 +4.3512e-001 +1.5003e+000 +4.6989e-001 +6.8277e+000 -7.5224e-002 -2.2445e+000 -1.5238e+000 +4.9842e+000 -2.2889e+000 -1.1498e+000 +3.3948e+000 +3.9630e+000 -2.0121e+000 +1.1955e+000 +6.2594e+000 -3.6786e+000
218 +2.816196974e+008 +2.816196974e+008 +2.816190762e+008 +2.816190762e+008 +2.1642e-001 +3.8035e+000 -5.0509e-001 +1.4339e+000 +6.7612e-002 +1.9216e+000 -8.5852e-002 +9.0804e+000 +5.6163e+000 -2.5886e+000 -8.6961e-001 +4.7988e+000 -1.1453e+000 +2.7010e-001 +5.4221e+000 +1.7900e+000 +3.5959e-002 +3.2070e-001 +4.8445e+000 -3.8979e+000
227 +2.744623067e+008 +2.744623067e+008 +2.744616856e+008 +2.744616856e+008 +1.2410e+000 +3.8337e+000 -1.0897e+000 +3.9156e+000 -2.7667e+000 -7.8250e-001 +1.8069e-001 +4.7719e+000 +2.3795e+000 -5.7193e+000 -5.4172e-001 +6.7377e+000 -5.5105e-001 +1.3933e-001 +4.6195e+000 +1.6755e-001 -1.1121e+000 +8.3070e-001 +8.6552e+000 -9.8409e-001
297 +2.660722549e+008 +2.660722549e+008 +2.660716338e+008 +2.660716338e+008 -5.0791e+000 +5.9729e+000 -4.4620e+000 +5.8471e-001 +7.8332e-001 +9.1460e-001 -2.0594e+000 +7.9783e+000 +2.0543e-001 +3.9697e-001 -3.2609e-001 +5.5549e+000 -1.4093e+000 +1.1604e+000 +3.5025e+000 +5.0166e-001 -1.0799e+000 +2.4927e+000 +3.9652e+000 +4.3182e-001
323 +2.602490396e+008 +2.602490396e+008 +2.602484185e+008 +2.602484185e+008 -2.0912e+000 +3.3030e+000 +2.6992e+000 -1.3487e+000 -2.6742e+000 +1.9487e-002 +4.5574e+000 +5.7464e+000 +2.1429e+000 -6.5583e+000 +6.8021e-001 +4.6380e+000 -3.1419e+000 -2.0128e+000 +5.5693e+000 +9.1091e-001 +1.4568e+000 +3.4493e+000 +7.7131e+000 -3.9421e+000
