% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.252322259e+005 +7.252322259e+005 +7.252681259e+005 +7.252681259e+005 +2.3177e+000 +2.0524e+000 -1.4981e-001 -2.9669e-001 -8.5305e-001 -8.7687e-001 -2.0753e+000 -1.7267e+000 +1.2163e+000 -3.2103e+000 +1.2893e+000 -3.0430e+000 +1.7655e+000 -3.0543e+000 -1.5541e+000 +1.0859e+000 -2.6780e+000 +1.3831e+000 -2.3763e+000 -3.1863e+000
5 +6.724774838e+005 +6.724774838e+005 +6.725133838e+005 +6.725133838e+005 +3.7752e+000 +1.1439e+000 -3.6086e-001 +5.0157e-001 -1.6892e+000 -1.0459e+000 -3.1780e+000 -1.0804e+000 +1.2383e+000 -7.2581e-001 +1.7238e+000 -3.0602e+000 +8.1592e-002 -4.3933e+000 -1.3326e+000 -1.1941e+000 -2.8578e+000 +3.4494e+000 -2.2769e+000 -2.1764e+000
11 +6.084217753e+005 +6.084217753e+005 +6.084576753e+005 +6.084576753e+005 +2.5847e+000 +1.8103e+000 +1.3955e-001 +7.2585e-002 -2.0594e+000 -9.3217e-001 -1.3064e-001 -5.5962e-001 +1.9122e+000 -7.1528e-001 +2.7729e+000 -2.3448e+000 -4.0768e-001 -4.0242e+000 +4.1591e-001 -3.9550e-002 -1.8462e+000 +3.1183e+000 -1.7191e+000 -2.6853e+000
14 +5.981836132e+005 +5.981836132e+005 +5.982195132e+005 +5.982195132e+005 +4.3856e+000 +6.7491e-001 +3.9379e-002 -1.0028e-001 -1.5333e+000 -6.6313e-002 -1.7951e+000 -2.1979e+000 +1.3478e+000 -9.7139e-001 +1.2917e+000 -2.0812e+000 -4.5886e-003 -3.0711e+000 -1.4614e+000 +4.2593e-002 -3.3063e+000 +4.1138e+000 -2.8090e+000 -3.0372e+000
15 +5.716613782e+005 +5.716613782e+005 +5.716972782e+005 +5.716972782e+005 +2.7077e+000 +2.0787e+000 +4.9302e-001 -5.0071e-001 -1.2157e+000 -1.4006e+000 -2.1828e+000 -4.2015e-001 +2.1584e+000 -6.7468e-001 -1.5060e+000 -3.0013e+000 +4.2073e-001 -4.2418e+000 -2.0312e+000 -1.7005e+000 -2.9322e+000 +3.5045e+000 -2.3363e+000 -3.2256e+000
52 +5.460805676e+005 +5.460805676e+005 +5.461164676e+005 +5.461164676e+005 +1.9902e+000 +1.1236e+000 +2.9639e-001 +4.6496e-001 -1.2978e+000 -2.8876e+000 -2.5223e+000 -1.5835e+000 +2.5215e+000 -7.7066e-001 +4.2447e-001 -2.7515e+000 +6.0493e-001 -3.8438e+000 -1.7696e+000 -4.6631e-001 -2.3237e+000 +3.3418e+000 -2.5528e+000 -3.2274e+000
139 +5.305315906e+005 +5.305315906e+005 +5.305674906e+005 +5.305674906e+005 +3.7495e+000 +1.6188e+000 +2.5500e-001 +3.0350e-001 -1.0514e+000 -2.0485e+000 -2.1681e+000 -8.7047e-001 -3.6061e-001 -4.5671e-001 +1.5847e+000 -1.0236e+000 +7.5129e-001 -3.8933e+000 -3.4237e+000 -2.6903e+000 -1.9194e+000 +3.9851e+000 -3.3855e+000 -3.5784e+000
182 +4.888025692e+005 +4.888025692e+005 +4.888384692e+005 +4.888384692e+005 +2.9587e+000 +1.6270e+000 +4.3068e-001 -4.7659e-001 -1.5167e+000 -3.0085e+000 -2.0326e+000 -1.6368e+000 +1.4433e+000 -1.1129e+000 +1.5277e+000 -2.0436e+000 +5.7393e-001 -4.2854e+000 -1.7787e+000 -2.2993e+000 -3.2399e+000 +3.5116e+000 -2.4648e+000 -3.7588e+000
215 +4.525150592e+005 +4.525150592e+005 +4.525509592e+005 +4.525509592e+005 +2.4456e+000 +1.6927e+000 +1.4210e-001 +3.9681e-001 -1.4133e+000 -1.8915e+000 -2.0923e+000 -1.1104e+000 +2.0260e+000 -7.3299e-001 +1.1590e+000 -1.6703e+000 +9.8935e-001 -3.7480e+000 -1.6789e+000 -4.7394e-001 +2.0051e-001 +4.4396e+000 -2.1582e+000 -3.6795e+000
222 +3.526296099e+005 +3.526296099e+005 +3.526655099e+005 +3.526655099e+005 +5.1612e-001 +3.1029e+000 +6.0220e-001 +1.2711e+000 -1.6658e+000 -2.5165e+000 -2.5222e+000 -2.3277e+000 +2.0580e+000 -1.1878e+000 +8.5753e-001 -5.5457e-001 -7.9010e-001 -3.7667e+000 -2.3332e+000 -2.3098e+000 -2.9305e+000 +3.5322e+000 -3.0980e+000 -2.4102e+000
