% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.657344141e+005 +2.657344141e+005 +2.651879141e+005 +2.651879141e+005 +2.2073e+000 +2.5054e+000 -1.1368e+000 -3.3139e-001 +7.3211e+000 +3.3305e+000 -4.4617e-001 -2.8166e+000 -4.4041e+000 +2.7315e+000 -3.8862e-001 -2.0636e+000 +3.1273e+000 +2.3678e+000 +2.0259e+000 -6.9262e+000 -5.2915e-001 +5.7940e+000 -5.6937e+000 +3.3922e+000
2 +5.959668848e+004 +5.959668848e+004 +5.905018848e+004 +5.905018848e+004 +3.9648e+000 +1.5691e+000 -1.9924e+000 -9.7222e-002 +6.2488e+000 +2.8700e+000 -1.6681e+000 -1.4358e+000 -3.0738e+000 +1.7670e+000 +6.3092e-001 +2.7410e+000 +1.8578e-001 +3.1126e+000 +5.3683e+000 -1.1147e+000 +9.9097e-001 +1.6183e+000 -2.2834e+000 +2.7729e+000
73 +4.868742833e+004 +4.868742833e+004 +4.814092833e+004 +4.814092833e+004 +7.7115e-001 +8.2361e-001 +3.2502e+000 -1.6914e+000 +6.1155e+000 +2.6253e+000 -6.9001e-001 +1.3001e+000 -3.2285e-001 +4.2118e+000 -1.4693e+000 +2.5047e+000 -3.7864e+000 -2.9202e+000 +1.9752e+000 -3.0286e+000 +2.7012e+000 +1.2596e+000 -2.4140e+000 +3.2853e+000
126 +4.422018650e+004 +4.422018650e+004 +4.367368650e+004 +4.367368650e+004 +2.3116e+000 +1.1548e+000 -2.3729e+000 -4.3130e-001 +6.8399e+000 +1.1704e+000 -2.2857e-002 +2.9179e+000 -2.3958e+000 +4.2215e+000 +2.9400e-001 +1.9147e+000 -1.3462e+000 +2.2814e+000 +2.6000e+000 -1.9947e+000 +9.7939e-001 -7.6106e-001 -3.9720e+000 +5.7328e-001
157 +2.906507759e+004 +2.906507759e+004 +2.851857759e+004 +2.851857759e+004 +2.3065e+000 -2.3885e-001 +1.0844e+000 -7.9559e-001 +6.0236e+000 +3.7543e+000 -3.3605e+000 +7.4736e-001 -3.0322e+000 +4.8695e+000 -1.0916e+000 +2.9814e+000 -2.0002e+000 -1.5346e+000 +3.2168e+000 -2.8940e+000 -1.5841e-001 -7.6419e-001 -7.0715e-001 +2.1554e-001
227 +1.233009036e+004 +1.233009036e+004 +1.178359036e+004 +1.178359036e+004 +2.1259e+000 +4.6806e+000 +3.0132e+000 +2.4728e+000 +1.8917e+000 +2.1405e+000 -2.7417e-001 +1.1973e-001 -2.6359e+000 +3.6118e+000 -4.7190e-001 -7.3660e-001 -8.6638e-001 -1.4104e+000 +3.0139e+000 -2.1090e+000 +3.2182e-001 -1.8568e-001 -1.3739e+000 +1.5888e+000
376 +1.127593597e+004 +1.127593597e+004 +1.072943597e+004 +1.072943597e+004 +2.8061e-001 +2.2129e+000 -3.4705e-002 -1.9693e-001 +3.2614e+000 +1.7274e+000 -1.9290e+000 +6.5240e-001 -3.5505e+000 +3.9068e+000 +4.4763e-001 +5.1131e-001 -2.6608e-001 -9.4466e-001 +2.5456e+000 -2.9194e+000 +2.6195e+000 -1.0513e+000 -3.4397e+000 +7.3413e-001
419 +9.090175611e+003 +9.090175611e+003 +8.543675611e+003 +8.543675611e+003 +3.6741e+000 +1.2105e-001 -1.9177e+000 -1.1279e+000 +1.6911e+000 +1.0112e+000 +5.9547e-001 +8.2560e-001 -3.4719e+000 +2.6623e+000 +4.7378e-001 +1.2507e+000 -9.4875e-001 -2.0645e+000 +1.8174e+000 +3.8798e-001 +1.5386e+000 +5.3463e-001 -2.6321e+000 +8.0751e-001
469 +4.663225259e+003 +4.663225259e+003 +4.116725259e+003 +4.116725259e+003 -1.0321e+000 +2.8829e+000 -1.4838e+000 +5.1836e-001 +3.1286e+000 +1.2361e+000 -3.1854e+000 +4.2430e-001 -3.3937e+000 +2.3445e+000 -5.0756e-001 -1.6272e-001 +1.4189e-001 -2.0126e+000 +2.5762e+000 -1.9407e+000 +1.0764e+000 -3.6274e-001 -3.0931e+000 -3.5373e-001
501 +3.967083605e+003 +3.967083605e+003 +3.420583605e+003 +3.420583605e+003 -7.1050e-001 +1.5414e+000 -4.1363e-001 -3.1499e-001 +2.4198e+000 -2.7471e+000 -2.2397e+000 +1.5024e+000 -1.3702e+000 -4.4077e-002 +1.4082e+000 +8.3626e-001 -4.0223e-001 -1.2307e+000 +1.0461e+000 -7.1586e-001 +1.4831e+000 -7.5549e-002 -1.2466e+000 +3.2017e+000
