% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.175402052e+003 +4.175402052e+003 +3.713312052e+003 +3.713312052e+003 +1.9866e+000 +2.4771e+000 +5.6410e+000 +1.9401e+000 +2.3414e+000 -1.7171e+000 +3.5260e+000 +2.9150e+000 -2.4541e+000 -3.9502e+000 +5.9452e+000 +1.2498e+000 +6.3707e+000 -4.4074e+000 +8.9242e-001 +3.1741e+000 -2.1624e+000 +2.2122e+000 -2.4864e+000 -9.1096e-001
2 +3.394598848e+003 +3.394598848e+003 +2.932508848e+003 +2.932508848e+003 +3.7746e+000 +9.4242e+000 +3.6649e+000 +6.9175e-001 +2.7349e+000 +2.2227e+000 +2.5230e+000 -2.5153e-001 -3.1894e+000 -3.7969e+000 +8.4153e-001 -1.7118e+000 -2.3174e+000 -5.5158e+000 +4.6169e+000 +2.7899e+000 +6.6859e-001 -3.4583e+000 -8.1675e+000 +7.5358e-001
3 +2.423220655e+003 +2.423220655e+003 +1.961130655e+003 +1.961130655e+003 +1.0189e+000 +3.6081e+000 +4.5798e+000 +3.4419e+000 -1.2217e-001 -4.4660e+000 +3.1378e+000 +5.8351e+000 -3.5244e+000 -6.0755e+000 -5.0329e-001 -3.8866e+000 +3.1056e+000 -2.0276e+000 +2.8511e+000 +2.7681e+000 -3.4844e-001 +2.0680e+000 -5.3820e+000 +1.6056e+000
7 +2.183116344e+003 +2.183116344e+003 +1.721026344e+003 +1.721026344e+003 -6.9926e+000 +6.0229e+000 +9.8369e-001 +1.7425e+000 +2.2695e+000 -4.8828e-001 +3.9303e+000 +2.9951e+000 -7.5697e+000 -9.2066e+000 -4.4990e-001 -3.7635e+000 +4.6824e+000 -7.7700e-001 +1.7829e+000 -1.8166e+000 -4.3651e+000 -7.0241e+000 -9.3897e-001 +1.8127e+000
9 +2.019223600e+003 +2.019223600e+003 +1.557133600e+003 +1.557133600e+003 +3.3160e+000 +3.6905e+000 +3.2257e+000 +4.9460e+000 -9.8198e-001 +1.0822e+001 +2.8486e+000 +4.0084e+000 -5.0539e+000 -4.3087e+000 -1.4737e-001 +3.5570e+000 +2.2458e+000 -7.9905e+000 -2.2566e+000 -1.5154e+000 -5.5634e+000 +3.7915e+000 -4.5728e+000 +1.1692e+000
10 +1.056200602e+003 +1.056200602e+003 +5.941106016e+002 +5.941106016e+002 +8.1705e+000 +4.5773e+000 +4.9853e+000 -1.3029e+000 +2.9261e+000 +2.6463e+000 +2.0342e+000 +6.2838e+000 -1.2966e+000 -4.2719e+000 +1.7735e+000 -1.1539e+000 +3.3401e+000 -3.1764e+000 +1.1831e+000 -3.8395e+000 -3.8071e+000 -8.1329e-001 -5.5737e+000 +1.4886e+000
26 +7.040081911e+002 +7.040081911e+002 +2.419181911e+002 +2.419181911e+002 -2.2932e+000 +1.6669e+000 +4.7303e+000 +8.8178e-001 +1.4406e+000 -2.1181e+000 +6.1817e+000 +3.8487e+000 -6.9083e+000 +1.2218e+000 -1.7721e+000 -4.6215e+000 +3.0169e-001 -4.7676e+000 +2.1145e+000 -4.6832e+000 -2.5014e+000 +4.0460e+000 -1.8921e+000 -2.5897e-001
153 +6.541234539e+002 +6.541234539e+002 +1.920334539e+002 +1.920334539e+002 +2.1326e+000 -1.0548e+000 +3.4699e+000 -2.7718e+000 +1.3039e+000 +3.9836e+000 -2.2058e+000 +9.8044e-001 -2.3387e-001 +3.3448e+000 +1.7689e-001 -3.7089e+000 +1.5277e+000 -8.9320e-001 +2.6775e-001 -3.4324e+000 -2.6624e+000 -1.0251e+000 -3.2000e+000 +1.5775e+000
260 +4.759009101e+002 +4.759009101e+002 +1.381091014e+001 +1.381091014e+001 +2.8490e+000 +1.6478e+000 +5.4808e-001 +5.1336e-001 +3.1877e+000 -1.5904e+000 +4.0490e+000 +3.7786e+000 -4.1790e+000 -2.8573e+000 -1.3900e+000 -5.3414e+000 -1.0299e+000 -2.2245e+000 +6.0908e-001 -4.7138e+000 +3.3565e-001 +2.2592e+000 -3.9072e+000 -6.7454e-001
318 +4.492607015e+002 +4.492607015e+002 -1.282929853e+001 -1.282929853e+001 -2.4078e+000 +3.7126e+000 +6.8394e+000 +1.0217e+000 +8.9895e-001 -3.9968e-001 +1.4226e+000 +3.1994e+000 -8.6188e-001 -7.6816e-001 -7.8555e-001 -6.1126e+000 +1.9154e-002 -2.4834e+000 +2.3371e-001 -1.9483e+000 -2.7574e+000 +3.1911e+000 -3.9725e+000 +3.1520e-001
