% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.388977672e+005 +2.388977672e+005 +2.390215972e+005 +2.390215972e+005 -6.7863e-001 -1.2331e+000 +5.5551e+000 -1.4264e+000 +5.2692e-001 +1.4204e+000 +3.2117e+000 -2.5178e+000 +1.7898e-002 +2.9363e+000 -6.9216e+000 -1.7352e+000 -4.2008e+000 -2.5493e+000 -3.5556e-001 -3.3091e+000 -4.8928e+000 -1.7719e+000 +3.9153e+000 +1.4500e+000
3 +1.889363112e+005 +1.889363112e+005 +1.890601412e+005 +1.890601412e+005 +1.0718e+000 -4.4002e+000 -1.9964e+000 +2.1778e+000 +1.4325e+000 -9.9865e-001 +2.3106e+000 -6.8803e-001 -1.9408e+000 +2.0628e-001 -3.0474e+000 +3.5229e-001 -4.3985e+000 -3.8453e+000 +1.8513e+000 -3.5525e+000 -3.2875e+000 -4.0144e+000 +1.5165e+000 +1.6275e+000
5 +1.551884489e+005 +1.551884489e+005 +1.553122789e+005 +1.553122789e+005 +1.8330e+000 -6.1395e-001 -3.8462e+000 -3.5892e+000 +1.7690e-001 +1.3707e+000 +1.7581e+000 -4.5949e-001 -2.1233e+000 +3.5432e+000 -3.2965e+000 +1.8125e+000 -2.3240e+000 +9.0398e-001 +5.2481e-001 -3.5210e+000 -1.6167e+000 -5.0070e+000 +3.0531e+000 +1.1016e+000
111 +1.531858176e+005 +1.531858176e+005 +1.533096476e+005 +1.533096476e+005 +4.5031e-001 +1.4259e+000 -3.0680e+000 -9.8641e-001 -2.6882e+000 +1.3333e+000 +1.4772e+000 +6.6286e-001 +7.7658e-001 +2.3791e+000 -4.7832e+000 -4.1876e-001 -2.3078e+000 +6.7665e-001 -2.7540e+000 -2.4913e+000 -5.0546e+000 -3.9791e+000 +3.3373e+000 +1.3254e+000
119 +1.282683509e+005 +1.282683509e+005 +1.283921809e+005 +1.283921809e+005 -2.5240e-001 +2.0870e-001 -2.7215e+000 +2.8259e-001 +6.3684e-001 -3.6677e+000 +1.3921e+000 +6.1679e-001 +3.4941e-001 +1.1443e+000 -4.1666e+000 -8.1775e-001 -3.9950e+000 -3.6299e+000 +8.8165e-001 -5.3974e+000 -3.8987e+000 -2.0909e+000 +3.7551e+000 +4.9765e-001
123 +9.881893591e+004 +9.881893591e+004 +9.894276591e+004 +9.894276591e+004 -3.5592e+000 -9.6379e-001 +1.1154e-001 -3.1276e+000 +1.1378e+000 +7.6838e-001 +2.1312e+000 -1.9015e+000 +2.4855e-001 +1.6922e+000 -7.9778e-001 +7.2591e-001 -2.2390e+000 -3.7125e+000 +6.8518e-001 -1.9379e+000 -3.1734e+000 -1.2954e-002 +5.3066e+000 +2.1682e-001
216 +8.799934629e+004 +8.799934629e+004 +8.812317629e+004 +8.812317629e+004 -2.3155e-001 +2.9171e+000 -1.7697e+000 -1.9624e+000 -2.7065e+000 +6.2110e-001 +1.6279e+000 +8.2502e-001 -4.9706e-001 +8.1439e-001 -2.3633e+000 -1.0605e+000 -2.0275e+000 -1.4620e+000 -4.7177e-001 -4.0303e+000 -1.8288e+000 -2.7102e+000 +3.2026e+000 +5.5946e+000
262 +6.970583905e+004 +6.970583905e+004 +6.982966905e+004 +6.982966905e+004 -9.0016e-001 -1.0255e+000 -4.0874e+000 -8.7001e-001 +1.3469e+000 +6.5130e-001 +1.4398e+000 +3.3965e-001 -2.6429e+000 +2.2173e+000 -8.5764e-001 -1.6654e+000 -2.0834e+000 +4.6667e+000 +1.9334e+000 -3.1971e+000 -3.2685e+000 +8.4774e-001 +3.3108e+000 +1.5770e+000
312 +6.631769756e+004 +6.631769756e+004 +6.644152756e+004 +6.644152756e+004 +1.6186e+000 -4.4480e-001 +1.8305e+000 -1.2991e-001 +2.7629e-002 +2.6875e+000 -1.0708e+000 +5.2282e-001 -1.1122e+000 +1.7487e+000 -2.1258e+000 -9.9264e-001 -4.0989e+000 -2.9353e+000 +1.4039e+000 -3.1970e+000 -4.3919e+000 -2.2698e+000 +1.8959e+000 +2.0598e+000
332 +6.502228067e+004 +6.502228067e+004 +6.514611067e+004 +6.514611067e+004 -1.2552e+000 -1.0975e+000 -2.1305e+000 -2.6387e+000 -7.3727e-001 -9.7480e-001 +5.2953e-001 -4.3782e-001 -1.8565e+000 +1.3688e-001 -3.2803e+000 -1.2567e+000 -2.2400e+000 -6.9038e-001 -2.3903e+000 -2.5380e+000 -1.5462e+000 +2.2223e+000 -3.2617e+000 +3.1335e+000
347 +5.419552779e+004 +5.419552779e+004 +5.431935779e+004 +5.431935779e+004 -6.5212e-001 -1.1497e+000 -1.3362e+000 -6.1416e-001 -2.3727e+000 +1.0912e+000 +1.6454e+000 +9.6079e-001 -5.3205e-001 +6.0666e-001 -4.4870e+000 -3.2051e-001 -3.5294e+000 +4.2580e-001 -1.2750e+000 -4.5392e+000 -2.0517e+000 +7.7727e-001 +1.8439e+000 +2.5999e+000
405 +5.092733451e+004 +5.092733451e+004 +5.105116451e+004 +5.105116451e+004 -7.6989e-001 -1.1646e+000 -2.6137e+000 -7.2482e-001 +2.4364e-001 +1.1224e+000 +1.0457e+000 -6.4599e-002 -2.6430e+000 -1.7024e+000 -2.4758e+000 -2.3343e-001 -3.1808e+000 -2.0372e+000 -8.7492e-001 -2.2156e+000 -2.8650e+000 -9.1835e-001 +1.8468e-001 +3.7701e+000
436 +4.072229388e+004 +4.072229388e+004 +4.084612388e+004 +4.084612388e+004 +2.7819e+000 -1.9875e+000 -1.4339e+000 +6.5660e-001 +1.8165e-001 -2.7302e-001 -3.5699e+000 -1.5023e-001 +3.1864e-001 +2.6085e+000 -1.3327e+000 -2.0780e+000 -3.5574e+000 -1.7866e+000 +2.1594e-001 -3.0945e+000 -2.4356e+000 +4.8516e-001 +4.6438e-001 -6.6499e-001
518 +1.647652203e+004 +1.647652203e+004 +1.660035203e+004 +1.660035203e+004 +1.9614e-002 +9.4898e-001 -1.1073e+000 -2.8842e-001 +4.2491e-001 +5.7580e-001 -1.0671e+000 +4.4539e-001 -1.4979e+000 -7.9990e-002 -1.3409e+000 -3.9220e-001 -4.0870e+000 -4.9168e-001 +6.4850e-001 -2.7553e+000 -2.8259e+000 -2.6443e-001 +1.5560e+000 +9.5226e-001
615 +1.187257304e+004 +1.187257304e+004 +1.199640304e+004 +1.199640304e+004 +2.6493e-001 +3.0063e-001 -8.2138e-001 -3.7189e-002 +6.2920e-001 +8.2171e-001 +2.4294e-001 +4.8401e-002 -1.3559e+000 +1.6666e+000 +9.1993e-001 -1.5040e+000 -2.9575e+000 +2.1688e-002 +9.9812e-001 -2.4564e+000 -2.7570e+000 +1.4218e+000 +2.7223e+000 -9.5648e-001
621 +8.375021221e+003 +8.375021221e+003 +8.498851221e+003 +8.498851221e+003 -1.0015e+000 +1.0801e+000 -7.8955e-001 +7.4401e-001 +5.3726e-001 +1.8889e+000 +2.2691e-001 -1.1735e+000 -6.7893e-002 -1.5345e+000 +4.0519e-001 -1.2851e+000 -3.3353e+000 -4.3900e-001 +1.8400e+000 -2.4442e+000 -1.9776e+000 -9.6884e-002 +1.7000e+000 -5.4723e-001
808 +6.368069312e+003 +6.368069312e+003 +6.491899312e+003 +6.491899312e+003 +8.7121e-001 -4.7004e-001 -1.0081e+000 +1.0742e-001 +1.3950e+000 +1.5177e-002 +1.8492e+000 -4.0687e-001 +6.7143e-002 -1.4883e-001 -1.6513e+000 -6.7742e-001 -1.4837e+000 +3.1178e-001 +7.7407e-001 -2.0920e+000 -3.1509e+000 -7.7617e-001 +1.9284e+000 -3.0484e-001
1006 +6.180418327e+003 +6.180418327e+003 +6.304248327e+003 +6.304248327e+003 -1.0144e+000 +1.7424e+000 +7.3803e-001 +5.8795e-001 +1.2349e+000 +1.4035e-001 +3.1769e+000 -1.9364e+000 -8.0577e-001 +1.4306e-001 -1.9727e+000 -2.0094e-001 -2.6238e+000 -9.2016e-002 +1.7287e+000 -2.2970e+000 -1.5598e+000 +2.4147e-001 +8.0538e-001 -1.4062e+000
1091 +4.509467898e+003 +4.509467898e+003 +4.633297898e+003 +4.633297898e+003 -2.3719e-001 +3.6124e-001 -9.6221e-002 +7.1493e-001 +5.5737e-001 +1.0139e+000 +9.9328e-001 -7.4526e-001 -3.5149e-001 +3.7112e-001 -1.8203e+000 -6.1389e-001 -2.0727e+000 -8.6588e-001 +7.0555e-001 -2.1961e+000 -1.1939e+000 -9.2846e-001 +1.7433e+000 +7.4559e-001
