% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.070004548e+002 +8.070004548e+002 +7.044504548e+002 +7.044504548e+002 +8.0112e+000 +7.7210e+000 -1.6546e+000 -1.3032e+001 +4.5344e+000 +1.8765e+000 +2.3034e+000 -1.8304e-001 +1.0201e+000 +9.4449e-002 +2.7188e-001 +3.5981e+000 +4.0619e+000 +2.7630e+000 +6.8119e+000 -1.1657e+001 -2.6203e+000 -4.9562e+000 -9.9096e-001 +4.5949e+000
3 +4.888706583e+001 +4.888706583e+001 -5.366293417e+001 -5.366293417e+001 +3.7375e+000 -1.2960e+000 -1.7470e+000 -2.3734e+000 +4.8850e+000 +1.7809e+000 +4.2736e+000 +1.4053e-001 +3.3552e+000 -2.2310e+000 +1.7951e+000 +1.3030e+000 -1.6447e+000 -4.5024e+000 -6.8226e-001 -4.5805e-001 +3.6326e+000 -1.6145e+000 -3.1121e+000 +2.4469e+000
4 +4.402285197e+001 +4.402285197e+001 -5.852714803e+001 -5.852714803e+001 +2.8531e+000 -4.7926e+000 -4.2173e+000 -2.2491e+000 +9.5844e-001 +2.0063e-001 +3.1656e+000 +4.9868e+000 +4.9493e+000 -2.6350e+000 +3.3555e+000 +1.7701e+000 -1.3073e+000 -1.5534e+000 -4.3527e-001 -2.9155e+000 +6.9322e-001 +9.8479e-001 +3.5782e+000 -1.8439e+000
24 +3.864118662e+001 +3.864118662e+001 -6.390881338e+001 -6.390881338e+001 +3.8431e+000 -1.9310e+000 +1.1527e+000 -3.6499e+000 +1.6237e+000 +3.4674e+000 +4.6113e+000 +7.8989e-001 +2.1805e+000 -3.0102e+000 +2.8665e+000 -3.0555e+000 +4.4049e-001 +1.7977e+000 +8.0833e-001 -3.4939e+000 +1.6247e+000 -4.8229e-001 +1.6329e-001 +1.5042e-001
121 +3.484988675e+001 +3.484988675e+001 -6.770011325e+001 -6.770011325e+001 +4.7664e-001 -2.2484e+000 -3.2860e+000 -5.1191e+000 +1.6634e+000 +3.1829e+000 +3.4543e+000 +5.4173e+000 +2.9720e+000 -7.2964e-002 -1.1186e+000 -9.5537e-001 -1.1289e-001 +1.0792e+000 -2.0157e+000 -1.7941e+000 -8.3823e-001 -2.8368e+000 -2.2823e+000 +9.7228e-001
136 +3.126886591e+001 +3.126886591e+001 -7.128113409e+001 -7.128113409e+001 +3.6640e-001 -1.9621e+000 -3.3824e+000 -3.1249e+000 +6.0227e+000 +2.8585e+000 +1.1243e-001 +1.3725e+000 +1.4232e+000 -4.0821e+000 +1.4546e+000 -3.5545e+000 -5.5378e-001 +6.8892e-001 -5.1542e-001 -3.3362e+000 -1.3722e+000 -2.5822e+000 -2.2541e+000 +2.5861e+000
193 +2.528616509e+001 +2.528616509e+001 -7.726383491e+001 -7.726383491e+001 +2.6884e+000 -2.5445e-001 -3.6156e+000 -1.7848e+000 +4.5747e+000 +1.2571e+000 +2.5442e-001 +3.2453e-001 +2.9032e+000 -3.6202e+000 +1.5589e+000 -1.2283e+000 +5.1155e-001 +1.3425e+000 -3.2488e+000 -1.2595e+000 -3.9138e+000 -2.0405e+000 -1.1422e+000 +5.1455e-001
202 +2.050396061e+001 +2.050396061e+001 -8.204603939e+001 -8.204603939e+001 +2.9940e+000 -2.1393e+000 -1.7414e+000 -1.8659e+000 -2.3189e-001 +3.2367e+000 +3.8549e+000 +6.5749e-001 +2.1745e+000 -3.8181e+000 +3.9439e+000 -1.1816e+000 -1.5200e+000 -1.3209e+000 -1.7673e+000 -1.5251e+000 -7.5915e-001 +5.3629e-001 +1.3033e+000 +1.8234e+000
340 +1.965430445e+001 +1.965430445e+001 -8.289569555e+001 -8.289569555e+001 +3.2920e+000 -2.3525e+000 -7.7305e-001 -8.4092e-001 -2.7070e+000 +1.8618e+000 +2.5471e+000 +1.0934e+000 -3.1634e-001 -2.8323e+000 -3.7883e-001 -4.6472e+000 -1.0180e+000 -1.7908e+000 -1.9017e+000 -3.8866e+000 +1.0633e+000 -1.9648e+000 -1.3752e+000 +4.8465e-001
344 +1.721763003e+001 +1.721763003e+001 -8.533236997e+001 -8.533236997e+001 +2.4239e+000 -1.6824e+000 +3.3080e-001 -5.6852e+000 -1.2927e+000 +1.8641e+000 +1.1230e+000 +1.6252e+000 +1.9327e+000 -2.3446e+000 +1.5858e+000 -2.7498e+000 -4.3758e-001 -1.0001e-001 +2.8194e+000 -2.5331e+000 +8.1110e-002 -2.1921e+000 +8.2362e-001 +1.4906e+000
381 +1.646605660e+001 +1.646605660e+001 -8.608394340e+001 -8.608394340e+001 +2.2035e+000 -1.5778e+000 +2.4852e+000 -7.1343e-001 +1.0093e+000 +2.8567e-001 +2.4657e+000 -2.7462e-001 +1.9930e+000 +1.4107e+000 +3.1092e+000 -3.3182e+000 +1.1400e+000 -1.2068e+000 -1.0605e+000 -1.7377e+000 -2.8071e-001 -4.5158e+000 -1.5222e-001 +9.2180e-001
441 +1.503471713e+001 +1.503471713e+001 -8.751528287e+001 -8.751528287e+001 +2.2570e+000 -1.8513e+000 -5.7992e-001 -3.7922e+000 +1.9533e+000 +1.0758e+000 -3.7103e-001 -1.1913e+000 +2.2023e+000 -3.4853e+000 -1.2927e+000 -1.7373e+000 -2.4277e+000 -3.3198e-001 -4.0829e-001 -1.1154e+000 +2.1329e-001 -3.3343e+000 -3.6386e-003 +2.9123e-001
