% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.634433896e+002 +8.634433896e+002 +8.465033896e+002 +8.465033896e+002 +2.4500e-001 +4.9060e+000 -4.8760e+000 +4.1301e+000 +5.9256e+000 +2.6372e+000 -2.0568e+000 -6.0373e+000 +9.9748e-001 +2.9499e+000 -6.2292e+000 +9.2758e+000 -5.4273e+000 +8.0156e+000 -5.6880e+000 -4.9008e+000 -2.7005e+000 -5.6960e+000 -6.3570e+000 -6.3566e+000
2 +7.684630548e+002 +7.684630548e+002 +7.515230548e+002 +7.515230548e+002 +1.6647e+000 +2.4509e+000 -7.1359e-001 +5.6531e+000 +5.2895e+000 -1.3266e-001 -6.8659e+000 -3.1271e+000 +1.6848e+000 +2.6972e+000 -3.8509e+000 +3.0190e+000 -4.2518e+000 +6.7834e+000 -5.2163e+000 -4.5710e+000 +1.0706e+000 -5.4611e-001 +7.8514e-001 +4.8322e+000
6 +4.697292517e+002 +4.697292517e+002 +4.527892517e+002 +4.527892517e+002 +3.2798e+000 +4.1189e-001 -2.7178e+000 -4.7331e-001 -2.8403e+000 +5.8564e+000 +9.5302e-001 -4.8882e+000 +1.2579e+000 +1.4591e+000 -4.3744e-003 +6.0683e+000 -4.1548e+000 +2.4411e+000 -3.9309e+000 -5.8992e+000 -5.3307e+000 -9.8703e+000 +2.6037e+000 +2.6848e+000
7 +4.001256576e+002 +4.001256576e+002 +3.831856576e+002 +3.831856576e+002 +1.5749e+000 +3.0728e+000 -1.8688e+000 +1.9188e+000 -4.2061e-001 +5.2099e+000 -8.1656e-001 -1.8617e+000 +2.3540e+000 +5.5077e-001 +7.6999e-001 +2.9974e+000 -7.3453e+000 +7.1493e+000 -7.9757e+000 -6.5954e+000 -7.3480e-001 -3.1097e+000 -2.3892e+000 +6.2182e+000
8 +8.052476142e+001 +8.052476142e+001 +6.358476142e+001 +6.358476142e+001 +2.0959e+000 +1.5289e-001 -6.4492e+000 +1.5595e+000 +1.4727e+000 +2.4509e+000 +1.3588e+000 -3.8080e+000 -2.4967e-001 +2.0643e+000 -4.4005e+000 +3.9013e+000 -6.0298e+000 +3.1682e+000 -1.9346e+000 -6.6584e-001 -4.2897e+000 -1.8453e+000 -5.6878e-001 +4.2527e+000
22 +6.995425145e+001 +6.995425145e+001 +5.301425145e+001 +5.301425145e+001 +3.5603e+000 +6.8612e+000 -2.5013e+000 +1.4373e+000 +4.1017e+000 +1.7896e+000 +2.7582e-001 -5.1991e-002 -4.7657e+000 +2.2871e+000 -3.9645e+000 +3.9950e+000 -2.4086e+000 +6.0868e-001 +4.7050e+000 +5.2789e-001 -5.2213e+000 +2.2504e+000 -2.0656e-001 +4.9651e+000
166 +4.465645905e+001 +4.465645905e+001 +2.771645905e+001 +2.771645905e+001 +2.6736e+000 +3.6525e+000 -4.8022e+000 +9.6678e-001 +2.3844e+000 -8.6660e-003 -2.6134e+000 -2.8652e+000 -3.4183e+000 +1.4493e+000 +2.5224e+000 +6.0369e+000 -8.3220e-001 +1.8317e-001 -7.0897e-001 -1.5998e+000 -1.3698e+000 -2.5946e+000 +5.9230e-001 +4.9886e+000
184 +1.718867234e+001 +1.718867234e+001 +2.486723401e-001 +2.486723401e-001 +4.4165e+000 +3.3381e+000 -1.2650e+000 +1.3055e+000 +3.0784e+000 +1.0529e+000 +3.0268e+000 -1.7383e+000 +1.0158e+000 -4.4119e+000 -3.8390e+000 -1.7080e+000 -4.7654e+000 +1.5094e+000 -3.0713e+000 -2.1420e+000 +9.4593e-002 -2.4093e+000 -1.1947e+000 +1.3777e+000
442 +1.645183249e+001 +1.645183249e+001 -4.881675134e-001 -4.881675134e-001 -9.2368e-001 +2.7025e+000 -3.6396e+000 -6.3538e-001 +4.0896e+000 -3.6387e-001 +1.0239e+000 -3.1509e+000 +1.8464e+000 -4.0212e-001 -2.1803e+000 -1.0433e+000 -1.3227e+000 -1.6374e+000 +2.4492e-001 -3.4794e+000 +2.8752e+000 -1.0286e+000 -1.7862e+000 +3.0959e+000
587 +1.293704705e+001 +1.293704705e+001 -4.002952951e+000 -4.002952951e+000 +8.2510e-001 +5.2081e+000 -2.3233e+000 +1.3402e+000 +3.6666e+000 -1.4744e+000 +9.8300e-001 -2.2638e-001 -3.3272e-001 +1.6128e-001 -7.3525e-001 +3.5357e+000 -1.1629e+000 +1.0418e+000 +1.5979e+000 -8.2981e-002 +5.3594e+000 +2.8200e+000 -1.0850e+000 +4.0787e+000
707 +1.239650340e+001 +1.239650340e+001 -4.543496602e+000 -4.543496602e+000 -8.1171e-002 +8.1871e-001 -2.4589e+000 -8.5092e-001 +3.1781e+000 +1.9257e-001 +1.5690e+000 -3.5948e+000 +2.4944e+000 -2.6785e+000 -5.5915e-001 +1.0856e+000 -2.5790e+000 +1.1628e+000 +1.7146e+000 +1.8676e+000 +1.2484e+000 +3.9308e+000 +3.5007e-002 +3.7813e+000
723 +1.179541765e+001 +1.179541765e+001 -5.144582353e+000 -5.144582353e+000 +3.7401e-001 +1.9722e+000 -3.6580e+000 -1.9354e+000 +1.1224e+000 +1.1491e+000 +2.0894e+000 -2.8417e+000 +1.7095e+000 -9.6468e-001 +1.0193e+000 -5.1399e-001 -1.0436e+000 -1.7536e+000 +5.6645e-001 +1.4289e+000 +2.0813e+000 -1.2219e+000 +9.7794e-001 +3.0551e+000
844 +1.100811076e+001 +1.100811076e+001 -5.931889239e+000 -5.931889239e+000 +1.0940e+000 +1.6901e+000 -2.3417e+000 -1.7454e+000 +3.3182e+000 +6.9901e-001 +3.9101e-001 -2.7371e+000 -3.9841e-001 -6.8861e-001 +7.0422e-001 +1.8626e+000 -1.0147e+000 +5.8722e-001 +4.7092e-001 -3.9232e-002 +2.1157e+000 -8.0585e-001 -7.1390e-002 +1.7034e+000
905 +1.083019549e+001 +1.083019549e+001 -6.109804506e+000 -6.109804506e+000 -2.8903e-001 +1.3997e+000 -3.0331e+000 -1.5579e-001 +1.9086e+000 +3.6018e-002 +1.1733e+000 -1.1245e+000 +9.8405e-001 -1.3675e+000 +4.4382e-001 +3.1342e+000 -1.5940e+000 -2.3005e+000 +7.8661e-001 +3.6290e-001 +1.6358e+000 -9.1773e-001 -6.3713e-001 +4.2699e+000
1026 +1.038427172e+001 +1.038427172e+001 -6.555728285e+000 -6.555728285e+000 +5.7461e-001 +3.0465e+000 -1.3183e-001 -8.3887e-001 +2.6755e+000 +6.3559e-002 +1.8583e+000 -9.1643e-001 -2.4246e+000 -2.5874e+000 +9.9126e-001 +1.0280e+000 -1.0306e+000 -1.8040e+000 -1.0538e+000 -9.5318e-002 +2.8878e+000 -1.6843e+000 -8.5351e-001 +3.7250e+000
1029 +7.659203757e+000 +7.659203757e+000 -9.280796243e+000 -9.280796243e+000 +5.2182e-001 +2.3449e+000 -2.1534e+000 -8.4666e-001 +3.2459e+000 +7.9377e-002 +1.3419e+000 -3.1454e+000 -3.0291e-001 -2.8321e+000 +6.3066e-002 +2.3078e+000 -8.6007e-001 -1.2712e+000 +3.6741e-001 +4.2258e+000 +2.3228e+000 -2.1425e-001 +2.7201e+000 +3.0230e+000
1059 +7.289171950e+000 +7.289171950e+000 -9.650828050e+000 -9.650828050e+000 +3.3410e+000 +7.0585e-001 -1.7254e+000 +1.0086e+000 +1.9478e+000 +9.0509e-001 +1.9451e+000 -2.9138e+000 +1.1009e+000 -4.0715e+000 +1.3786e+000 +1.5051e+000 -7.0583e-001 -1.8950e+000 +1.5319e+000 +4.7465e+000 +1.4753e+000 -1.0861e+000 -6.6624e-001 +3.7380e+000
1133 +5.779706965e+000 +5.779706965e+000 -1.116029304e+001 -1.116029304e+001 +3.0912e+000 +2.9452e+000 -2.1219e+000 +1.1758e+000 +2.8793e+000 -1.5404e+000 +3.5370e+000 -2.4011e+000 -9.0634e-002 -3.7292e+000 +2.7467e+000 -8.0553e-002 -2.4986e+000 -1.0292e+000 +4.1687e-001 +3.1325e-001 +3.1723e+000 -6.6132e-001 +1.4239e-001 +3.4775e+000
1450 +5.208218533e+000 +5.208218533e+000 -1.173178147e+001 -1.173178147e+001 +4.9845e-001 +1.6385e+000 -7.4039e-001 +2.4715e+000 +4.5408e+000 -8.3269e-002 +1.8745e+000 -2.5004e+000 +2.7427e+000 -2.5027e+000 +4.5157e+000 +2.1351e+000 -1.4734e+000 -1.7715e+000 +1.6621e+000 +2.0122e+000 +3.4557e+000 +1.0980e-001 +3.6582e-001 +1.1784e+000
1539 +4.167821922e+000 +4.167821922e+000 -1.277217808e+001 -1.277217808e+001 +2.3996e+000 +1.1443e+000 -2.0758e+000 -1.9101e-001 +1.6141e+000 -2.1056e+000 +1.9229e+000 -1.1557e+000 -1.1276e+000 -2.8470e+000 +2.7220e+000 +1.9412e-001 -7.3656e-001 -2.1161e+000 +1.9819e+000 +3.0921e+000 +3.3511e+000 -3.8662e-001 +1.9051e-001 +2.7726e+000
1874 +4.060949119e+000 +4.060949119e+000 -1.287905088e+001 -1.287905088e+001 +1.7552e+000 +3.0635e+000 -1.1348e+000 +2.3962e-001 +3.0674e+000 -1.6771e+000 +1.8333e+000 -1.3335e+000 -1.5329e+000 -2.6124e+000 +3.8379e+000 +1.5839e+000 -8.8605e-001 -1.8831e+000 +1.9511e+000 +2.3338e+000 +2.6916e+000 -1.2017e+000 +5.2198e-001 +2.3685e+000
1875 +3.627888776e+000 +3.627888776e+000 -1.331211122e+001 -1.331211122e+001 +2.4700e+000 +2.1571e+000 -6.9310e-001 +1.6719e+000 +2.3060e+000 -1.0235e+000 +2.8742e+000 -1.0485e+000 +4.8961e-001 -2.2297e+000 +3.7402e+000 +1.7129e+000 -1.9039e+000 -1.9476e+000 +1.9138e+000 +1.9700e+000 +2.7201e+000 -7.9904e-001 +6.3702e-001 +4.2405e+000
2055 +3.339011802e+000 +3.339011802e+000 -1.360098820e+001 -1.360098820e+001 +2.6528e+000 +1.8203e+000 -1.7317e+000 +6.0965e-001 +2.0221e+000 -7.9501e-001 +3.2044e+000 -2.3837e+000 -2.9161e-001 -2.7304e+000 +3.1945e+000 +1.1973e+000 -1.3620e+000 -1.8024e+000 +1.8684e+000 +8.7039e-001 +3.4626e+000 +8.1834e-002 +3.7205e-001 +2.6485e+000
2204 +2.660946818e+000 +2.660946818e+000 -1.427905318e+001 -1.427905318e+001 +3.7322e+000 +1.6005e+000 -1.2128e+000 +7.5131e-001 +2.7709e+000 -5.7268e-001 +2.5222e+000 -1.6034e+000 -6.3238e-001 -2.2302e+000 +2.7652e+000 +1.3665e+000 -1.1389e+000 -2.1020e+000 +2.1061e+000 +1.9638e+000 +2.9155e+000 -1.7889e-001 +5.2109e-001 +2.3727e+000
