% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.221792962e+002 +1.221792962e+002 +1.962929618e+001 +1.962929618e+001 -3.6095e+000 +5.0878e-001 -1.5904e+000 +1.1878e+000 -1.9235e-001 +6.3393e+000 +6.3783e-001 -5.7271e+000 -1.3795e+000 +4.6627e+000 +3.3735e+000 +3.0678e+000 +2.8540e+000 -4.6192e+000 +3.3004e+000 -1.3352e+000 -7.8488e+000 +4.5228e-003 -1.4596e+000 +2.5253e+000
3 +4.440984269e+001 +4.440984269e+001 -5.814015731e+001 -5.814015731e+001 +2.8610e+000 +2.0025e+000 -1.3898e+000 -2.5787e-001 +2.1668e+000 +5.3383e+000 +8.2412e-001 -3.7006e+000 -4.9824e+000 -7.7607e-001 +1.6383e+000 +3.1747e+000 -2.3121e-001 -1.9967e+000 +5.7467e+000 -1.5264e+000 -1.5215e-001 +1.4322e+000 -7.5414e-001 +4.1377e+000
40 +3.979141813e+001 +3.979141813e+001 -6.275858187e+001 -6.275858187e+001 +2.3819e+000 +2.4611e+000 +5.3792e-001 -1.6531e+000 +1.9770e+000 +3.9536e+000 +2.7450e+000 +1.0871e+000 -1.3825e+000 +8.9833e-001 -2.1773e+000 +4.8487e+000 +1.3204e-001 -3.4622e+000 +4.9460e+000 -3.9612e+000 +2.0284e+000 +1.3058e+000 -4.9111e+000 +1.3966e+000
117 +3.738350493e+001 +3.738350493e+001 -6.516649507e+001 -6.516649507e+001 -3.6660e-001 +7.8785e-001 -1.0424e+000 -1.1823e+000 +1.5050e+000 +8.6343e-004 +8.5150e-001 -2.4618e+000 +1.9824e-001 -1.4576e+000 -2.9727e+000 +5.3114e+000 +1.0104e+000 -1.0282e+000 +4.8475e+000 -6.4409e+000 +2.1580e+000 +2.5008e+000 +4.9731e+000 +2.3181e+000
121 +2.678355876e+001 +2.678355876e+001 -7.576644124e+001 -7.576644124e+001 +2.1947e+000 -2.3895e-001 +8.7526e-001 -1.8371e+000 +3.5581e+000 +3.6968e+000 +4.5409e+000 -7.7039e-001 -2.8568e-001 +2.0663e+000 -3.5100e+000 +3.6250e+000 -3.4481e-001 -1.2708e+000 +4.1177e+000 -2.6903e+000 +3.3907e-003 +1.7190e+000 -2.0421e-001 +1.1807e+000
224 +2.484384295e+001 +2.484384295e+001 -7.770615705e+001 -7.770615705e+001 +1.1399e+000 +3.2121e-001 -5.3687e-001 -3.4815e+000 +2.3985e+000 +2.2407e-001 +1.1986e+000 -2.6546e+000 -4.8116e+000 -8.4597e-001 -4.0905e-001 +4.1399e+000 -3.2433e-001 -4.2735e-001 +4.7522e+000 -2.5934e+000 -4.3823e-001 -1.3579e+000 +1.3766e+000 +2.7943e+000
245 +1.990070522e+001 +1.990070522e+001 -8.264929478e+001 -8.264929478e+001 -1.1108e-001 -5.7902e-001 -6.5800e-001 -2.5873e+000 +1.3051e+000 +1.4726e+000 +2.1933e-001 +7.6264e-001 +2.3584e+000 -1.7743e+000 -1.6332e+000 +2.2630e+000 +2.5356e+000 -4.5029e+000 +2.7549e+000 -5.0088e+000 +1.1353e+000 +1.0904e+000 -1.6638e+000 +3.6497e+000
320 +1.810627795e+001 +1.810627795e+001 -8.444372205e+001 -8.444372205e+001 +2.8388e+000 -2.8906e-001 -5.1372e-001 -1.6536e+000 +2.0402e+000 +1.6231e+000 +4.0501e+000 +2.2953e-001 -2.2863e-001 -7.9240e-001 -1.7288e+000 +2.3486e+000 +1.6144e+000 -3.0977e+000 +2.9146e+000 -2.7810e+000 -3.7916e-001 +1.8802e+000 -3.8704e+000 -1.0903e-001
454 +1.653204472e+001 +1.653204472e+001 -8.601795528e+001 -8.601795528e+001 +1.7535e+000 +2.0709e+000 +2.9137e+000 -1.5510e+000 +2.2961e+000 +1.8283e+000 +8.4599e-001 -1.7680e+000 -6.2681e-001 +3.8756e-001 -2.2210e+000 +1.5288e+000 +3.3127e-001 -2.3456e+000 +3.6080e+000 -3.8316e+000 +1.5749e+000 -4.0735e-002 -1.2656e+000 +3.6357e+000
510 +1.613456713e+001 +1.613456713e+001 -8.641543287e+001 -8.641543287e+001 +1.9469e+000 +2.9092e-001 -2.5263e-001 -7.7805e-001 -6.3141e-001 +4.6861e+000 +1.1264e+000 -1.7620e+000 +6.9323e-001 -1.3450e+000 -2.1455e+000 +1.1960e+000 +1.8554e+000 -1.0714e+000 +2.0999e+000 -3.5859e+000 -2.6988e+000 +7.2490e-001 -5.4078e-002 +1.0266e+000
522 +1.403555894e+001 +1.403555894e+001 -8.851444106e+001 -8.851444106e+001 +4.5160e-001 +2.1857e-001 +9.2449e-001 -2.5151e+000 +1.9123e+000 +1.0040e+000 +1.4557e-001 +8.1111e-002 -3.8631e-001 -1.2558e+000 -9.7417e-001 -1.3401e+000 -4.5307e-001 -3.8663e+000 +4.0824e+000 -1.5314e+000 +2.7542e-001 +1.6034e-001 -1.6044e+000 +3.3639e+000
593 +1.247658672e+001 +1.247658672e+001 -9.007341328e+001 -9.007341328e+001 +1.2057e+000 -7.2947e-001 +1.3551e+000 -2.4126e+000 -7.5755e-001 +1.6916e+000 +1.4759e+000 -3.6397e+000 -5.3782e-001 -4.9279e-001 -2.0689e+000 +1.8443e+000 -1.5865e+000 -8.2175e-001 +4.0406e+000 -1.6058e+000 +8.2160e-002 +1.0464e+000 -1.3585e+000 -5.6736e-001
621 +1.025615682e+001 +1.025615682e+001 -9.229384318e+001 -9.229384318e+001 +6.9843e-001 -7.5093e-001 +2.2500e+000 +1.9946e-001 +1.6952e+000 +2.0017e+000 -3.8144e-001 -6.4871e-001 -1.6196e+000 +1.0166e+000 +7.9908e-001 -6.5779e-001 -3.6900e-001 -2.2919e+000 +2.9301e+000 -1.5375e+000 -6.4644e-002 +1.6167e+000 -2.5657e+000 -2.8298e-001
824 +8.350714098e+000 +8.350714098e+000 -9.419928590e+001 -9.419928590e+001 +1.4341e+000 -8.2651e-001 +4.8520e-001 -9.5331e-001 +2.1912e+000 +4.6035e-001 +1.5526e+000 -4.2288e-001 +8.9200e-002 +3.2134e-001 -4.8347e-001 +7.8064e-001 -3.1596e-001 -1.3380e+000 +1.6239e+000 -9.0737e-001 -1.5163e+000 +8.6786e-001 -1.0555e+000 +7.9158e-001
1027 +6.862860225e+000 +6.862860225e+000 -9.568713978e+001 -9.568713978e+001 +1.2276e+000 +7.9878e-001 +1.3076e+000 -1.3139e+000 +9.7683e-001 +6.8168e-001 +6.7533e-001 -5.7242e-001 +3.0054e-001 -5.0139e-001 -1.6814e-001 -2.3971e+000 -7.7894e-001 -6.2586e-001 +5.8168e-001 -5.5194e-001 +8.3153e-001 +1.5550e+000 -2.5139e-001 +2.9190e-001
1769 +6.705810633e+000 +6.705810633e+000 -9.584418937e+001 -9.584418937e+001 -1.0926e+000 -7.0997e-003 +2.8984e-001 +1.0295e+000 -7.0316e-004 -1.1626e-001 +1.7704e+000 +8.6551e-001 +4.8236e-001 -5.3812e-001 -2.2257e-001 +3.5611e-001 +6.6896e-001 -2.5045e-001 +1.3416e+000 -1.7570e+000 -1.3367e+000 +4.8572e-001 +1.0290e+000 +9.9274e-001
1791 +6.104268557e+000 +6.104268557e+000 -9.644573144e+001 -9.644573144e+001 +1.6087e+000 -6.2505e-001 +1.3326e-001 -6.2398e-001 +1.4216e+000 +4.0735e-001 +3.6007e-001 +3.5231e-001 +4.8521e-001 +6.8939e-002 -5.8802e-001 -7.6641e-001 +8.0338e-002 -1.8375e+000 +4.8500e-001 -9.3670e-001 -3.9687e-001 +7.2929e-001 -1.0911e+000 +4.0802e-001
