% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.333806311e+007 +2.333806311e+007 +2.333800817e+007 +2.333800817e+007 -1.0598e+000 -3.5283e-001 -8.9953e-001 -1.6330e+000 +2.9835e+000 +2.0152e+000 -1.6894e+000 +8.3484e-001 -1.2049e+001 -1.4200e+001 -1.7806e+000 -1.9018e+000 -6.9168e+000 +7.2310e-001 -1.4316e+000 +7.9262e+000 +1.1506e+001 -1.8022e+000 -5.8556e+000 +5.7700e+000
4 +1.626715382e+007 +1.626715382e+007 +1.626709888e+007 +1.626709888e+007 +3.3909e+000 -4.5062e+000 -9.5699e+000 +8.8628e-001 +4.0502e+000 +3.2559e+000 -7.6873e+000 +5.8861e-001 -3.7604e+000 +2.3902e+000 +6.5539e-001 -1.0755e+001 +1.9043e+000 +6.4136e+000 +5.7834e-001 +5.8263e+000 +2.8390e+000 +1.2261e-001 +4.8049e-001 +3.9248e+000
5 +1.238688799e+007 +1.238688799e+007 +1.238683305e+007 +1.238683305e+007 +9.0182e+000 -1.7628e+000 +5.7586e-001 +1.7873e+000 +5.0853e+000 +7.0101e-001 -4.8314e+000 +2.4575e+000 -6.0081e+000 -2.3457e+000 +7.6690e-001 -3.0755e+000 +1.4199e+000 +1.4113e+000 +2.0539e+000 +4.4677e+000 +8.0918e-001 +7.4480e+000 +5.3921e+000 +5.2171e+000
26 +9.499905581e+006 +9.499905581e+006 +9.499850641e+006 +9.499850641e+006 +2.1129e+000 -1.9246e+000 -2.6012e+000 +5.6660e-002 +4.8277e+000 +7.7582e+000 -2.6968e+000 -7.8681e-001 -6.2889e+000 -1.1842e+000 +1.1286e+000 -8.3520e+000 +2.8562e-002 +7.4555e-001 +1.0552e+000 +8.2110e+000 +1.6667e+000 -5.7987e+000 +4.1050e-001 +9.8338e+000
48 +8.484631567e+006 +8.484631567e+006 +8.484576627e+006 +8.484576627e+006 -4.1018e+000 -3.7777e-001 +6.9124e-001 +1.9119e+000 +3.9881e+000 +1.7701e+000 -5.8728e+000 +4.0431e+000 -2.6824e+000 -5.9691e-001 -3.1186e-001 -5.2335e+000 -1.2563e+000 -3.1976e+000 -7.0145e-001 +1.1088e+000 +6.6750e+000 +1.9405e+000 -6.6424e-001 +3.8383e+000
90 +7.926851611e+006 +7.926851611e+006 +7.926796671e+006 +7.926796671e+006 +1.8451e+000 -9.8654e-001 -4.8899e+000 +2.0133e+000 +3.8232e+000 -2.4974e+000 -2.5390e+000 +1.9389e+000 -3.8166e+000 -2.6575e+000 -2.8529e+000 -4.3660e+000 +2.6325e+000 +5.6335e+000 +4.2014e+000 +2.9130e+000 +1.6139e+000 -2.5347e+000 -3.2560e+000 +1.0917e+000
91 +7.236957729e+006 +7.236957729e+006 +7.236902789e+006 +7.236902789e+006 +3.5575e+000 +2.7519e-001 -3.7461e+000 +1.4612e+000 +8.3133e+000 -6.5508e-001 -5.2530e+000 +2.6339e-001 -7.2765e+000 +1.1234e+000 -1.6988e+000 -5.4427e+000 -3.8931e+000 +4.2536e+000 -1.0223e+000 +3.8667e+000 +3.3831e+000 -2.1946e+000 -2.2075e+000 +2.0898e+000
101 +3.454142226e+006 +3.454142226e+006 +3.454087286e+006 +3.454087286e+006 +1.6483e+000 -7.2956e-001 -1.2403e+001 -5.6702e+000 +6.8506e+000 -1.0810e+000 -4.4668e+000 +3.5516e+000 +2.3283e+000 -6.0116e+000 -1.4144e+000 -3.0804e+000 -1.8420e+000 +1.7447e+000 +5.0283e-001 +1.9012e+000 +1.7692e+000 -1.4772e+000 -4.5692e+000 -4.4734e+000
182 +3.309047039e+006 +3.309047039e+006 +3.308992099e+006 +3.308992099e+006 +4.3785e+000 -1.0888e+000 -2.6505e+000 +6.8250e-001 +2.8917e+000 +3.1126e+000 -3.3747e+000 -4.6848e+000 -5.8351e+000 -2.8888e+000 +6.0862e+000 -4.5446e+000 +4.9001e-001 -2.8971e+000 +3.5022e-001 +4.4294e+000 +1.3622e+000 -2.6133e+000 -1.7127e+000 +5.8554e+000
202 +2.182539087e+006 +2.182539087e+006 +2.182484147e+006 +2.182484147e+006 +5.0742e+000 -2.9818e+000 -3.7392e+000 +3.6354e+000 +4.2844e+000 +3.1356e+000 -3.9534e+000 +6.5959e-001 -3.2167e+000 +4.2389e-001 -1.6692e-001 -3.5230e+000 -2.6253e+000 -2.8499e+000 -5.9891e-001 +9.2773e+000 +2.4940e+000 +1.1541e+000 -1.7261e+000 +3.3775e+000
341 +1.838528958e+006 +1.838528958e+006 +1.838474018e+006 +1.838474018e+006 +6.4478e-001 -3.6692e+000 -4.9221e+000 +7.0985e-001 +1.2148e+000 +1.0324e+000 -3.5313e+000 +2.8742e-001 -5.1756e+000 +1.0650e+000 +2.1064e+000 -4.3867e+000 -5.5158e+000 +1.9280e+000 +6.1683e-001 +4.2834e+000 +1.1076e+000 +2.6685e+000 -1.7295e+000 +2.3521e+000
408 +1.451232581e+006 +1.451232581e+006 +1.451177641e+006 +1.451177641e+006 +4.6597e+000 -4.9672e+000 -2.6446e+000 -1.2334e+000 +4.3442e+000 +8.1704e+000 -6.1326e+000 +5.4931e+000 -5.5944e+000 -2.3546e+000 +1.4932e+000 -3.9266e+000 -5.3351e+000 +4.4879e-001 +1.9907e+000 +1.2832e+001 +1.4718e+000 +5.3090e+000 +8.8135e-001 +4.5405e+000
575 +1.354079283e+006 +1.354079283e+006 +1.354024343e+006 +1.354024343e+006 -1.7710e+000 -3.0210e+000 -5.8497e+000 +3.4526e+000 +3.2473e+000 +4.0013e+000 -2.0377e+000 +1.6244e+000 -4.0237e+000 -3.6862e+000 +1.3232e+000 -2.9484e+000 -2.5502e+000 -4.1244e-002 +2.7207e-001 +1.1041e+001 +2.2440e+000 +1.1773e-001 -3.0939e+000 +5.5361e-001
1129 +1.241162726e+006 +1.241162726e+006 +1.241107786e+006 +1.241107786e+006 +1.3115e+000 -2.5631e+000 -5.6846e+000 -2.1493e+000 +9.4296e+000 +1.4808e+000 -4.6156e+000 +4.1645e+000 +8.2807e-001 -1.9481e+000 +3.9633e-001 -2.5232e+000 -2.2696e-001 -4.1792e+000 +2.0364e+000 +7.8842e+000 +1.4906e+000 +2.7521e+000 +3.5308e+000 +1.2390e+000
1364 +1.008958345e+006 +1.008958345e+006 +1.008903405e+006 +1.008903405e+006 +1.4518e+000 -2.6408e-002 -2.9033e+000 +3.7818e-001 +2.7175e+000 +6.7043e+000 -2.3818e+000 +8.8070e+000 -2.6903e+000 -5.0006e+000 +4.8104e-001 -2.4417e+000 -9.2816e-001 -4.7355e+000 +1.2281e+000 +6.7219e+000 +2.2248e+000 +1.8426e-001 -3.9016e+000 +1.4942e+000
1707 +5.906550438e+005 +5.906550438e+005 +5.906001038e+005 +5.906001038e+005 +5.5606e-001 -3.6856e+000 -1.7560e+000 +1.6697e+000 +4.5047e+000 +3.3917e+000 -1.9655e+000 +2.6530e+000 -2.7066e+000 -1.8763e+000 +3.4805e-001 -1.6839e+000 -3.1719e+000 -3.1982e+000 +1.0212e-001 +3.3639e+000 +6.6652e-001 +5.7107e-001 +1.1818e+000 +4.6719e+000
2038 +2.915705732e+005 +2.915705732e+005 +2.915156332e+005 +2.915156332e+005 +1.8026e+000 -1.8906e+000 -3.6318e+000 +2.2072e+000 +3.3964e+000 +6.7058e+000 -2.9664e+000 +2.5169e+000 -4.1816e+000 -3.0528e+000 -3.8833e-001 -1.9440e+000 -6.2918e-001 -3.5855e+000 +2.0311e-001 +5.6141e+000 +5.8234e-001 +1.6121e+000 +1.3169e+000 +3.4583e+000
3006 +2.149686672e+005 +2.149686672e+005 +2.149137272e+005 +2.149137272e+005 +1.7863e+000 -2.6820e+000 -4.3636e+000 +1.3937e-001 +4.8289e+000 +2.6551e+000 -3.7175e+000 +3.7381e+000 -3.4931e+000 -1.2849e+000 +4.6981e+000 -1.9437e+000 -2.5665e+000 -8.3302e+000 -5.1594e-001 +4.9739e+000 +1.4470e+000 -1.8973e+000 -1.1168e+000 +3.5897e+000
4652 +1.857117580e+005 +1.857117580e+005 +1.856568180e+005 +1.856568180e+005 -4.1421e-001 -1.1865e+000 -3.5028e+000 -1.9804e+000 +4.6087e+000 +4.8348e+000 -9.4531e+000 +5.4870e+000 -2.9674e+000 +1.1933e-002 +2.2581e+000 -2.3331e+000 -1.6326e+000 -7.2585e+000 -7.4496e-001 +1.4241e-001 +3.0733e+000 -2.1174e+000 +1.7899e+000 +3.8700e+000
4845 +1.455896653e+005 +1.455896653e+005 +1.455347253e+005 +1.455347253e+005 +1.4743e+000 -1.1730e+000 -3.9090e+000 +5.9758e-001 +4.6070e+000 +3.1558e+000 -4.4044e+000 +3.0031e+000 -4.5264e+000 -7.9260e-001 +2.9053e+000 -2.6118e+000 -2.3979e+000 -7.3663e+000 -1.6484e-001 +3.0271e+000 +3.0588e+000 -1.6192e+000 +6.9319e-001 +4.0295e+000
5553 +1.187945586e+005 +1.187945586e+005 +1.187396186e+005 +1.187396186e+005 +8.5221e-001 -7.5247e-001 -4.2577e+000 +1.8187e-002 +4.5104e+000 +3.6555e+000 -5.3379e+000 +2.9369e+000 -4.0145e+000 -1.4451e+000 +2.5804e+000 -2.0632e+000 -1.6765e+000 -7.7481e+000 -2.0474e+000 +1.3598e+000 +2.7024e+000 -1.9020e+000 +2.4075e+000 +3.1663e+000
5868 +1.099542688e+005 +1.099542688e+005 +1.098993288e+005 +1.098993288e+005 +8.6666e-001 -7.3467e-001 -2.9411e+000 -8.1088e-001 +4.6347e+000 +3.1401e+000 -5.5865e+000 +3.9100e+000 -4.0771e+000 +1.8617e-001 +2.4445e+000 -2.1297e+000 -1.5677e+000 -7.3034e+000 -8.5647e-001 +2.1517e+000 +3.0604e+000 -1.6925e+000 +2.0395e+000 +3.5406e+000
6549 +1.004851946e+005 +1.004851946e+005 +1.004302546e+005 +1.004302546e+005 +1.5010e+000 -7.7589e-001 -4.4861e+000 -3.3541e-001 +4.3422e+000 +3.9883e+000 -7.0246e+000 +4.2165e+000 -4.3522e+000 +2.2879e-001 +1.5732e+000 -2.7979e+000 -2.8280e+000 -6.9340e+000 -1.3300e+000 +2.0733e+000 +2.9236e+000 -1.3445e+000 +2.0088e+000 +3.2741e+000
6884 +9.550986735e+004 +9.550986735e+004 +9.545492735e+004 +9.545492735e+004 +1.0467e+000 -8.2333e-001 -3.9935e+000 +2.5791e-001 +4.2186e+000 +2.8679e+000 -6.1072e+000 +3.6906e+000 -4.1746e+000 +5.1168e-002 +1.6271e+000 -2.9627e+000 -2.2249e+000 -6.6374e+000 -9.6423e-001 +3.2071e+000 +2.9668e+000 -1.4266e+000 +1.8892e+000 +3.2119e+000
