% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.700179690e+002 +1.700179690e+002 +1.176679690e+002 +1.176679690e+002 +2.8527e+000 -2.1772e+000 -3.4905e+000 -2.2615e+000 +4.9148e+000 +4.7081e+000 +1.4158e+000 +7.4583e-001 +2.1186e+000 -2.1978e+000 +5.5696e+000 +5.6422e+000 -3.4812e+000 +4.2153e+000 +1.4065e+000 -2.4979e+000 +2.3567e+000 -2.0471e+000 -1.3361e+000 +4.2288e+000
6 +1.610314118e+002 +1.610314118e+002 +1.086814118e+002 +1.086814118e+002 +1.3852e-001 -5.3431e+000 -3.2877e+000 -6.0299e+000 -3.0061e+000 +1.0263e+000 -3.6630e+000 -3.5805e+000 +2.8881e+000 -2.1464e+000 +1.8269e+000 +3.8925e+000 -1.8485e+000 -1.0291e+000 +4.5345e+000 -7.2330e+000 +9.8122e+000 -1.7166e+000 -3.3118e+000 +1.4023e+000
7 +1.085005726e+002 +1.085005726e+002 +5.615057263e+001 +5.615057263e+001 +3.5337e+000 -1.3334e+000 +7.7196e-001 -2.9467e+000 +3.2211e+000 +2.4822e+000 -2.9182e+000 +1.7113e+000 +6.7223e-001 -1.0529e+000 -1.0704e+000 +9.2961e-001 -3.0115e-001 +1.5991e+000 +4.1526e+000 -6.5517e+000 +4.2294e+000 +1.3763e+000 -3.6679e+000 +1.8793e+000
111 +9.222871108e+001 +9.222871108e+001 +3.987871108e+001 +3.987871108e+001 +2.8951e+000 -3.2970e+000 -4.1029e+000 -2.2596e+000 -2.7076e+000 +3.8874e+000 -4.9817e+000 +1.3821e+000 -3.8497e+000 -9.2764e-001 +4.3760e+000 +3.0685e+000 -3.5592e+000 +5.3114e+000 +4.4273e+000 -7.2680e+000 -8.7451e-001 +2.5692e+000 +1.1105e+000 +4.7007e+000
131 +8.452150287e+001 +8.452150287e+001 +3.217150287e+001 +3.217150287e+001 +3.1726e+000 -4.7395e+000 -4.9136e+000 -3.5519e+000 -3.0204e+000 +5.1464e-001 -1.7302e+000 -5.5800e-001 +2.0257e+000 -5.1719e+000 +4.5208e+000 +7.4290e-001 -2.4080e+000 +3.0439e+000 +3.6803e+000 -7.1060e+000 +3.7073e+000 -2.1431e-001 +2.1647e+000 +1.4015e+000
158 +6.333191970e+001 +6.333191970e+001 +1.098191970e+001 +1.098191970e+001 -6.2853e-001 -4.5430e+000 -3.9769e+000 -5.0586e+000 +2.2062e-001 +2.6942e+000 -2.1146e+000 -1.1901e+000 +6.1282e+000 -1.7594e+000 +3.0649e+000 +3.9291e+000 -3.2559e+000 +1.1996e+000 +2.6174e+000 -4.5316e+000 +7.7921e-001 +7.7844e-001 -2.1523e-001 +2.5474e+000
213 +5.972446520e+001 +5.972446520e+001 +7.374465201e+000 +7.374465201e+000 -4.8215e+000 -6.1069e+000 -5.9839e+000 -3.5861e+000 -9.3980e-001 +9.5322e-001 -8.8343e+000 -3.4729e+000 +1.7786e+000 -1.7754e+000 +4.5916e+000 +1.0316e+000 -2.8709e+000 +1.0619e+000 +5.0679e+000 -6.4814e+000 +1.8924e+000 -1.0483e+000 -5.9736e-001 +4.1367e+000
282 +5.476102469e+001 +5.476102469e+001 +2.411024691e+000 +2.411024691e+000 +5.8967e+000 -1.1437e+000 -2.6637e+000 -6.2106e-001 -3.0042e+000 -3.1543e-001 +2.2308e+000 -3.6769e+000 +1.5741e+000 -1.6779e+000 +1.3020e+000 +2.9317e+000 -3.1594e+000 +1.0318e+000 +5.6047e+000 -5.0682e+000 +4.4245e+000 -4.3688e-001 +4.0126e+000 -2.0564e+000
307 +4.399959201e+001 +4.399959201e+001 -8.350407992e+000 -8.350407992e+000 -1.4701e+000 -4.6359e+000 -3.0407e+000 -1.9064e+000 +1.2716e+000 +7.9863e-001 +4.5934e-001 -3.9603e-003 +5.1765e+000 +1.4848e+000 +4.2840e+000 +2.8336e+000 -2.4644e+000 -1.5735e+000 -3.1369e+000 -4.2547e+000 +9.3251e-001 +9.9004e-001 +7.7322e+000 +1.2393e+000
492 +4.300744342e+001 +4.300744342e+001 -9.342556578e+000 -9.342556578e+000 +1.3313e+000 -1.3974e+000 -2.5640e+000 -1.5006e+000 +1.0901e+000 +9.9928e-001 -2.6154e+000 -4.7853e+000 +1.7022e+000 -1.8522e+000 +2.4262e+000 +5.0769e+000 -2.6241e+000 -2.0835e+000 +2.7429e+000 -6.5082e+000 +1.6463e+000 -2.8454e-001 +2.1761e+000 +1.5320e+000
