% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.203809212e+005 +6.203809212e+005 +6.205047512e+005 +6.205047512e+005 +3.5669e+000 -6.3729e-001 +1.4255e+000 +4.6158e+000 +4.3032e+000 +4.7274e+000 +3.0658e+000 +5.4293e-001 -1.2160e+000 +3.2042e+000 +4.4794e+000 +4.1165e+000 +2.5035e+000 +2.6230e+000 -3.7392e+000 -1.5840e+000 -2.1947e+000 -4.4869e-001 -7.8099e-001 +1.5977e+000
2 +6.049096996e+005 +6.049096996e+005 +6.050335296e+005 +6.050335296e+005 +3.0602e+000 -1.1801e-001 +1.9013e+000 +4.9306e+000 +4.9523e+000 +6.7519e+000 +1.5649e+000 +1.2850e+000 +4.1157e-001 +3.3261e+000 +2.1638e+000 +3.7352e+000 +1.2947e+000 +1.9417e+000 -4.0981e+000 -4.2189e-001 -2.8216e+000 +5.3637e+000 -1.3202e+000 +1.4321e+000
3 +5.222889372e+005 +5.222889372e+005 +5.224127672e+005 +5.224127672e+005 +3.3274e+000 -2.6036e-001 +7.8645e-001 +4.9139e+000 +5.0658e+000 +3.7432e+000 +2.5674e+000 -3.9263e-002 -2.7156e-001 +2.7583e+000 +3.9182e+000 +4.1207e+000 +1.9668e+000 +3.1203e+000 -3.9526e+000 -1.9452e+000 -1.3287e+000 +6.2004e-002 -2.0112e-002 +1.5176e+000
13 +4.943989163e+005 +4.943989163e+005 +4.945227463e+005 +4.945227463e+005 +3.7258e+000 -2.9909e-001 +9.8619e-001 +4.4763e+000 +4.4063e+000 +4.4042e+000 +2.8024e+000 +6.2032e-001 +2.6143e-001 +3.7185e+000 +3.3940e+000 +4.3086e+000 +1.9084e+000 +2.6274e+000 -3.6542e+000 -1.6434e+000 -1.8172e+000 -4.2153e-001 -8.8352e-001 +1.6047e+000
16 +4.590485683e+005 +4.590485683e+005 +4.591723983e+005 +4.591723983e+005 +2.9431e+000 -1.0803e+000 +1.1380e+000 +3.8772e+000 +4.4179e+000 +4.2649e+000 +2.7951e+000 -7.4719e-001 +6.2938e-001 +3.1415e+000 +4.1174e+000 +4.5828e+000 +2.7611e+000 +2.6922e+000 -3.8498e+000 -8.8728e-001 -2.1744e+000 -6.5021e-001 +6.5580e-002 +1.4436e+000
24 +3.585978650e+005 +3.585978650e+005 +3.587216950e+005 +3.587216950e+005 +3.6710e+000 -1.5052e+000 +3.1851e-001 +4.6276e+000 +4.2315e+000 +5.0713e+000 +2.9747e+000 -2.3754e+000 +4.5013e-001 +2.7662e+000 +2.2469e+000 +2.9309e+000 +1.8727e+000 +3.3582e+000 -3.0531e+000 -1.8523e+000 -1.9328e+000 -4.4387e-001 +4.1070e-002 +3.9804e-001
44 +3.254866659e+005 +3.254866659e+005 +3.256104959e+005 +3.256104959e+005 +3.9713e+000 -8.9325e-001 +9.9999e-001 +4.4810e+000 +4.9008e+000 +3.1213e+000 +3.4096e+000 +3.3399e-001 +3.3319e-001 +2.9555e+000 +1.4763e+000 +3.8195e+000 +1.4059e+000 +2.7612e+000 -3.2447e+000 -1.1476e+000 -2.7012e+000 +2.0392e-002 -4.6409e-002 +2.2085e+000
112 +2.440782306e+005 +2.440782306e+005 +2.442020606e+005 +2.442020606e+005 +3.4360e+000 -9.1404e-001 +5.6058e-001 +6.8432e+000 +4.5165e+000 +2.2180e-001 +3.4136e+000 -6.7925e-002 +1.9418e+000 +2.9525e+000 +1.4558e+000 +3.5398e+000 +1.4177e+000 +2.2866e+000 -3.0837e+000 -1.4761e+000 -1.8386e+000 -3.4866e-001 -7.6425e-001 +1.5080e+000
215 +2.069582317e+005 +2.069582317e+005 +2.070820617e+005 +2.070820617e+005 +4.8003e+000 -3.9982e-001 +6.9446e-001 +4.5710e+000 +2.8716e+000 +3.3690e+000 +1.4392e+000 -1.8109e-001 +1.3542e-002 -2.2345e+000 +5.0443e+000 +3.9388e+000 +1.3137e+000 +2.1495e+000 -2.5087e+000 -4.0884e-001 -1.5188e+000 -1.2634e+000 -3.0114e+000 +1.3834e-001
277 +1.852611341e+005 +1.852611341e+005 +1.853849641e+005 +1.853849641e+005 +3.6233e+000 -3.9213e+000 +1.4231e+000 +4.6277e+000 +4.2181e+000 +1.7686e+000 +3.7733e+000 -2.4105e-001 +1.1502e+000 -1.8410e-001 +3.8134e+000 +3.6539e+000 +2.0573e+000 +2.0415e+000 -2.4535e+000 -1.0878e+000 -1.8999e+000 -3.0012e-001 -1.1147e+000 +1.1197e+000
