% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.061995010e+005 +2.061995010e+005 +2.056530010e+005 +2.056530010e+005 +2.5795e+000 +2.7469e+000 +1.1205e+000 +1.8841e+000 -5.1546e+000 -1.7233e-001 +1.3195e+000 -1.5002e+000 -2.8843e+000 -4.4415e+000 +5.4380e+000 -4.5066e+000 +3.3074e-001 -4.2116e+000 +2.0104e-002 -3.4106e+000 -1.4271e+000 +4.5271e+000 +7.4036e-001 +3.0990e+000
7 +1.872015563e+005 +1.872015563e+005 +1.866550563e+005 +1.866550563e+005 +1.6762e+000 +3.2579e+000 +1.7751e+000 +2.4078e+000 -4.2884e+000 -4.3515e-001 +1.6370e+000 -1.4552e+000 -4.5166e+000 -4.1332e+000 +4.1522e+000 -4.5122e+000 -3.2734e-001 -2.6235e+000 +4.0283e-001 -4.1464e+000 -1.4547e+000 +4.3204e+000 -8.9398e-002 +4.1930e+000
13 +1.752640245e+005 +1.752640245e+005 +1.747175245e+005 +1.747175245e+005 +3.3059e+000 +3.2426e+000 +2.1371e+000 +2.7543e+000 -4.7007e+000 -6.9326e-001 +1.6904e+000 -2.8756e-001 -4.3772e+000 -5.0194e+000 +5.0140e+000 -3.9684e+000 +7.4121e-001 -2.2379e+000 +5.9720e-001 -3.8423e+000 -1.2852e+000 +3.9187e+000 +9.2942e-001 +3.2763e+000
40 +1.206261248e+005 +1.206261248e+005 +1.200796248e+005 +1.200796248e+005 +3.7850e+000 +2.5666e+000 +2.3880e+000 +2.1432e+000 -4.0817e+000 -3.0090e-001 +1.4033e+000 -1.0867e+000 -3.8327e+000 -5.0297e+000 +2.2117e+000 -3.6974e+000 +6.9612e-001 -2.1203e+000 +4.9637e-001 -3.1362e+000 -1.5777e+000 +2.1530e+000 +9.6815e-001 +3.2338e+000
136 +9.680968673e+004 +9.680968673e+004 +9.626318673e+004 +9.626318673e+004 +2.6033e+000 +4.0373e+000 +1.1576e+000 +3.2116e+000 -4.3310e+000 -2.6755e-003 +7.9953e-002 +2.4844e-001 -4.1548e+000 -2.8200e+000 +2.7360e+000 -3.3606e+000 +1.7486e+000 -2.5311e+000 -5.7723e-001 -3.6119e+000 -2.0551e+000 +1.6248e+000 +9.4077e-001 +2.7348e+000
203 +8.055977957e+004 +8.055977957e+004 +8.001327957e+004 +8.001327957e+004 +2.2233e+000 +2.9982e-001 +1.6678e+000 +2.7862e+000 -3.2347e+000 -2.9874e-001 +1.5756e+000 -9.1243e-001 -4.2870e+000 -4.5772e+000 +4.0310e+000 -3.8586e+000 +6.5529e-001 -2.0640e+000 +3.1772e-001 -3.2054e+000 -8.0805e-001 +1.1933e+000 +1.0039e+000 +3.3227e+000
303 +5.467956745e+004 +5.467956745e+004 +5.413306745e+004 +5.413306745e+004 +1.7344e+000 +3.8234e+000 +1.6756e+000 +3.3253e+000 -2.1650e+000 +1.4660e-001 +2.6998e+000 -2.1297e+000 -2.1135e+000 -1.4597e+000 +2.0296e+000 -3.3095e+000 +7.3194e-001 -3.1105e+000 +1.0543e-001 -4.4767e+000 -1.0401e+000 +9.9638e-001 -2.8108e+000 +1.4541e+000
434 +5.253294075e+004 +5.253294075e+004 +5.198644075e+004 +5.198644075e+004 +4.1024e+000 +4.6887e+000 +2.6011e-001 +3.1880e+000 -3.6636e+000 -5.6289e-001 +1.9987e+000 -3.4878e+000 -3.1779e+000 -2.4375e+000 +4.8661e+000 -3.3770e+000 +2.9766e+000 -2.9356e+000 +3.0232e-001 -3.5669e+000 -7.0072e-001 -1.2125e-001 +1.5269e-001 +2.5800e+000
439 +4.904895168e+004 +4.904895168e+004 +4.850245168e+004 +4.850245168e+004 +2.9956e+000 +5.5505e+000 +4.0457e+000 +5.4324e-001 -4.6169e+000 +7.2401e-001 +1.3055e+000 -1.3672e+000 -4.3377e+000 -4.4791e+000 +4.7325e+000 -3.4282e+000 +6.8698e-001 -3.4847e+000 +2.5666e-002 -2.7446e+000 -6.6545e-003 +2.5019e-001 -1.7117e+000 +1.4774e+000
474 +4.249617552e+004 +4.249617552e+004 +4.194967552e+004 +4.194967552e+004 +2.4896e+000 +3.4331e+000 +6.4052e-001 +1.9839e+000 -4.4591e+000 +1.1650e-001 +2.4114e+000 -1.3312e+000 -2.8961e+000 -2.3537e+000 +4.3347e+000 -3.2709e+000 +5.9161e-001 -2.6326e+000 -9.6899e-001 -3.5482e+000 -7.1798e-001 -3.3255e+000 +1.2711e+000 +3.0983e+000
